,Timestamp,"//*[@style=""background-image: url('http://wayback.archive-it.org/all/20220228073033im_/https://usa.inquirer.net/wp-content/blogs.dir/62/files/2022/02/The-Greater-Fool-Theory-Everything-to-Know-022522-550x275.jpg');""]//*[@id=""buzz-info""]_RELOC",idbuzz-info_SEL,"xpath//*[@id=""buzz-info""]_SEL","//*[@id=""sm_follow_us""]_RELOC",idsm_follow_us_SEL,"xpath//*[@id=""sm_follow_us""]_SEL","//*[@id=""subchannels""]/ul/li[6]_RELOC","xpath//*[@id=""subchannels""]/ul/li[6]_SEL",//footer/section/ul/li[4]/ul/li[10]_RELOC,xpath//html/body/footer/section/ul/li[4]/ul/li[10]_SEL,"//*[@id=""track_radyo""]_RELOC",idtrack_radyo_SEL,class namechbox_SEL,"xpath//*[@id=""track_radyo""]_SEL","//*[@id=""track_inqpop""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" items "")][1]_RELOC",class nameitems_SEL,"xpath//*[@id=""track_inqpop""]/div[3]_SEL","//*[@style=""clear:both;""]_RELOC",xpath//html/body/footer/div_SEL,"//*[@id=""track_fb_report""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" acc_ch "")][1]_RELOC",class nameacc_ch_SEL,"xpath//*[@id=""track_fb_report""]/div[7]_SEL","//*[@id=""sm_bullets""]_RELOC",idsm_bullets_SEL,"xpath//*[@id=""sm_bullets""]_SEL","//*[@style=""background-image: url(http://wayback.archive-it.org/all/20220228073033im_/https://entertainment.inquirer.net/files/2022/02/2022-02-20T164857Z_1_LYNXMPEI1J095_RTROPTP_4_FILM-UNCHARTED-1536x1024.jpg);""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" flx-l-overlay "")][1]/a/*[contains(concat("" "", normalize-space(@class), "" ""), "" flx-l-head "")][1]_RELOC",class nameflx-l-head_SEL,"xpath//*[@id=""flx-r-ep""]/div[5]/div/a/div[2]_SEL","//*[@style=""background-image: url(http://wayback.archive-it.org/all/20220228073033im_/https://entertainment.inquirer.net/files/2022/02/09551274-58BC-4999-B58E-CD2CCEA8B230.jpeg);""]_RELOC",class nameflx-leftbox_SEL,"xpath//*[@id=""flx-gl-left""]/div[5]_SEL","//*[@style=""background-image: url(http://wayback.archive-it.org/all/20220228073033im_/https://newsinfo.inquirer.net/files/2021/12/edsa12082021-768x512.png);""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" flx-l-overlay "")][1]/a/*[contains(concat("" "", normalize-space(@class), "" ""), "" flx-m-cat "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" newsinfo_clr "")][1]_RELOC",class namenewsinfo_clr_SEL,"xpath//*[@id=""flx-gl-left""]/div[2]/div/a/div[1]/span_SEL","//*[@id=""fview-parent""]/*[@id=""op-columns-box""][2]//*[@id=""op-byline""]_RELOC",idop-byline_SEL,"xpath//*[@id=""op-byline""]_SEL","//*[@id=""track_sports""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" clrbar "")][1]_RELOC",class nameclrbar_SEL,"xpath//*[@id=""track_sports""]/div[1]_SEL","//*[@id=""fv-ed-box""]_RELOC",idfv-ed-box_SEL,"xpath//*[@id=""fv-ed-box""]_SEL","//*[@id=""track_fb_report""]/div[2]_RELOC","xpath//*[@id=""track_fb_report""]/div[2]_SEL","//*[@style=""background-image: url(http://wayback.archive-it.org/all/20220228073033im_/https://newsinfo.inquirer.net/files/2022/02/isko-willie.png);""]_RELOC","xpath//*[@id=""flx-gl-left""]/div[1]_SEL","//*[@id=""blogo""]_RELOC",idblogo_SEL,"xpath//*[@id=""blogo""]_SEL","//*[@style=""background-image: url(http://wayback.archive-it.org/all/20220228073033im_/https://newsinfo.inquirer.net/files/2022/02/WhatsApp-Image-2022-02-28-at-2.09.17-PM.jpeg);""]_RELOC","xpath//*[@id=""flx-gl-left""]/div[4]_SEL","//*[@style=""background-image: url(http://wayback.archive-it.org/all/20220228073033im_/https://newsinfo.inquirer.net/files/2022/02/000_324486H-768x512.jpg);""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" flx-m-overlay "")][1]/a/*[contains(concat("" "", normalize-space(@class), "" ""), "" flx-m-cat "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" newsinfo_clr "")][1]_RELOC","xpath//*[@id=""flx-gl-mid""]/div[3]/div/a/div[1]/span_SEL"
39,20220504232825,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,16,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
40,20220508232810,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,11,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
41,20220511234943,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,16,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
42,20220516232807,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,8,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
43,20220517232850,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,11,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
44,20220519233001,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,12,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
45,20220521232831,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,10,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
46,20220523232816,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,14,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
47,20220524232825,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,11,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
48,20220525232813,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,13,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
49,20220526232844,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,11,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
50,20220528232829,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,10,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
51,20220530232857,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,13,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
52,20220531232910,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,12,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
53,20220601232850,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,11,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
54,20220602232822,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,1,16,1,1,1,1,0,13,1,0,14,1,0,7,1,1,2,2,1,2,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
55,20220603232834,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,1,16,1,1,1,1,0,13,1,0,14,1,0,7,1,1,2,2,1,2,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
56,20220604232828,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,10,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
57,20220605232819,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,6,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
58,20220607212904,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,1,16,1,1,1,1,0,13,1,0,14,1,0,10,1,1,2,2,1,2,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
59,20220608234229,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,1,16,1,1,1,1,0,13,1,0,14,1,0,10,1,1,2,2,1,2,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
60,20220609122819,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,1,16,1,1,1,1,0,13,1,0,14,1,0,10,1,1,2,2,1,2,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
61,20220611232814,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,12,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
62,20220612232906,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,12,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
63,20220613232932,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,13,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
64,20220615120924,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,11,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
65,20220616202829,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,11,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
66,20220617152837,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,11,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
67,20220618223142,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,8,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
68,20220619232957,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,8,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
69,20220622232818,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,13,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
70,20220623232809,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,12,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
71,20220624233023,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,9,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
72,20220627222816,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,9,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
73,20220628222822,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,9,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
74,20220629172820,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,10,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
75,20220630233714,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,14,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
76,20220701123606,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,14,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
77,20220702070651,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,1,16,1,1,1,1,0,13,1,0,14,1,0,9,1,1,2,2,1,2,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
78,20220703232038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,20220704200634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,20220705225711,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,10,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
81,20220707214256,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,9,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
82,20220710232806,0,4,4,1,1,1,1,1,1,1,1,1,17,1,1,48,1,1,1,0,16,0,1,1,1,0,13,1,0,14,1,0,15,1,1,2,2,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
