,Timestamp,"//*[@data-m=""{""cN"":""Folie 1-Surface Pro 8 anzeigen"",""bhvr"":2,""id"":""nn1m1r1a2"",""sN"":1,""aN"":""m1r1a2""}""]_RELOC","xpath//*[@id=""StoreLocations-HighlightHero-cjfjcfv""]/div/div/div/div/div/button_SEL","//*[@data-m=""{""cN"":""More_Software_Skype_cont"",""cT"":""Container"",""id"":""c5c7c2c1c7c3m1r1a1"",""sN"":5,""aN"":""c7c2c1c7c3m1r1a1""}""]_RELOC",class namejs-nav-menu_SEL,"xpath//*[@id=""uhf-c-nav""]/ul/li/div/ul/li[2]/ul/li[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-w0-contr "")]_RELOC",class namec-w0-contr_SEL,"xpath//*[@id=""uhf-c-nav""]/ul/li/div/ul/li_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-action-trigger "")]_RELOC",class namec-action-trigger_SEL,"xpath//*[@id=""coreui-universalheader-o7z1gqh""]/header/div/div/div/button[2]_SEL","//*[@aria-label=""Windows 365 Cloud-PC kaufen""]/span[1]_RELOC","xpath//*[@id=""coreui-contentplacement-r9h8jv2""]/div[2]/div/div[2]/div[2]/section/a/span_SEL","//*[@id=""coreui-contentplacement-q23hezc""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" m-content-placement "")][1]_RELOC",class namem-content-placement_SEL,"xpath//*[@id=""coreui-contentplacement-q23hezc""]/div[2]_SEL","//*[@id=""coreui-contentplacement-r9h8jv2""]//*[@data-grid=""col-12 stack-3""]/div[1]_RELOC","xpath//*[@id=""coreui-contentplacement-r9h8jv2""]/div[2]/div/div_SEL","//*[@data-m=""{""cN"":""Surface Earbuds kaufen"",""cT"":""Container"",""id"":""c3m1r2a2"",""sN"":3,""aN"":""m1r2a2""}""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-paragraph "")][1]/p[1]_RELOC","xpath//*[@id=""coreui-contentplacement-q23hezc""]/div[2]/div/div[2]/div/section/div/p_SEL","//*[@data-m=""{""cN"":""Pause"",""bhvr"":2,""id"":""nn3m1r1a2"",""sN"":3,""aN"":""m1r1a2""}""]_RELOC",class namec-action-toggle_SEL,"xpath//*[@id=""StoreLocations-HighlightHero-cjfjcfv""]/div/div/div/div/button_SEL","//*[@data-m=""{""cN"":""Windows 365 Cloud-PC kaufen"",""cT"":""Container"",""id"":""c4m1r4a2"",""sN"":4,""aN"":""m1r4a2""}""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-paragraph "")][1]/p[1]_RELOC","xpath//*[@id=""coreui-contentplacement-r9h8jv2""]/div[2]/div/div[2]/div[2]/section/div/p_SEL","//*[@data-m=""{""pid"":""Show additional social media links"",""id"":""nn3m1r5a2"",""sN"":3,""aN"":""m1r5a2""}""]_RELOC",class namec-glyph_SEL,"xpath//*[@id=""coreui-socialfollow-rm1cuuw""]/section/button_SEL","//*[@data-m=""{""cN"":""footerNavColumn6_cont"",""cT"":""Container"",""id"":""c6c1c1m1r1a3"",""sN"":6,""aN"":""c1c1m1r1a3""}""]/ul[1]/li[6]_RELOC","xpath//*[@id=""uhf-footer""]/nav/div[2]/div[3]/ul/li[6]_SEL","//*[@data-m=""{""cN"":""More_DeveloperAndIT_HoloLens2_cont"",""cT"":""Container"",""id"":""c7c11c2c1c7c3m1r1a1"",""sN"":7,""aN"":""c11c2c1c7c3m1r1a1""}""]_RELOC","xpath//*[@id=""uhf-c-nav""]/ul/li/div/ul/li[6]/ul/li[5]_SEL","//*[@id=""primaryR1""]_RELOC",idprimaryR1_SEL,"xpath//*[@id=""primaryR1""]_SEL","//*[@id=""coreui-contentplacement-q23hezc""]//*[@data-grid=""col-12 stack-3""]/div[1]_RELOC","xpath//*[@id=""coreui-contentplacement-q23hezc""]/div[2]/div/div_SEL","//*[@id=""uhf-navspn-shellmenu_33-span""]_RELOC",iduhf-navspn-shellmenu_33-span_SEL,"xpath//*[@id=""uhf-navspn-shellmenu_33-span""]_SEL","//*[@data-m=""{""cT"":""Container"",""id"":""c9c2c1c7c3m1r1a1"",""sN"":9,""aN"":""c2c1c7c3m1r1a1""}""]_RELOC",class namef-sub-menu_SEL,"xpath//*[@id=""uhf-c-nav""]/ul/li/div/ul/li[4]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-uhf-tooltip "")]_RELOC",class namec-uhf-tooltip_SEL,"xpath//*[@id=""search""]/span[2]_SEL","//*[@id=""StoreLocations-HighlightHero-s4mjjsv""]/div[1]_RELOC",class nameherohighlight_SEL,"xpath//*[@id=""StoreLocations-HighlightHero-s4mjjsv""]/div_SEL","//*[@data-m=""{""cN"":""Jetzt kaufen"",""cT"":""0"",""id"":""n1c7m1r1a2"",""sN"":1,""aN"":""c7m1r1a2"",""assetid"":""SSAGPTSS_148790_75953_160_a"",""tags"":{""ms.linkid"":""SSAGPTSS_148790_75953_160_a""}}""]/div[1]_RELOC","xpath//*[@id=""storelocations-highlighthero-cjfjcfv-item-2""]/div/div_SEL"
22,20220211233129,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
23,20220212234302,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
24,20220213235629,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
25,20220214235003,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
26,20220215235955,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
27,20220216235603,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
28,20220217235058,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
29,20220218233346,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
30,20220219233637,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
31,20220220235604,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
32,20220221235952,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
33,20220222233827,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
34,20220223231739,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
35,20220224233907,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
36,20220225233300,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
37,20220226234030,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
38,20220227235715,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,20220228235352,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
40,20220301234959,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
41,20220302234103,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
42,20220303235625,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
43,20220304233745,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
44,20220305235533,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
45,20220306233624,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
46,20220307234500,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
47,20220308234932,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
48,20220309235215,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
49,20220310233820,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
50,20220311234836,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
51,20220312235946,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
52,20220313233522,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
53,20220314234627,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
54,20220315235211,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
55,20220316230301,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
56,20220317235829,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
57,20220318233726,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
58,20220319235742,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
59,20220320235320,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
60,20220321232631,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
61,20220322235907,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
62,20220324234118,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
63,20220325234753,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
64,20220326213514,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
65,20220327235515,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
66,20220328234149,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
67,20220329234813,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
68,20220330232810,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
69,20220331235455,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
70,20220401235336,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
71,20220402233935,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
72,20220403235649,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
73,20220404233108,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
74,20220405225547,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
75,20220406234512,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
76,20220407234009,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
77,20220408231341,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
78,20220409234947,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
79,20220410210713,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
80,20220411222356,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
