,Timestamp,"//*[@style=""background-image: url('http://wayback.archive-it.org/all/20220228073033im_/https://usa.inquirer.net/wp-content/blogs.dir/62/files/2022/02/The-Greater-Fool-Theory-Everything-to-Know-022522-550x275.jpg');""]//*[@id=""buzz-info""]_RELOC",idbuzz-info_SEL,"xpath//*[@id=""buzz-info""]_SEL","//*[@id=""sm_follow_us""]_RELOC",idsm_follow_us_SEL,"xpath//*[@id=""sm_follow_us""]_SEL","//*[@id=""subchannels""]/ul/li[6]_RELOC","xpath//*[@id=""subchannels""]/ul/li[6]_SEL",//footer/section/ul/li[4]/ul/li[10]_RELOC,xpath//html/body/footer/section/ul/li[4]/ul/li[10]_SEL,"//*[@id=""track_radyo""]_RELOC",idtrack_radyo_SEL,class namechbox_SEL,"xpath//*[@id=""track_radyo""]_SEL","//*[@id=""track_inqpop""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" items "")][1]_RELOC",class nameitems_SEL,"xpath//*[@id=""track_inqpop""]/div[3]_SEL","//*[@style=""clear:both;""]_RELOC",xpath//html/body/footer/div_SEL,"//*[@id=""track_fb_report""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" acc_ch "")][1]_RELOC",class nameacc_ch_SEL,"xpath//*[@id=""track_fb_report""]/div[7]_SEL","//*[@id=""sm_bullets""]_RELOC",idsm_bullets_SEL,"xpath//*[@id=""sm_bullets""]_SEL","//*[@style=""background-image: url(http://wayback.archive-it.org/all/20220228073033im_/https://entertainment.inquirer.net/files/2022/02/2022-02-20T164857Z_1_LYNXMPEI1J095_RTROPTP_4_FILM-UNCHARTED-1536x1024.jpg);""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" flx-l-overlay "")][1]/a/*[contains(concat("" "", normalize-space(@class), "" ""), "" flx-l-head "")][1]_RELOC",class nameflx-l-head_SEL,"xpath//*[@id=""flx-r-ep""]/div[5]/div/a/div[2]_SEL","//*[@style=""background-image: url(http://wayback.archive-it.org/all/20220228073033im_/https://entertainment.inquirer.net/files/2022/02/09551274-58BC-4999-B58E-CD2CCEA8B230.jpeg);""]_RELOC",class nameflx-leftbox_SEL,"xpath//*[@id=""flx-gl-left""]/div[5]_SEL","//*[@style=""background-image: url(http://wayback.archive-it.org/all/20220228073033im_/https://newsinfo.inquirer.net/files/2021/12/edsa12082021-768x512.png);""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" flx-l-overlay "")][1]/a/*[contains(concat("" "", normalize-space(@class), "" ""), "" flx-m-cat "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" newsinfo_clr "")][1]_RELOC",class namenewsinfo_clr_SEL,"xpath//*[@id=""flx-gl-left""]/div[2]/div/a/div[1]/span_SEL","//*[@id=""fview-parent""]/*[@id=""op-columns-box""][2]//*[@id=""op-byline""]_RELOC",idop-byline_SEL,"xpath//*[@id=""op-byline""]_SEL","//*[@id=""track_sports""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" clrbar "")][1]_RELOC",class nameclrbar_SEL,"xpath//*[@id=""track_sports""]/div[1]_SEL","//*[@id=""fv-ed-box""]_RELOC",idfv-ed-box_SEL,"xpath//*[@id=""fv-ed-box""]_SEL","//*[@id=""track_fb_report""]/div[2]_RELOC","xpath//*[@id=""track_fb_report""]/div[2]_SEL","//*[@style=""background-image: url(http://wayback.archive-it.org/all/20220228073033im_/https://newsinfo.inquirer.net/files/2022/02/isko-willie.png);""]_RELOC","xpath//*[@id=""flx-gl-left""]/div[1]_SEL","//*[@id=""blogo""]_RELOC",idblogo_SEL,"xpath//*[@id=""blogo""]_SEL","//*[@style=""background-image: url(http://wayback.archive-it.org/all/20220228073033im_/https://newsinfo.inquirer.net/files/2022/02/WhatsApp-Image-2022-02-28-at-2.09.17-PM.jpeg);""]_RELOC","xpath//*[@id=""flx-gl-left""]/div[4]_SEL","//*[@style=""background-image: url(http://wayback.archive-it.org/all/20220228073033im_/https://newsinfo.inquirer.net/files/2022/02/000_324486H-768x512.jpg);""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" flx-m-overlay "")][1]/a/*[contains(concat("" "", normalize-space(@class), "" ""), "" flx-m-cat "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" newsinfo_clr "")][1]_RELOC","xpath//*[@id=""flx-gl-mid""]/div[3]/div/a/div[1]/span_SEL"
18,20220401233106,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
19,20220402232922,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
20,20220404233341,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True
21,20220405233519,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True
22,20220406235359,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True
23,20220410235903,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
24,20220411233348,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
25,20220412232819,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True
26,20220413233353,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
27,20220414232844,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
28,20220417232812,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True
29,20220418232815,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
30,20220420180540,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
31,20220421230841,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
32,20220423232823,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
33,20220424232850,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
34,20220425232811,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
35,20220426232831,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True
36,20220427232948,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True
37,20220428233515,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
38,20220502233108,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True
39,20220504232825,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
40,20220508232810,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
41,20220511234943,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
42,20220516232807,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
43,20220517232850,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
44,20220519233001,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
45,20220521232831,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
46,20220523232816,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
47,20220524232825,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
48,20220525232813,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
49,20220526232844,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
50,20220528232829,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
51,20220530232857,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
52,20220531232910,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
53,20220601232850,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
54,20220602232822,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True
55,20220603232834,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True
56,20220604232828,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
57,20220605232819,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
58,20220607212904,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True
59,20220608234229,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True
60,20220609122819,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True
61,20220611232814,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
62,20220612232906,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
63,20220613232932,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
64,20220615120924,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
65,20220616202829,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
66,20220617152837,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
67,20220618223142,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
68,20220619232957,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
69,20220622232818,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
70,20220623232809,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
71,20220624233023,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
72,20220627222816,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
73,20220628222822,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
74,20220629172820,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
75,20220630233714,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
76,20220701123606,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
77,20220702070651,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True
78,20220703232038,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,20220704200634,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,20220705225711,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
81,20220707214256,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
82,20220710232806,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True
