,Timestamp,"//*[@data-chathost=""daffodilnicki""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_bage"")][1]_RELOC",class namelst_bage_SEL,"xpath//*[@id=""mls_models""]/div/div[16]/a/span[4]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" mls_models"")]/div[22]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_info"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lsti_box"")][1]_RELOC",class namelsti_box_SEL,"xpath//*[@id=""mls_models""]/div/div[22]/div/div[2]_SEL","//*[@data-chathost=""BugaGirls""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_bage"")][1]_RELOC","xpath//*[@id=""mls_models""]/div/div[9]/a/span[4]_SEL","//footer[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" footer_inner"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" footer_column"")][4]/*[contains(concat("" "", normalize-space(@class), "" ""), "" footer_title"")][1]_RELOC",class namefooter_title_SEL,xpath//html/body/div/footer/div/div[4]/p_SEL,"//*[@data-chathost=""OlgaSaphire""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_bage"")][1]_RELOC","xpath//*[@id=""mls_models""]/div/div[50]/a/span[5]_SEL","//*[@data-chathost=""ERIKATHEDOLL1""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_bage"")][1]_RELOC","xpath//*[@id=""mls_models""]/div/div[65]/a/span[5]_SEL","//*[@data-chathost=""Erika-Foxy""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_bage"")][1]_RELOC","xpath//*[@id=""mls_models""]/div/div[51]/a/span[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" mls_models"")]/div[11]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_info"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lsti_box"")][1]_RELOC","xpath//*[@id=""mls_models""]/div/div[11]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" login"")]_RELOC",class namelogin_SEL,idheader_login_SEL,"xpath//*[@id=""header_login""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" mls_models"")]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_info"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lsti_box"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lsts_item"")][1]_RELOC",class namelsts_item_SEL,"xpath//*[@id=""mls_models""]/div/div/div/div[2]/div_SEL","//*[@data-chathost=""CindyRoss""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_bage"")][1]_RELOC","xpath//*[@id=""mls_models""]/div/div[14]/a/span[5]_SEL","//*[@data-chathost=""Secret-Girl""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_bage"")][1]_RELOC","xpath//*[@id=""mls_models""]/div/div[12]/a/span[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" mls_models"")]/div[20]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_info"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lsti_box"")][1]_RELOC","xpath//*[@id=""mls_models""]/div/div[20]/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" mls_models"")]/div[72]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_tags"")][1]_RELOC",class namelst_tags_SEL,"xpath//*[@id=""mls_models""]/div/div[72]/div[2]_SEL","//footer[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" footer_inner"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" footer_column"")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" footer_list"")][1]/li[7]_RELOC",xpath//html/body/div/footer/div/div[2]/ul/li[7]_SEL,"//*[@data-type=""male""]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ltip_inner"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ltip_item"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ltip_text"")][1]_RELOC",class nameltip_text_SEL,xpath//html/body/div/div[6]/div/div/div/div/div/ul/li[4]/div/div/div/span[2]_SEL,"//*[@title=""Telegram""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" footer_sn_icon"")][1]_RELOC",class namefooter_sn_icon_SEL,xpath//html/body/div/footer/div/div[4]/a[4]/span_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" mls_models"")]/div[17]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_info"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lsti_box"")][1]_RELOC","xpath//*[@id=""mls_models""]/div/div[17]/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" mls_models"")]/div[3]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_info"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lsti_box"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lsts_item"")][1]_RELOC","xpath//*[@id=""mls_models""]/div/div[3]/div/div[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" mls_models"")]/div[63]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_topic"")][2]_RELOC",class namelst_topic_SEL,"xpath//*[@id=""mls_models""]/div/div[63]/div[3]_SEL"
25,20220201232006,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
26,20220202225430,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
27,20220203010125,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
28,20220208191034,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
29,20220209151943,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
30,20220210041110,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
31,20220212212125,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
32,20220215202820,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
33,20220216054415,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,True,False,False,True
34,20220217123246,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
35,20220218143841,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
36,20220221180153,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
37,20220222210256,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
38,20220223083155,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,True,False,False,True
39,20220225101305,False,False,True,True,False,True,False,True,True,False,True,False,True,False,False,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
40,20220227193352,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
41,20220228070836,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
42,20220301215642,False,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
43,20220302133631,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
44,20220303070858,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
45,20220304052220,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
46,20220305045024,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
47,20220306104105,False,False,True,True,False,True,False,True,True,False,True,False,True,False,False,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
48,20220307094941,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
49,20220308221539,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
50,20220309163837,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
51,20220310174149,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,True,False,False,True
52,20220312082154,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
53,20220315055148,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
54,20220317175549,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
55,20220318230310,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
56,20220319054108,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
57,20220320035015,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
58,20220321201701,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
59,20220324101044,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
60,20220325235247,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
61,20220326052931,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
62,20220327101247,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,True,False,False,True
63,20220328041508,False,False,True,True,False,True,False,True,True,False,True,False,True,False,False,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
64,20220329045506,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
65,20220331123201,False,False,True,True,False,True,False,True,True,False,True,False,True,False,False,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,True,False,False,True
66,20220401211935,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
67,20220402062914,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
68,20220403160915,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
69,20220404113018,False,False,True,True,False,True,False,True,True,False,True,False,True,False,False,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
70,20220405044520,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
71,20220407043817,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,True,False,False,True
72,20220408214010,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
73,20220409111945,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,True,False,False,True
74,20220410065509,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
75,20220411132436,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
76,20220412233139,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
77,20220414160104,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
78,20220415054307,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True
