,Timestamp,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios"")][1]/li[7]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Capi"")][1]_RELOC",class nameCapi_SEL,xpath//html/body/div[3]/div/div/div/main/ul/li[7]/a/span[2]_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios"")][1]/li[4]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul/li[4]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListSdbr"")]/li[13]_RELOC",xpath//html/body/div[3]/div/div/div/aside/div/div[2]/ul/li[13]_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes"")][2]/li[16]/article[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description"")][1]_RELOC",class nameDescription_SEL,xpath//html/body/div[3]/div/div/div/main/ul[2]/li[16]/article/div_SEL,"//*[@action=""/web/20210923001636/http://animeflv.net/auth/sign_in""]/a[1]/span[1]_RELOC",class namefa-facebook_SEL,xpath//html/body/div[3]/header/div/div/div/div[2]/nav/div[2]/div/form/a/span_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListSdbr"")]/li[21]_RELOC",xpath//html/body/div[3]/div/div/div/aside/div/div[2]/ul/li[21]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListSdbr"")]/li[28]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Type"")][1]_RELOC",class nameType_SEL,xpath//html/body/div[3]/div/div/div/aside/div/div[2]/ul/li[28]/a/span_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListSdbr"")]/li[15]_RELOC",xpath//html/body/div[3]/div/div/div/aside/div/div[2]/ul/li[15]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListSdbr"")]/li[19]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Type"")][1]_RELOC",xpath//html/body/div[3]/div/div/div/aside/div/div[2]/ul/li[19]/a/span_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios"")][1]/li[2]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Capi"")][1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul/li[2]/a/span[2]_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes"")][2]/li[11]/article[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Title"")][1]_RELOC",class nameTitle_SEL,xpath//html/body/div[3]/div/div/div/main/ul[2]/li[11]/article/div/div_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes"")][2]/li[23]/article[1]/a[1]/span[1]/span[1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[23]/article/a/span/span_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios"")][1]/li[1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul/li_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes"")][2]/li[19]/article[1]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Estreno"")][1]_RELOC",class nameEstreno_SEL,xpath//html/body/div[3]/div/div/div/main/ul[2]/li[19]/article/a/span_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes"")][2]/li[12]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[12]_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes"")][2]/li[3]/article[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description"")][1]/p[2]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[3]/article/div/p[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" Search"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" DpdwCnt"")][1]_RELOC",class nameDpdwCnt_SEL,xpath//html/body/div[3]/header/div/div/div/div[2]/nav/div/div_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios"")][1]/li[20]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Capi"")][1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul/li[20]/a/span[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" Search"")]_RELOC",class nameSearch_SEL,xpath//html/body/div[3]/header/div/div/div/div[2]/nav/div_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes"")][2]/li[14]/article[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description"")][1]/p[1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[14]/article/div/p_SEL
23,20211104200958,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
24,20211105030810,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
25,20211106094504,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,20211107004346,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
27,20211109063117,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
28,20211110074154,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
29,20211113083524,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
30,20211114043308,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
31,20211115230039,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
32,20211117224925,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
33,20211122215914,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
34,20211123165614,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
35,20211124133258,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
36,20211126122353,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
37,20211128000903,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
38,20211129030420,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
39,20211130145158,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
40,20211201234847,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
41,20211203154921,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
42,20211205233813,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
43,20211206161650,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
44,20211208022224,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
45,20211210235511,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
46,20211213233146,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
47,20211215213043,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
48,20211216014226,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
49,20211218002859,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
50,20211219014300,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
51,20211221050315,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
52,20211223181221,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,True,True,True,False,False,False
53,20211225231031,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,True,True,True,False,False,False
54,20211228090727,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,True,True,True,False,False,False
55,20211229045620,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,True,True,True,False,False,False
56,20211231044513,True,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,True,True,True,False,False,False
57,20220101145030,True,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
58,20220104022720,True,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
59,20220105192123,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,True,True,True,False,False,False
60,20220106075737,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,True,True,True,False,False,False
61,20220108070818,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,True,True,True,False,False,False
62,20220109220228,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
63,20220110182048,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
64,20220111163126,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
65,20220112195612,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
66,20220113235643,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
67,20220114022547,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
68,20220115064341,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
69,20220116230827,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
70,20220117184413,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
71,20220118210202,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
72,20220119201550,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
73,20220121211854,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
74,20220122172117,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
75,20220123183853,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
76,20220124193406,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
77,20220125182732,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
78,20220127222002,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
79,20220128184115,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
80,20220129180153,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
81,20220130055111,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
82,20220131215705,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
83,20220201184410,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
84,20220202210637,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
85,20220204153500,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
86,20220205203302,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False
