,Timestamp,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios"")][1]/li[7]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Capi"")][1]_RELOC",class nameCapi_SEL,xpath//html/body/div[3]/div/div/div/main/ul/li[7]/a/span[2]_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios"")][1]/li[4]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul/li[4]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListSdbr"")]/li[13]_RELOC",xpath//html/body/div[3]/div/div/div/aside/div/div[2]/ul/li[13]_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes"")][2]/li[16]/article[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description"")][1]_RELOC",class nameDescription_SEL,xpath//html/body/div[3]/div/div/div/main/ul[2]/li[16]/article/div_SEL,"//*[@action=""/web/20210923001636/http://animeflv.net/auth/sign_in""]/a[1]/span[1]_RELOC",class namefa-facebook_SEL,xpath//html/body/div[3]/header/div/div/div/div[2]/nav/div[2]/div/form/a/span_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListSdbr"")]/li[21]_RELOC",xpath//html/body/div[3]/div/div/div/aside/div/div[2]/ul/li[21]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListSdbr"")]/li[28]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Type"")][1]_RELOC",class nameType_SEL,xpath//html/body/div[3]/div/div/div/aside/div/div[2]/ul/li[28]/a/span_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListSdbr"")]/li[15]_RELOC",xpath//html/body/div[3]/div/div/div/aside/div/div[2]/ul/li[15]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListSdbr"")]/li[19]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Type"")][1]_RELOC",xpath//html/body/div[3]/div/div/div/aside/div/div[2]/ul/li[19]/a/span_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios"")][1]/li[2]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Capi"")][1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul/li[2]/a/span[2]_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes"")][2]/li[11]/article[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Title"")][1]_RELOC",class nameTitle_SEL,xpath//html/body/div[3]/div/div/div/main/ul[2]/li[11]/article/div/div_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes"")][2]/li[23]/article[1]/a[1]/span[1]/span[1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[23]/article/a/span/span_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios"")][1]/li[1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul/li_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes"")][2]/li[19]/article[1]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Estreno"")][1]_RELOC",class nameEstreno_SEL,xpath//html/body/div[3]/div/div/div/main/ul[2]/li[19]/article/a/span_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes"")][2]/li[12]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[12]_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes"")][2]/li[3]/article[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description"")][1]/p[2]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[3]/article/div/p[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" Search"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" DpdwCnt"")][1]_RELOC",class nameDpdwCnt_SEL,xpath//html/body/div[3]/header/div/div/div/div[2]/nav/div/div_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios"")][1]/li[20]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Capi"")][1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul/li[20]/a/span[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" Search"")]_RELOC",class nameSearch_SEL,xpath//html/body/div[3]/header/div/div/div/div[2]/nav/div_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes"")][2]/li[14]/article[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description"")][1]/p[1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[14]/article/div/p_SEL
23,20211104200958,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,96,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
24,20211105030810,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,96,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
25,20211106094504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,20211107004346,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,96,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
27,20211109063117,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,96,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
28,20211110074154,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,96,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
29,20211113083524,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,96,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
30,20211114043308,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,96,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
31,20211115230039,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,96,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
32,20211117224925,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,96,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
33,20211122215914,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,96,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
34,20211123165614,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,96,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
35,20211124133258,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,96,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
36,20211126122353,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
37,20211128000903,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
38,20211129030420,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
39,20211130145158,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,94,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
40,20211201234847,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,94,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
41,20211203154921,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,92,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
42,20211205233813,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,93,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
43,20211206161650,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,93,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
44,20211208022224,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,93,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
45,20211210235511,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
46,20211213233146,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
47,20211215213043,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
48,20211216014226,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
49,20211218002859,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,87,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
50,20211219014300,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,85,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
51,20211221050315,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,79,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
52,20211223181221,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,72,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,17,0,0,1,0,1,1,2,2,1,1,1,1,2,0,2
53,20211225231031,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,67,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,13,0,0,1,0,1,1,2,2,1,1,1,1,2,0,2
54,20211228090727,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,0,63,0,1,1,1,1,1,1,0,71,1,0,1,1,44,0,11,0,0,1,0,1,1,2,2,1,1,1,1,2,0,2
55,20211229045620,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,0,61,0,1,1,1,1,1,1,0,71,1,0,1,1,44,0,9,0,0,1,0,1,1,2,2,1,1,1,1,2,0,2
56,20211231044513,1,20,1,1,2,1,1,0,24,1,0,4,1,0,0,0,59,0,1,1,1,1,1,1,0,71,1,0,0,1,44,0,8,0,0,1,0,1,1,2,2,1,1,1,1,2,0,2
57,20220101145030,1,20,1,1,2,1,1,0,24,1,0,4,1,0,0,0,57,0,1,1,1,1,1,1,0,71,1,0,0,1,44,0,8,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
58,20220104022720,1,20,1,1,2,1,1,0,24,1,0,4,1,0,0,0,56,0,1,1,1,1,1,1,0,71,1,0,0,1,44,0,7,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
59,20220105192123,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,0,60,0,1,1,1,1,1,1,0,71,1,0,1,1,44,0,11,0,0,1,0,1,1,2,2,1,1,1,1,2,0,2
60,20220106075737,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,0,60,0,1,1,1,1,1,1,0,71,1,0,1,1,44,0,11,0,0,1,0,1,1,2,2,1,1,1,1,2,0,2
61,20220108070818,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,66,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,16,0,0,1,0,1,1,2,2,1,1,1,1,2,0,2
62,20220109220228,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,76,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
63,20220110182048,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,83,1,1,1,1,1,1,1,0,71,1,0,0,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
64,20220111163126,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,86,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
65,20220112195612,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,92,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
66,20220113235643,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,93,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
67,20220114022547,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,93,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
68,20220115064341,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,94,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
69,20220116230827,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,94,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
70,20220117184413,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,94,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
71,20220118210202,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,94,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
72,20220119201550,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,94,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
73,20220121211854,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,94,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
74,20220122172117,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,94,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
75,20220123183853,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,93,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
76,20220124193406,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,93,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
77,20220125182732,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,93,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
78,20220127222002,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,93,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
79,20220128184115,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,93,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
80,20220129180153,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,93,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
81,20220130055111,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,94,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
82,20220131215705,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,94,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
83,20220201184410,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,94,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
84,20220202210637,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,94,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
85,20220204153500,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,94,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
86,20220205203302,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,94,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
