,Timestamp,"//*[@data-tb-region=""mainpage_block_10""]/div[1]/div[1]_RELOC",class namearticle-card_SEL,xpath//html/body/div/div[3]/div[4]/div/section/div/div[7]/div/div/div/div_SEL,"//*[@onclick=""window.location.href='/news/548376-cnn-tapper-biden-enemies/'""]_RELOC",class namearticle-card__title_SEL,xpath//html/body/div/div[3]/div[4]/div/section/div/div[6]/div/div[3]/div/div[2]_SEL,"//*[@data-tb-region=""mainpage_block_08""]/div[3]_RELOC",class namearticle-widget__inner_SEL,xpath//html/body/div/div[3]/div[4]/div/section/div/div[7]/div/div[2]/div[3]_SEL,"//*[@data-tb-region=""mainpage_block_11""]/div[1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" article-card__cover "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" media "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" media__image "")][1]_RELOC",class namemedia__image_SEL,xpath//html/body/div/div[3]/div[4]/div/section/div/div[6]/div/div/div/div/div/div_SEL,"//*[@onclick=""window.location.href='/pop-culture/548330-south-park-matt-damon/'""]_RELOC",xpath//html/body/div/div[3]/div[4]/div/section/div/div[9]/div/div[2]/div/div[2]_SEL,"//*[@onclick=""window.location.href='/news/548369-astronomers-anti-satellite-initiative/'""]_RELOC",xpath//html/body/div/div[3]/div[4]/div/section[2]/div/div[4]/div/div/div/div[7]/div/div[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" js-listing__list "")]/div[1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" article-card__cover "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" media "")][1]_RELOC",class namemedia_SEL,xpath//html/body/div/div[3]/div[4]/div/section[2]/div/div[4]/div/div/div/div/div/div/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" layout "")]_RELOC",class namelayout_SEL,xpath//html/body/div_SEL,"//*[@data-tb-region=""mainpage_block_11""]/div[2]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" article-card__cover "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" media "")][1]_RELOC",xpath//html/body/div/div[3]/div[4]/div/section/div/div[6]/div/div[2]/div/div/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" header__langs "")]_RELOC",class nameheader__langs_SEL,"xpath//*[@id=""header""]/div/div/div_SEL","//*[@data-tb-region=""mainpage_block_15""]_RELOC",class nameSection-container_SEL,xpath//html/body/div/div[3]/div[4]/div/section[2]/div/div[2]/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" alternative-links__link "")]_RELOC",class namealternative-links__link_SEL,"xpath//*[@id=""header""]/div/div/div[5]/div/a/div_SEL","//*[@data-tb-region=""mainpage_block_08""]/div[1]/div[1]_RELOC",xpath//html/body/div/div[3]/div[4]/div/section/div/div[7]/div/div[2]/div/div_SEL,"//*[@data-tb-region=""mainpage_block_02""]_RELOC",xpath//html/body/div/div[3]/div[4]/div/section/div/div[3]/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" js-listing__list "")]/div[3]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" article-card__cover "")][1]_RELOC",class namearticle-card__cover_SEL,xpath//html/body/div/div[3]/div[4]/div/section[2]/div/div[4]/div/div/div/div[3]/div/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" header__line "")]_RELOC",class nameheader__line_SEL,"xpath//*[@id=""header""]/div[2]/div/div[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" main-promobox__list "")]/li[3]/*[contains(concat("" "", normalize-space(@class), "" ""), "" main-promobox__cover "")][1]_RELOC",class namemain-promobox__cover_SEL,xpath//html/body/div/div[3]/div[4]/div/section/div/div/div/div/ul/li[3]/div[2]_SEL,"//*[@data-tb-region=""mainpage_block_21""]/div[1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" article-card__cover "")][1]_RELOC",xpath//html/body/div/div[3]/div[4]/div/section/div/div[9]/div[2]/div/div/div/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" Grid-is3to4-sm_is2to3-xs_is1to1 "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" main-banners "")][3]_RELOC",class namemain-banners_SEL,xpath//html/body/div/div[3]/div[4]/div/section/div/div[4]_SEL,"//*[@onclick=""window.location.href='/business/548289-nike-sues-virtual-shoes/'""]_RELOC",xpath//html/body/div/div[3]/div[4]/div/section[2]/div/div/div/div[2]/div[3]/div/div_SEL
42,20220318230340,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
43,20220319235735,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
44,20220320234220,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
45,20220321235413,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
46,20220322234725,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
47,20220323235421,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,20220324233052,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
49,20220325235349,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
50,20220326234955,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
51,20220327235112,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,20220328235951,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
53,20220329232143,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
54,20220330235852,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
55,20220331235500,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
56,20220401233620,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
57,20220402235219,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
58,20220403235654,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
59,20220404232715,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
60,20220405235213,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
61,20220406235423,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
62,20220407235243,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
63,20220408235348,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
64,20220409235000,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
65,20220410235508,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
66,20220411235421,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
67,20220412233655,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
68,20220413235244,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
69,20220414235344,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
70,20220415235135,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
71,20220416235647,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
72,20220417235726,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
73,20220418235415,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
74,20220419234950,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
75,20220420235323,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
76,20220421234705,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
77,20220422235123,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
78,20220423235208,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
79,20220424235053,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
80,20220425235153,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
81,20220426235000,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
