,Timestamp,"//*[@id=""base-container""]_RELOC",idbase-container_SEL,class namepalette--trueBlue_SEL,"xpath//*[@id=""base-container""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" TwoER "")]_RELOC",class nameTwoER_SEL,"xpath//*[@id=""base-container""]/div[2]/div[2]/div/div[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" p4DiZ "")]/div[2]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[3]/div/div/div/div[2]_SEL",//*input_RELOC,nameq_SEL,class nameNaqPB_SEL,"xpath//*[@id=""base-container""]/div[2]/div/header/div/div[2]/span/span/form/div/input_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" Tuzss "")]_RELOC",class nameTRX6J_SEL,"xpath//*[@id=""base-container""]/div[2]/div[2]/div/div[2]/button_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nXAVF "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aZTpT "")][20]_RELOC",class nameaZTpT_SEL,"xpath//*[@id=""base-container""]/div[2]/div[2]/div/div/div[2]/div/span[20]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nXAVF "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aZTpT "")][10]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[2]/div/div/div[2]/div/span[10]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nXAVF "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aZTpT "")][14]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[2]/div/div/div[2]/div/span[14]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nXAVF "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aZTpT "")][7]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[2]/div/div/div[2]/div/span[7]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" vBp1h "")]/*[@data-testid=""controlled-popover-wrapper""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" BPf9u "")][1]_RELOC",class nameBPf9u_SEL,"xpath//*[@id=""base-container""]/div[2]/div[3]/div/div/div/div/div/span/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" D5eCV "")]_RELOC",class nameD5eCV_SEL,"xpath//*[@id=""base-container""]/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" TopeC "")]_RELOC",class nameTopeC_SEL,"xpath//*[@id=""base-container""]/div[2]/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PbqCW "")]_RELOC",class namePbqCW_SEL,"xpath//*[@id=""base-container""]/div[2]/div[3]/div[2]/aside/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nXAVF "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aZTpT "")][16]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[2]/div/div/div[2]/div/span[16]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PbqCW "")]//*[@aria-busy=""true""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" OpTfa "")][1]_RELOC",class nameOpTfa_SEL,"xpath//*[@id=""base-container""]/div[2]/div[3]/div[2]/aside/div/div/div/div/div_SEL","//*[@style=""min-height:calc(100vh - 55px + 1px)""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" gfrwY "")][1]_RELOC",class namegfrwY_SEL,"xpath//*[@id=""base-container""]/div[2]/div[3]/div/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" vBp1h "")]/*[@data-testid=""controlled-popover-wrapper""][1]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[3]/div/div/div/div/div/span_SEL","//*[@style=""min-height:calc(100vh - 55px + 1px)""]//*[@aria-busy=""true""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" OpTfa "")][2]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[3]/div/div/div[2]/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" hhVNo "")]_RELOC",class namehhVNo_SEL,"xpath//*[@id=""base-container""]/div[2]/div[2]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" hlDot "")]_RELOC",class namehlDot_SEL,"xpath//*[@id=""base-container""]/div[2]/div_SEL"
38,20220706233919,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
39,20220707234132,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
40,20220708235704,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
41,20220709235046,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
42,20220710234321,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
43,20220711230434,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
44,20220712234427,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
45,20220713235245,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
46,20220714230040,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
47,20220715232137,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
48,20220716234218,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
49,20220717232443,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
50,20220718235020,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
51,20220719230822,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
52,20220720223556,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
53,20220721232811,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
54,20220722235357,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
55,20220723234642,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
56,20220724234434,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
57,20220725230415,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
58,20220726235434,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
59,20220727224617,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
60,20220728233113,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
61,20220729233803,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
62,20220730230043,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
63,20220731233033,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
64,20220801234727,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
65,20220802235351,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
66,20220803234415,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
67,20220804234942,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
68,20220805235254,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
69,20220806235123,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
70,20220807232332,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
71,20220808231831,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
72,20220809232427,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
73,20220810235539,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
74,20220811223042,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
75,20220812234506,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
76,20220813234354,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
77,20220814233340,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
78,20220815235752,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
79,20220816215937,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
80,20220817234615,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
