,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" fxg-content-wrapper "")]/div[2]/div[1]/div[5]/div[1]/div[2]/div[1]/div[1]/input[1]_RELOC",idfxg-externalIconPath_SEL,"xpath//*[@id=""fxg-externalIconPath""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" fxg-content-wrapper "")]/div[2]/div[1]/div[5]/div[1]/div[1]/div[5]/div[1]_RELOC",class namelink_SEL,xpath//html/body/div[2]/div[2]/div/div[5]/div/div/div[5]/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" fxg-content-wrapper "")]/div[2]/div[7]/div[2]/div[1]/div[1]/div[1]/div[1]/p[1]_RELOC",xpath//html/body/div[2]/div[2]/div[7]/div[2]/div/div/div/div/p_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" fxg-content-wrapper "")]/div[2]/div[2]/div[2]/div[1]_RELOC",class namerow_SEL,xpath//html/body/div[2]/div[2]/div[2]/div[2]/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" fxg-content-wrapper "")]/div[2]/div[3]/div[2]/div[1]/div[3]_RELOC",class namefxg-col_SEL,xpath//html/body/div[2]/div[2]/div[3]/div[2]/div/div[3]_SEL,"//*[@id=""follow-fedex""]_RELOC",class namefxg-title_SEL,idfollow-fedex_SEL,"xpath//*[@id=""follow-fedex""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" fxg-content-wrapper "")]/div[2]/div[6]/div[2]/div[1]/div[1]/div[1]/div[1]/p[2]_RELOC",xpath//html/body/div[2]/div[2]/div[6]/div[2]/div/div/div/div/p[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" fxg-content-wrapper "")]/div[2]/div[9]/div[2]/div[1]/div[2]/div[1]/div[1]/p[3]_RELOC",xpath//html/body/div[2]/div[2]/div[9]/div[2]/div/div[2]/div/div/p[3]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" fxg-content-wrapper "")]/div[2]/div[2]/div[2]/div[1]/div[3]/div[1]/div[1]/p[13]_RELOC",xpath//html/body/div[2]/div[2]/div[2]/div[2]/div/div[3]/div/div/p[13]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" fxg-content-wrapper "")]/div[2]/div[3]/div[4]/div[1]_RELOC",xpath//html/body/div[2]/div[2]/div[3]/div[4]/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" fxg-content-wrapper "")]/div[2]/div[3]/div[2]/div[1]/div[3]/div[1]/div[1]/p[4]_RELOC",xpath//html/body/div[2]/div[2]/div[3]/div[2]/div/div[3]/div/div/p[4]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" fxg-content-wrapper "")]/div[2]/div[7]/div[2]/div[1]/div[1]/div[1]/div[1]/p[2]_RELOC",xpath//html/body/div[2]/div[2]/div[7]/div[2]/div/div/div/div/p[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" fxg-content-wrapper "")]/div[2]/div[5]/div[2]/div[1]/div[3]/div[1]_RELOC",class namerichtext_SEL,xpath//html/body/div[2]/div[2]/div[5]/div[2]/div/div[3]/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" fxg-content-wrapper "")]/div[2]/div[3]_RELOC",class namefxg-wrapper_SEL,xpath//html/body/div[2]/div[2]/div[3]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" fxg-content-wrapper "")]/div[2]/div[3]/div[2]/div[1]/div[2]/div[1]/div[1]/p[8]_RELOC",xpath//html/body/div[2]/div[2]/div[3]/div[2]/div/div[2]/div/div/p[8]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" fxg-content-wrapper "")]/div[2]/div[4]/div[2]/div[1]/div[2]/div[1]/div[1]/p[4]_RELOC",xpath//html/body/div[2]/div[2]/div[4]/div[2]/div/div[2]/div/div/p[4]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" fxg-content-wrapper "")]/div[2]/div[2]/div[2]/div[1]/div[2]_RELOC",xpath//html/body/div[2]/div[2]/div[2]/div[2]/div/div[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" fxg-content-wrapper "")]/div[2]/div[2]/div[2]/div[1]/div[2]/div[1]/div[1]/p[14]_RELOC",xpath//html/body/div[2]/div[2]/div[2]/div[2]/div/div[2]/div/div/p[14]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" fxg-content-wrapper "")]/div[2]/div[3]/div[2]/div[1]/div[2]/div[1]/div[1]/p[3]_RELOC",xpath//html/body/div[2]/div[2]/div[3]/div[2]/div/div[2]/div/div/p[3]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" fxg-content-wrapper "")]/div[2]/div[8]/div[2]/div[1]/div[1]/div[1]/div[1]_RELOC",class namefxg-rte_SEL,xpath//html/body/div[2]/div[2]/div[8]/div[2]/div/div/div/div_SEL
23,20220325213410,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,20220326115139,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
25,20220327180820,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
26,20220328180214,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
27,20220329202458,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
28,20220330221526,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
29,20220331234743,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
30,20220401230448,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
31,20220402154555,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
32,20220403203833,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
33,20220404222458,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
34,20220405193209,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
35,20220406211648,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
36,20220407071737,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
37,20220408131715,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
38,20220409204512,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
39,20220410094853,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
40,20220411221042,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
41,20220412163443,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
42,20220413154936,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
43,20220414183621,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
44,20220415074149,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
45,20220416123701,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
46,20220417200051,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
47,20220418134524,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
48,20220419195930,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
49,20220420231421,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
50,20220421213615,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
51,20220422223400,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
52,20220423195203,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
53,20220424230117,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
54,20220425234324,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
55,20220426102632,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
56,20220427214546,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
57,20220428180507,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
58,20220429021535,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
59,20220430230531,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
60,20220502162248,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
61,20220503120459,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,20220504104125,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
63,20220505194803,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
64,20220506221721,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
65,20220507152346,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
66,20220508144043,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
67,20220509212832,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
68,20220512202516,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
69,20220513111742,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
70,20220514150629,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
71,20220515161036,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,20220516220740,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,20220517154428,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
74,20220518183940,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
75,20220519222159,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
76,20220520190642,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
77,20220521082249,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
78,20220522230545,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
79,20220523210524,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
80,20220524192322,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
81,20220525103621,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
82,20220526184427,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
83,20220527223636,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
