,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" content "")]_RELOC",class namecontent_SEL,"xpath//*[@id=""left""]/div[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" popular-films "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" box "")][1]_RELOC",class namebox_SEL,"xpath//*[@id=""left""]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" content "")]/ul[1]/li[9]/*[contains(concat("" "", normalize-space(@class), "" ""), "" name "")][1]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" language "")][1]_RELOC",class namelanguage_SEL,"xpath//*[@id=""left""]/div[2]/div/ul/li[9]/div/a/span_SEL","//*[@id=""sidebar-left""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" banner "")][1]_RELOC",class namebanner_SEL,"xpath//*[@id=""sidebar-left""]/div_SEL","//*[@id=""sidebar-left""]_RELOC",idsidebar-left_SEL,"xpath//*[@id=""sidebar-left""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" popular-films "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" box "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details "")][1]/li[1]/ul[1]/li[3]/*[contains(concat("" "", normalize-space(@class), "" ""), "" name "")][1]_RELOC",class namename_SEL,"xpath//*[@id=""left""]/div/div[3]/ul/li/ul/li[3]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" main "")]/ul[1]/li[2]_RELOC",xpath//html/body/header/nav[3]/ul/li[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" popular-films "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" box "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details "")][1]/li[1]/ul[1]/li[1]_RELOC","xpath//*[@id=""left""]/div/div/ul/li/ul/li_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" popular-films "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" box "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details "")][1]/li[1]/ul[1]/li[4]/*[contains(concat("" "", normalize-space(@class), "" ""), "" name "")][1]_RELOC","xpath//*[@id=""left""]/div/div/ul/li/ul/li[4]/div_SEL","//*[@id=""jededplace-2""]_RELOC",class namejededplace_SEL,idjededplace-2_SEL,"xpath//*[@id=""jededplace-2""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" content "")]/ul[1]/li[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" name "")][1]_RELOC","xpath//*[@id=""left""]/div[2]/div/ul/li/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" popular-films "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" box "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details "")][1]/li[3]_RELOC","xpath//*[@id=""left""]/div/div[3]/ul/li[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" popular-films "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" box "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details "")][1]/li[2]/ul[1]/li[4]/*[contains(concat("" "", normalize-space(@class), "" ""), "" name "")][1]_RELOC","xpath//*[@id=""left""]/div/div[3]/ul/li[2]/ul/li[4]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" content "")]/ul[1]/li[5]_RELOC","xpath//*[@id=""left""]/div[2]/div/ul/li[5]_SEL","//*[@id=""logo""]_RELOC",idlogo_SEL,"xpath//*[@id=""logo""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" recent-posts "")]/ul[1]/li[6]_RELOC","xpath//*[@id=""right""]/div/div/ul/li[6]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" popular-films "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" box "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details "")][1]/li[3]/ul[1]/li[4]_RELOC","xpath//*[@id=""left""]/div/div[3]/ul/li[3]/ul/li[4]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" popular-films "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" box "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details "")][1]/li[2]/ul[1]/li[5]_RELOC","xpath//*[@id=""left""]/div/div[3]/ul/li[2]/ul/li[5]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" content "")]/ul[1]/li[8]/*[contains(concat("" "", normalize-space(@class), "" ""), "" name "")][1]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" language "")][1]_RELOC","xpath//*[@id=""left""]/div[2]/div/ul/li[8]/div/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" popular-films "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" box "")][2]_RELOC","xpath//*[@id=""left""]/div/div[3]_SEL"
23,20220309030124,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True
24,20220310135700,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True
25,20220311062552,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True
26,20220312071730,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False
27,20220313195408,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True
28,20220314181809,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True
29,20220315193450,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True
30,20220317170029,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,20220318174958,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,20220319190349,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,20220320195455,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,20220321205441,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,20220322214339,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,20220323122031,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,20220324154619,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,20220325163443,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,20220326173647,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,20220327184936,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,20220328195826,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,20220329234112,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,20220330200520,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,20220331171736,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,20220401181102,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,20220402191513,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,20220403202452,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,20220404210407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,20220405004306,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,20220406212228,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,20220407094925,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,20220408141536,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,20220409144023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,20220410151723,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,20220411153434,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,20220412154828,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,20220413162143,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,20220414122557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,20220415170047,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,20220416173244,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,20220417185443,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True
62,20220418162656,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,20220419170926,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,20220420173657,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,20220421185110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,20220422142831,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,20220423145218,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,20220424152406,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,20220425160529,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,20220426164421,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,20220427173315,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,20220428175940,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,20220429183737,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,20220430184403,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,20220501204810,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True
76,20220502215624,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True
77,20220503203918,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,20220504215401,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,20220505224626,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,20220506232901,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81,20220507234604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,20220508214506,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83,20220509000616,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,20220510002439,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
