,Timestamp,"//*[@id=""base-container""]_RELOC",idbase-container_SEL,class namepalette--trueBlue_SEL,"xpath//*[@id=""base-container""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" TwoER "")]_RELOC",class nameTwoER_SEL,"xpath//*[@id=""base-container""]/div[2]/div[2]/div/div[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" p4DiZ "")]/div[2]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[3]/div/div/div/div[2]_SEL",//*input_RELOC,nameq_SEL,class nameNaqPB_SEL,"xpath//*[@id=""base-container""]/div[2]/div/header/div/div[2]/span/span/form/div/input_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" Tuzss "")]_RELOC",class nameTRX6J_SEL,"xpath//*[@id=""base-container""]/div[2]/div[2]/div/div[2]/button_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nXAVF "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aZTpT "")][20]_RELOC",class nameaZTpT_SEL,"xpath//*[@id=""base-container""]/div[2]/div[2]/div/div/div[2]/div/span[20]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nXAVF "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aZTpT "")][10]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[2]/div/div/div[2]/div/span[10]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nXAVF "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aZTpT "")][14]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[2]/div/div/div[2]/div/span[14]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nXAVF "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aZTpT "")][7]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[2]/div/div/div[2]/div/span[7]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" vBp1h "")]/*[@data-testid=""controlled-popover-wrapper""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" BPf9u "")][1]_RELOC",class nameBPf9u_SEL,"xpath//*[@id=""base-container""]/div[2]/div[3]/div/div/div/div/div/span/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" D5eCV "")]_RELOC",class nameD5eCV_SEL,"xpath//*[@id=""base-container""]/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" TopeC "")]_RELOC",class nameTopeC_SEL,"xpath//*[@id=""base-container""]/div[2]/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PbqCW "")]_RELOC",class namePbqCW_SEL,"xpath//*[@id=""base-container""]/div[2]/div[3]/div[2]/aside/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nXAVF "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aZTpT "")][16]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[2]/div/div/div[2]/div/span[16]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PbqCW "")]//*[@aria-busy=""true""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" OpTfa "")][1]_RELOC",class nameOpTfa_SEL,"xpath//*[@id=""base-container""]/div[2]/div[3]/div[2]/aside/div/div/div/div/div_SEL","//*[@style=""min-height:calc(100vh - 55px + 1px)""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" gfrwY "")][1]_RELOC",class namegfrwY_SEL,"xpath//*[@id=""base-container""]/div[2]/div[3]/div/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" vBp1h "")]/*[@data-testid=""controlled-popover-wrapper""][1]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[3]/div/div/div/div/div/span_SEL","//*[@style=""min-height:calc(100vh - 55px + 1px)""]//*[@aria-busy=""true""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" OpTfa "")][2]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[3]/div/div/div[2]/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" hhVNo "")]_RELOC",class namehhVNo_SEL,"xpath//*[@id=""base-container""]/div[2]/div[2]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" hlDot "")]_RELOC",class namehlDot_SEL,"xpath//*[@id=""base-container""]/div[2]/div_SEL"
18,20220616225956,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,4
19,20220617235220,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
20,20220618231813,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
21,20220619234748,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
22,20220620235829,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
23,20220621234425,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,4
24,20220622234143,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
25,20220623235910,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
26,20220624231255,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
27,20220625234401,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
28,20220626235700,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
29,20220627224919,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,4
30,20220628224338,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
31,20220629233359,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,4
32,20220630231020,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
33,20220701234740,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
34,20220702235853,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
35,20220703235540,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
36,20220704233858,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
37,20220705234442,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
38,20220706233919,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
39,20220707234132,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
40,20220708235704,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
41,20220709235046,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
42,20220710234321,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
43,20220711230434,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
44,20220712234427,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,4
45,20220713235245,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
46,20220714230040,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,4
47,20220715232137,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
48,20220716234218,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
49,20220717232443,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
50,20220718235020,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
51,20220719230822,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
52,20220720223556,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
53,20220721232811,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,4
54,20220722235357,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
55,20220723234642,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,4
56,20220724234434,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,4
57,20220725230415,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,4
58,20220726235434,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,4
59,20220727224617,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
60,20220728233113,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,4
61,20220729233803,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
62,20220730230043,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
63,20220731233033,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
64,20220801234727,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,4
65,20220802235351,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
66,20220803234415,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
67,20220804234942,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,4
68,20220805235254,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
69,20220806235123,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
70,20220807232332,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
71,20220808231831,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,4
72,20220809232427,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,4
73,20220810235539,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
74,20220811223042,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
75,20220812234506,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
76,20220813234354,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
77,20220814233340,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
78,20220815235752,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
79,20220816215937,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
80,20220817234615,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
