,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-section--excerpts "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" events-container "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" carousel "")][1]_RELOC",class namecarousel_SEL,"xpath//*[@id=""post-6""]/div/div/div/div/div[3]/div_SEL","//*[@id=""menu-item-81508""]_RELOC",idmenu-item-81508_SEL,class namemenu-item_SEL,"xpath//*[@id=""menu-item-81508""]_SEL","//*[@id=""menu-item-34862""]_RELOC",idmenu-item-34862_SEL,"xpath//*[@id=""menu-item-34862""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" navbar "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" container "")][1]_RELOC",class namecontainer_SEL,xpath//html/body/header/nav/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-section--excerpts "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" events-container "")][1]//*[@data-mh=""home-excerpt-module""]/*[@data-mh=""carousel-list-item""][3]/*[contains(concat("" "", normalize-space(@class), "" ""), "" excerpts-list-small__item "")][1]_RELOC",class nameexcerpts-list-small__item_SEL,"xpath//*[@id=""post-6""]/div/div/div/div/div/div/ul/li[3]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-section--excerpts "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" events-container "")][2]_RELOC",class namecol-sm-4_SEL,"xpath//*[@id=""post-6""]/div/div/div/div/div[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" areas "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-lg-4 "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" area-wrapper "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" area "")][1]_RELOC",class namearea_SEL,xpath//html/body/div/div/div/div/div[3]/div/div[2]/div/p_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" js-testimonials-home "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-sm-3 "")][1]_RELOC",class namecol-sm-3_SEL,"xpath//*[@id=""post-6""]/div[2]/div/div/ul/li_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" js-testimonials-home "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-sm-3 "")][4]_RELOC","xpath//*[@id=""post-6""]/div[2]/div/div/ul/li[4]_SEL","//*[@id=""menu-item-82515""]_RELOC",idmenu-item-82515_SEL,"xpath//*[@id=""menu-item-82515""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" js-testimonials-home "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-sm-3 "")][5]_RELOC","xpath//*[@id=""post-6""]/div[2]/div/div/ul/li[5]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-section--excerpts "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" events-container "")][1]//*[@data-mh=""home-excerpt-module""]/*[@data-mh=""carousel-list-item""][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" excerpts-list-small__item "")][1]_RELOC","xpath//*[@id=""post-6""]/div/div/div/div/div/div/ul/li[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-section--excerpts "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-sm-4 "")][2]_RELOC","xpath//*[@id=""post-6""]/div/div/div/div/div[2]_SEL","//*[@id=""menu-footer-menu""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-xxs-12 "")][3]/ul[1]/li[3]_RELOC","xpath//*[@id=""menu-footer-menu""]/nav[3]/ul/li[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-section--excerpts "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" events-container "")][2]//*[@data-mh=""carousel-list-item""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" excerpts-list-small__item "")][1]_RELOC","xpath//*[@id=""post-6""]/div/div/div/div/div[3]/div/ul/li/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-section--excerpts "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-sm-4 "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" excerpts-list-small "")][1]/li[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" excerpts-list-small__metadata "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" date "")][1]_RELOC",class namedate_SEL,"xpath//*[@id=""post-6""]/div/div/div/div/div[2]/ul/li/div[2]/span_SEL","//*[@role=""menu""]/li[7]_RELOC","xpath//*[@id=""navbar""]/div/div/ul[2]/li/ul/li[7]_SEL","//*[@id=""menu-item-13211""]_RELOC",idmenu-item-13211_SEL,class namelogin_SEL,"xpath//*[@id=""menu-item-13211""]_SEL","//*[@id=""menu-footer-menu""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-xxs-12 "")][1]/ul[1]/li[2]_RELOC","xpath//*[@id=""menu-footer-menu""]/nav/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" container-alternating-colors__1 "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" container "")][1]_RELOC","xpath//*[@id=""post-6""]/div/div_SEL"
25,20220208235446,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
26,20220209230027,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
27,20220210113702,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
28,20220211145835,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
29,20220212172452,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
30,20220213184153,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
31,20220214082421,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False
32,20220215233306,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
33,20220216235356,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False
34,20220217234934,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False
35,20220218094246,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False
36,20220219222120,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False
37,20220220154242,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False
38,20220221222052,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False
39,20220222235857,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False
40,20220223222930,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False
41,20220224213334,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False
42,20220225223228,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False
43,20220226232030,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False
44,20220227170920,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
45,20220228193752,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
46,20220301235818,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
47,20220302230412,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
48,20220303235708,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
49,20220304210552,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
50,20220305221901,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
51,20220306231053,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
52,20220307182254,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
53,20220308235901,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
54,20220309235136,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
55,20220310233141,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
56,20220311232724,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
57,20220312230550,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
58,20220313172315,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
59,20220314223455,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
60,20220315193500,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
61,20220316065643,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False
62,20220317201618,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
63,20220318230250,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
64,20220319195118,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
65,20220320195503,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
66,20220321205452,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
67,20220322214344,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
68,20220323122043,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
69,20220324172109,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
70,20220325163504,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
71,20220326173730,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False
