,Timestamp,"//*[@data-m=""{""cN"":""footerNavColumn5_cont"",""cT"":""Container"",""id"":""c5c1c1m1r1a3"",""sN"":5,""aN"":""c1c1m1r1a3""}""]/ul/li[5]_RELOC","xpath//*[@id=""uhf-footer""]/nav/div[2]/div[2]/ul/li[5]_SEL","//*[@data-m=""{""cN"":""footerNavColumn4_cont"",""cT"":""Container"",""id"":""c4c1c1m1r1a3"",""sN"":4,""aN"":""c1c1m1r1a3""}""]/div_RELOC",class namec-heading-4_SEL,"xpath//*[@id=""uhf-footer""]/nav/div[2]/div[1]/div_SEL","//*[@data-m=""{""cN"":""footerNavColumn3_cont"",""cT"":""Container"",""id"":""c3c1c1m1r1a3"",""sN"":3,""aN"":""c1c1m1r1a3""}""]/ul/li[2]_RELOC","xpath//*[@id=""uhf-footer""]/nav/div[1]/div[3]/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-uhfh-gcontainer-st "")]_RELOC",class namec-uhfh-gcontainer-st_SEL,"xpath//*[@id=""coreui-universalheader-o7z1gqh""]/header/div/div_SEL","//*[@data-m=""{""cN"":""footerNavColumn6_cont"",""cT"":""Container"",""id"":""c6c1c1m1r1a3"",""sN"":6,""aN"":""c1c1m1r1a3""}""]/ul/li[6]_RELOC","xpath//*[@id=""uhf-footer""]/nav/div[2]/div[3]/ul/li[6]_SEL","//*[@aria-label=""Microsoft 365 für Unternehmen kaufen""]/span_RELOC","xpath//*[@id=""coreui-contentplacement-r9h8jv2""]/div[2]/div/div[1]/div[2]/section/a/span_SEL","//*[@data-m=""{""cN"":""footerNavColumn1_cont"",""cT"":""Container"",""id"":""c1c1c1m1r1a3"",""sN"":1,""aN"":""c1c1m1r1a3""}""]/ul/li[4]_RELOC","xpath//*[@id=""uhf-footer""]/nav/div[1]/div[1]/ul/li[4]_SEL","//*[@id=""c-uhff-footer_managecookies""]_RELOC",class namex-hidden_SEL,idc-uhff-footer_managecookies_SEL,"xpath//*[@id=""c-uhff-footer_managecookies""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" f-mobile-title "")]_RELOC",class namef-mobile-title_SEL,"xpath//*[@id=""coreui-universalheader-o7z1gqh""]/header/div/div/div[1]_SEL","//*[@data-m=""{""cN"":""Surface Earbuds kaufen"",""cT"":""Container"",""id"":""c3m1r2a2"",""sN"":3,""aN"":""m1r2a2""}""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-paragraph "")][1]_RELOC",class namec-paragraph_SEL,"xpath//*[@id=""coreui-contentplacement-q23hezc""]/div[2]/div/div[2]/div[1]/section/div[1]_SEL","//*[@data-m=""{""cN"":""Folie 2-Surface Laptop 4 anzeigen"",""bhvr"":2,""id"":""nn2m1r1a2"",""sN"":2,""aN"":""m1r1a2""}""]_RELOC","xpath//*[@id=""StoreLocations-HighlightHero-cjfjcfv""]/div/div/div/div[1]/div/button[2]_SEL","//*[@data-m=""{""cN"":""More_PCAndDevices_Accessories_cont"",""cT"":""Container"",""id"":""c4c8c2c1c7c3m1r1a1"",""sN"":4,""aN"":""c8c2c1c7c3m1r1a1""}""]_RELOC",class namejs-nav-menu_SEL,"xpath//*[@id=""uhf-c-nav""]/ul/li/div/ul/li[3]/ul/li[2]_SEL","//*[@data-m=""{""cT"":""Container"",""id"":""c11c2c1c7c3m1r1a1"",""sN"":11,""aN"":""c2c1c7c3m1r1a1""}""]_RELOC",class namef-sub-menu_SEL,"xpath//*[@id=""uhf-c-nav""]/ul/li/div/ul/li[6]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" global-head-cont "")]_RELOC",class nametheme-light_SEL,"xpath//*[@id=""coreui-universalheader-o7z1gqh""]/header/div_SEL","//*[@data-m=""{""cN"":""footerNavColumn1_cont"",""cT"":""Container"",""id"":""c1c1c1m1r1a3"",""sN"":1,""aN"":""c1c1m1r1a3""}""]/ul/li[3]_RELOC","xpath//*[@id=""uhf-footer""]/nav/div[1]/div[1]/ul/li[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" f-auto-play "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-group "")][1]_RELOC",class namec-group_SEL,"xpath//*[@id=""StoreLocations-HighlightHero-cjfjcfv""]/div/div/div/div[1]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-close-search "")]_RELOC",class namec-action-trigger_SEL,"xpath//*[@id=""coreui-universalheader-o7z1gqh""]/header/div/div/button[2]_SEL","//*[@id=""uhf-shopping-cart""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" shopping-cart-amount "")][1]_RELOC",class nameshopping-cart-amount_SEL,"xpath//*[@id=""uhf-shopping-cart""]/span[1]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-uhff-base "")]_RELOC",class namec-uhff-base_SEL,"xpath//*[@id=""uhf-footer""]/div_SEL","//*[@data-m=""{""cN"":""Jetzt kaufen"",""cT"":""0"",""id"":""n1c7m1r1a2"",""sN"":1,""aN"":""c7m1r1a2"",""assetid"":""SSAGPTSS_148790_75953_160_a"",""tags"":{""ms.linkid"":""SSAGPTSS_148790_75953_160_a""}}""]/div_RELOC","xpath//*[@id=""storelocations-highlighthero-cjfjcfv-item-2""]/div/div_SEL"
23,20220210232950,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
24,20220211233129,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,False
25,20220212234302,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
26,20220213235629,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
27,20220214235003,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
28,20220215235955,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
29,20220216235603,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
30,20220217235058,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
31,20220218233346,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
32,20220219233637,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
33,20220220235604,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
34,20220221235952,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
35,20220222233827,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
36,20220223231739,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
37,20220224233907,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
38,20220225233300,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
39,20220226234030,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
40,20220228235352,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
41,20220301234959,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,False
42,20220302234103,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
43,20220303235625,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,False
44,20220304233745,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
45,20220305235533,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
46,20220306233624,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
47,20220307234500,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
48,20220308234932,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,False
49,20220309235215,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
50,20220310233820,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
51,20220311234836,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
52,20220312235946,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
53,20220313233522,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
54,20220314234627,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
55,20220315235211,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
56,20220316230301,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
57,20220317235829,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
58,20220318233726,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
59,20220319235742,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
60,20220320235320,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
61,20220321232631,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
62,20220322235907,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
63,20220323232211,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
64,20220324234118,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
65,20220325234753,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
66,20220326213514,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,False
67,20220327235515,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
68,20220328234149,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
69,20220329234813,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
70,20220330232810,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
71,20220331235455,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
72,20220401235336,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
73,20220403235649,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
74,20220404233108,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
75,20220405225547,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
