,Timestamp,"//*[@data-id=""8e9dce854c264d85a7f9f4015936225f""]/div[1]/ul[1]/li[2]/ul[1]/li[2]/a[2]/span[1]_RELOC",class named-block_SEL,xpath//html/body/header/div/div/nav/ul/li[3]/div/ul/li[2]/ul/li[2]/a[2]/span_SEL,//footer[1]/nav[1]/div[2]_RELOC,class namecol-xs-6_SEL,"xpath//*[@id=""footer-static""]/nav/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" js-card-clickable "")]/div[2]_RELOC",class namecol-xs-12_SEL,"xpath//*[@id=""ADP_eecdd63ac9934027ab49d92dc6545f84""]/section/div/div[2]_SEL","//*[@id=""panel_cd1e7f942544470a9cd9e3c3930a06ba""]/li[2]/ul[1]/li[5]_RELOC","xpath//*[@id=""panel_cd1e7f942544470a9cd9e3c3930a06ba""]/li[2]/ul/li[5]_SEL","//*[@id=""fxb_dd631d0e-2600-4acd-8688-170b4638c7a5_FormItemId""]_RELOC",idfxb_dd631d0e-2600-4acd-8688-170b4638c7a5_FormItemId_SEL,namefxb.dd631d0e-2600-4acd-8688-170b4638c7a5.FormItemId_SEL,"xpath//*[@id=""fxb_dd631d0e-2600-4acd-8688-170b4638c7a5_FormItemId""]_SEL","//*[@id=""fxb_d0366632-6f9a-4118-b8f9-208cf19968ec_Fields_7374b484-e6d0-44c5-b48d-20051dc3937b__Value""]_RELOC",class namehiddenField_SEL,idfxb_d0366632-6f9a-4118-b8f9-208cf19968ec_Fields_7374b484-e6d0-44c5-b48d-20051dc3937b__Value_SEL,namefxb.d0366632-6f9a-4118-b8f9-208cf19968ec.Fields[7374b484-e6d0-44c5-b48d-20051dc3937b].Value_SEL,"xpath//*[@id=""fxb_d0366632-6f9a-4118-b8f9-208cf19968ec_Fields_7374b484-e6d0-44c5-b48d-20051dc3937b__Value""]_SEL","//*[@id=""panel_9136eb3a08dc4de69304ef1937176ff6""]/li[2]/ul[1]/li[2]/a[1]/span[1]_RELOC",class nameblack_SEL,"xpath//*[@id=""panel_9136eb3a08dc4de69304ef1937176ff6""]/li[2]/ul/li[2]/a/span_SEL","//*[@id=""panel_b7ac9cb3368041d1aacb2e1851b4b131""]/li[2]/ul[1]/li[4]/a[1]/span[1]_RELOC","xpath//*[@id=""panel_b7ac9cb3368041d1aacb2e1851b4b131""]/li[2]/ul/li[4]/a/span_SEL","//*[@id=""panel_72cd38d42dd0445aa52cd7faabadbc5a""]/li[2]/ul[1]/li[5]/a[1]/span[1]_RELOC","xpath//*[@id=""panel_72cd38d42dd0445aa52cd7faabadbc5a""]/li[2]/ul/li[5]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" visible-xs-inline "")]_RELOC",class namehamburger_SEL,xpath//html/body/header/div/div/div/div/button_SEL,//footer[1]/nav[1]/div[1]_RELOC,"xpath//*[@id=""footer-static""]/nav/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" quote-form "")]_RELOC",class namecontainer-fluid_SEL,"xpath//*[@id=""ph-body""]/div[7]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" img-icon "")]/div[3]/div[1]/div[1]_RELOC",class namecard-body_SEL,"xpath//*[@id=""ADP_a0e9a65ef96a48fd9947d92f2f08af05""]/section/div/div[3]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" state "")]/label[3]/span[1]_RELOC","xpath//*[@id=""fxb_d0366632-6f9a-4118-b8f9-208cf19968ec_c006c521-52dd-4c6e-9f13-31b055d23783""]/div[3]/label[3]/span_SEL","//*[@id=""panel_de8e42b607be4d7ca93c03c67e9ae187""]/li[1]_RELOC",class namepanel-left_SEL,"xpath//*[@id=""panel_de8e42b607be4d7ca93c03c67e9ae187""]/li_SEL","//*[@id=""fxb_d0366632-6f9a-4118-b8f9-208cf19968ec_Fields_Index_a17c9a55-681e-4261-9371-01774519120a""]_RELOC",idfxb_d0366632-6f9a-4118-b8f9-208cf19968ec_Fields_Index_a17c9a55-681e-4261-9371-01774519120a_SEL,namefxb.d0366632-6f9a-4118-b8f9-208cf19968ec.Fields.Index_SEL,"xpath//*[@id=""fxb_d0366632-6f9a-4118-b8f9-208cf19968ec_Fields_Index_a17c9a55-681e-4261-9371-01774519120a""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" legal-links "")]/li[1]_RELOC","xpath//*[@id=""footer-static""]/div/div[2]/ul[2]/li_SEL","//*[@id=""panel_b7ac9cb3368041d1aacb2e1851b4b131""]/li[2]/ul[1]/li[9]/a[1]/span[1]_RELOC","xpath//*[@id=""panel_b7ac9cb3368041d1aacb2e1851b4b131""]/li[2]/ul/li[9]/a/span_SEL","//*[@id=""panel_72cd38d42dd0445aa52cd7faabadbc5a""]/li[2]/ul[1]/li[5]_RELOC","xpath//*[@id=""panel_72cd38d42dd0445aa52cd7faabadbc5a""]/li[2]/ul/li[5]_SEL","//*[@data-sc-field-key=""D4A335D1B7CE419DB7F96EE8B35FCC7D""]/label[2]/input[1]_RELOC",namefxb.dd631d0e-2600-4acd-8688-170b4638c7a5.Fields[617b4d09-4fe9-463f-b538-8fa5f996469d].Value_SEL,"xpath//*[@id=""fxb_dd631d0e-2600-4acd-8688-170b4638c7a5_a40590ec-676b-47f4-a19e-fdc91321715e""]/div[8]/label[2]/input_SEL"
22,20211213221648,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
23,20211214221757,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
24,20211215185742,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,20211216204533,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
26,20211217221543,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
27,20211218222753,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
28,20211219195747,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
29,20211220234457,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
30,20211221073836,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
31,20211222063655,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
32,20211223164334,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
33,20211224004617,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
34,20211227194840,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
35,20211228025646,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
36,20211229165745,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
37,20211231070140,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
38,20220103143905,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
39,20220104232717,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
40,20220105195521,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
41,20220106053629,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
42,20220108225343,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
43,20220111235957,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
44,20220112085251,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
45,20220113125825,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
46,20220114050457,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
47,20220117163403,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
48,20220118220825,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
49,20220119233240,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
50,20220121001859,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
51,20220123093532,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
52,20220124203226,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
53,20220125003942,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
54,20220126234938,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
55,20220127175041,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
56,20220130172040,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
57,20220131213629,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
58,20220201140907,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
59,20220202142550,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True
60,20220203092143,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True
61,20220204230725,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True
62,20220205001718,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True
63,20220206020722,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True
64,20220207222308,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True
65,20220208162448,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True
66,20220209211032,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True
67,20220210223240,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True
68,20220213034008,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True
69,20220214232651,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True
70,20220215235911,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True
71,20220216110347,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True
