,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" icon-service "")]_RELOC",class nameiconfont_SEL,"xpath//*[@id=""hw-navbar""]/ul/li[2]/div/div/div[4]/div/div/div[2]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" copy-text "")]/ul[1]/li[3]_RELOC",xpath//html/body/footer/div[2]/div/div/ul/li[3]_SEL,"//*[@onclick=""ga('send','event', 'corp_hp_clicks', 'box_row2_right', 'watch_gt3');""]/div[1]/div[1]_RELOC",class namemask_SEL,xpath//html/body/div[4]/div[2]/div[3]/div[4]/a/div/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" new-font-box "")]/div[1]/div[1]/ul[1]/li[6]_RELOC",class namecol-md-3_SEL,"xpath//*[@id=""hw-navbar""]/ul/li/div/div/div[3]/div/div/div/ul/li[6]_SEL","//*[@data-target=""#header-list-5""]/div[1]_RELOC",class nameline_SEL,"xpath//*[@id=""hw-navbar""]/ul/li[3]/div/div/div[3]/div/div[2]/h3/div_SEL","//*[@id=""header-list-6""]/ul[1]/li[3]_RELOC","xpath//*[@id=""header-list-6""]/ul/li[3]_SEL","//*[@id=""header-list-10""]/ul[1]/li[2]_RELOC","xpath//*[@id=""header-list-10""]/ul/li[2]_SEL",//button[1]/span[3]_RELOC,class nameicon-bar_SEL,xpath//html/body/header/div/div/div/button/span[3]_SEL,"//*[@id=""header-list-14""]/ul[1]/li[3]_RELOC","xpath//*[@id=""header-list-14""]/ul/li[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" worldwide-contact "")]/ul[1]/li[8]_RELOC","xpath//*[@id=""worldwide""]/div/ul/li[8]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" js-search-keyword-pc "")]/ul[1]/li[3]_RELOC",xpath//html/body/div[3]/div[2]/ul/li[3]_SEL,"//*[@id=""header-list-8""]_RELOC",class namelist-nav_SEL,idheader-list-8_SEL,"xpath//*[@id=""header-list-8""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" worldwide-contact "")]/ul[1]/li[3]_RELOC","xpath//*[@id=""worldwide""]/div/ul/li[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" btn-shop "")]/div[1]/span[3]_RELOC",xpath//html/body/header/div/div/div[3]/div/div/span[3]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-container "")]_RELOC",class namecontainer_SEL,xpath//html/body/header/div/div_SEL,"//*[@id=""header-list-9""]/ul[1]/li[6]_RELOC","xpath//*[@id=""header-list-9""]/ul/li[6]_SEL","//*[@id=""footer-search""]_RELOC",class namesearch-box_SEL,idfooter-search_SEL,"xpath//*[@id=""footer-search""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" worldwide-contact "")]/ul[1]/li[18]/span[1]_RELOC","xpath//*[@id=""worldwide""]/div/ul/li[18]/span_SEL","//*[@onclick=""ga('send', 'event', 'corp_hp_clicks', 'box_row3_left', 'global_recruitment');""]/div[1]/div[1]_RELOC",xpath//html/body/div[4]/div[2]/div[3]/div[5]/a/div/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" navbar-nav "")]/li[6]/div[1]/div[1]_RELOC",class namenav-ani_SEL,"xpath//*[@id=""hw-navbar""]/ul/li[6]/div/div_SEL"
15,20220406215655,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
16,20220407230618,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
17,20220408223611,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
18,20220409062337,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
19,20220411152403,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
20,20220412221555,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
21,20220413211057,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
22,20220414144757,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
23,20220415235732,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
24,20220416082028,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
25,20220418223741,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
26,20220420161658,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
27,20220421092317,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
28,20220422152646,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
29,20220423213227,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
30,20220424010056,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
31,20220425130750,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
32,20220426152450,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
33,20220427184707,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
34,20220428213612,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
35,20220429133749,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
36,20220430092635,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
37,20220501014110,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
38,20220504224248,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
39,20220505015249,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
40,20220506141209,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
41,20220507103334,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
42,20220510234421,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
43,20220511084955,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
44,20220512180404,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
45,20220513145030,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
46,20220514150056,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
47,20220515142615,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
48,20220516124206,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
49,20220517115623,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
50,20220519215350,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
51,20220520203230,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
52,20220521173740,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
53,20220522182441,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
54,20220523174610,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
55,20220524210708,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
56,20220525142953,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
57,20220526000139,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
58,20220527085721,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
59,20220528132202,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
60,20220529082843,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
61,20220530175233,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,20220531020551,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
63,20220601081817,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
64,20220602212501,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
65,20220603170124,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
66,20220604185223,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
67,20220605155141,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
68,20220606212348,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
69,20220607092304,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
70,20220608085321,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
71,20220609132559,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
72,20220610223943,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
73,20220611041536,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
74,20220612180737,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
75,20220613120702,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
76,20220614122451,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
77,20220615063714,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
78,20220618042708,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
79,20220619092152,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
80,20220620185241,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
81,20220621075934,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
82,20220622163745,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
83,20220624010545,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
84,20220625234951,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
85,20220626223915,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
86,20220627021118,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
87,20220628053939,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
88,20220701030153,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
89,20220702222447,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
90,20220703182106,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
91,20220704180720,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
92,20220705173810,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
93,20220706135338,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
94,20220707193512,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
95,20220708140811,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
