,Timestamp,"//*[@title=""评论22, 推荐8, 阅读1300""]/span_RELOC",class nameheadline-label_SEL,"xpath//*[@id=""main_flow""]/div/div[1]/ul/li[3]/a[1]/span_SEL","//*[@id=""post_list""]/article[17]/section/div_RELOC",class namepost-item-text_SEL,"xpath//*[@id=""post_list""]/article[17]/section/div_SEL","//*[@id=""nav_left""]/li[5]_RELOC","xpath//*[@id=""nav_left""]/li[5]_SEL","//*[@id=""nav_left""]/li[3]_RELOC","xpath//*[@id=""nav_left""]/li[3]_SEL","//*[@id=""digg_tip_14927783""]_RELOC",iddigg_tip_14927783_SEL,class namedigg-tip_SEL,"xpath//*[@id=""digg_tip_14927783""]_SEL","//*[@id=""nav_left""]/li[4]_RELOC","xpath//*[@id=""nav_left""]/li[4]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer-splitter "")]_RELOC",class namefooter-splitter_SEL,"xpath//*[@id=""footer""]/div[2]_SEL","//*[@id=""sidebar_bh""]_RELOC",idsidebar_bh_SEL,class namesidebar-bh_SEL,"xpath//*[@id=""sidebar_bh""]_SEL","//*[@id=""post_list""]/article[8]/section/footer/span[1]/span_RELOC","xpath//*[@id=""post_list""]/article[8]/section/footer/span[1]/span_SEL","//*[@id=""post_list""]/article[4]/section/footer/*[contains(concat("" "", normalize-space(@class), "" ""), "" post-item-author "")][1]/span_RELOC","xpath//*[@id=""post_list""]/article[4]/section/footer/a[1]/span_SEL","//*[@id=""digg_tip_14927839""]_RELOC",iddigg_tip_14927839_SEL,"xpath//*[@id=""digg_tip_14927839""]_SEL","//*[@id=""pager_top""]_RELOC",idpager_top_SEL,"xpath//*[@id=""pager_top""]_SEL","//*[@id=""nav_left""]/li[6]_RELOC","xpath//*[@id=""nav_left""]/li[6]_SEL","//*[@id=""post_list""]/article[2]/section/div/p_RELOC",class namepost-item-summary_SEL,"xpath//*[@id=""post_list""]/article[2]/section/div/p_SEL","//*[@id=""post_list""]/article[1]/section/div_RELOC","xpath//*[@id=""post_list""]/article[1]/section/div_SEL","//*[@id=""digg_tip_14926947""]_RELOC",iddigg_tip_14926947_SEL,"xpath//*[@id=""digg_tip_14926947""]_SEL","//*[@id=""post_list""]/article[13]/section/footer/span[1]/span_RELOC","xpath//*[@id=""post_list""]/article[13]/section/footer/span[1]/span_SEL","//*[@id=""digg_count_14927797""]_RELOC",iddigg_count_14927797_SEL,"xpath//*[@id=""digg_count_14927797""]_SEL","//*[@id=""post_list""]/article[8]/section/footer/a[4]/span_RELOC","xpath//*[@id=""post_list""]/article[8]/section/footer/a[4]/span_SEL","//*[@id=""navbar_lite_mode_spinner""]_RELOC",idnavbar_lite_mode_spinner_SEL,class namehide_SEL,"xpath//*[@id=""navbar_lite_mode_spinner""]_SEL"
12,20210804163248,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
13,20210805002745,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
14,20210809070005,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
15,20210811222537,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
16,20210812093034,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
17,20210815002541,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
18,20210816082040,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
19,20210818181426,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
20,20210823092840,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
21,20210824150339,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
22,20210827150302,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
23,20210830100941,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
24,20210905032413,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
25,20210906110942,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
26,20210907104003,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
27,20210913115103,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,20210914141250,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
29,20210915133855,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
30,20210920233410,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
31,20210921024133,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
32,20210922134904,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
33,20210924061423,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
34,20210928011500,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
35,20211001175026,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
36,20211006080604,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
37,20211012094313,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
38,20211013042246,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
39,20211016135620,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
40,20211020060607,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
41,20211022070044,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
42,20211023235701,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
43,20211025205115,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
44,20211027074335,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
45,20211103125638,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
46,20211116030311,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
47,20211121093809,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
48,20211122223416,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
49,20211126110217,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
50,20211128233720,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
51,20211130212918,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
52,20211201164947,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
53,20211213214710,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
54,20211216182321,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
55,20211220223313,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
56,20211223120737,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
57,20211225121935,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
58,20211227233401,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
59,20220104002656,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
60,20220111032130,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
61,20220112061748,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True
