,Timestamp,"//*[@an-la=""merchandising:shop our latest offers and innovations:tvs:vd:the frame tvs:buy now""]/div[1]/div[2]_RELOC",class nameshowcase-card-tab-card__product-description-wrap_SEL,"xpath//*[@id=""content""]/div/div/div[2]/div/div[2]/div/div/div/div/div[2]/div/div[2]/div/div[2]/a/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" disclaimer__inner "")]/div[2]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" disclaimer__show "")][1]_RELOC",class namedisclaimer__show_SEL,"xpath//*[@id=""content""]/div/div/div[2]/div/div[12]/section/div/div[2]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-kv-carousel__wrapper "")]_RELOC",class namehome-kv-carousel__wrapper_SEL,"xpath//*[@id=""home-kv""]/div/div_SEL","//*[@an-la=""appliances:laundry:see featured products ""]/span[1]_RELOC",class namegnb__depth3-link-text_SEL,"xpath//*[@id=""wrap""]/div[2]/nav/div/div/div[2]/div/div/ul/li[3]/div/div[2]/ul/li[3]/div/div/ul/li[6]/a/span_SEL","//*[@an-la=""appliances:air solutions:see featured products""]/span[1]_RELOC","xpath//*[@id=""wrap""]/div[2]/nav/div/div/div[2]/div/div/ul/li[3]/div/div[2]/ul/li[5]/div/div/ul/li[4]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" gnb__sub "")]/ul[1]/li[1]/div[1]/div[2]/ul[1]/li[1]/div[1]/div[1]/ul[1]/li[1]_RELOC",class namegnb__depth3-menu_SEL,"xpath//*[@id=""wrap""]/div[2]/nav/div/div/div[2]/div/div[2]/ul/li/div/div[2]/ul/li/div/div/ul/li_SEL","//*[@id=""layerInsufficientStock""]/div[1]_RELOC",class namelayer-popup__inner_SEL,"xpath//*[@id=""layerInsufficientStock""]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" gnb-search__no-suggestions--hide "")]_RELOC",class namegnb-search__no-suggestions_SEL,"xpath//*[@id=""wrap""]/div[2]/section[2]/div[3]/div/div/div[2]_SEL","//*[@id=""home-kv-carousel-slide-6""]/span[2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" indicator__label-line "")][1]/span[1]_RELOC",class nameindicator__label-line-filled_SEL,"xpath//*[@id=""home-kv-carousel-slide-6""]/span[2]/span/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" gnb__main "")]/ul[1]/li[5]/div[1]/div[2]/ul[1]/li[4]_RELOC",class namegnb__depth2-menu_SEL,"xpath//*[@id=""wrap""]/div[2]/nav/div/div/div[2]/div/div/ul/li[5]/div/div[2]/ul/li[4]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" cookie-bar__select-text "")]_RELOC",class namecookie-bar__select-text_SEL,"xpath//*[@id=""header""]/div[2]/div/div[2]/div_SEL","//*[@id=""popup_alert""]_RELOC",idpopup_alert_SEL,class namepopup-nextgen-type_SEL,"xpath//*[@id=""popup_alert""]_SEL","//*[@id=""privacy-terms2""]_RELOC",namecheckbox_SEL,class namehidden_SEL,idprivacy-terms2_SEL,"xpath//*[@id=""privacy-terms2""]_SEL","//*[@id=""home-kv-carousel-slide-4""]/span[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" indicator__dot "")][1]/span[1]_RELOC",class nameindicator__dot-inner_SEL,"xpath//*[@id=""home-kv-carousel-slide-4""]/span/span/span_SEL","//*[@an-tr=""co07_key feature tab-home-text-home appliances_bespoke refrigerators""]_RELOC",class nametab__item-title_SEL,"xpath//*[@id=""content""]/div/div/div[2]/div/div[5]/section/div/div/div/ul/li[2]/button_SEL","//*[@id=""carousel-three""]/div[1]/div[1]_RELOC",class namehome-kv-carousel__text-wrap_SEL,"xpath//*[@id=""carousel-three""]/div/div_SEL","//*[@an-la=""search chips:Certified Re Newed""]_RELOC",class namegnb-search__chip_SEL,"xpath//*[@id=""wrap""]/div[2]/section[2]/div[3]/div[2]/button[7]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" half-teaser-list__item--active "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" half-teaser-list__text "")][1]_RELOC",class namehalf-teaser-list__text_SEL,"xpath//*[@id=""content""]/div/div/div[2]/div/div[8]/section/div/div[2]/div/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" gnb__main "")]/ul[1]/li[3]/div[1]/div[1]/a[1]/span[1]_RELOC","xpath//*[@id=""wrap""]/div[2]/nav/div/div/div[2]/div/div/ul/li[3]/div/div/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" gnb__sub "")]/ul[1]/li[1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" gnb__depth-back-wrap "")][1]_RELOC",class namegnb__depth-back-wrap_SEL,"xpath//*[@id=""wrap""]/div[2]/nav/div/div/div[2]/div/div[2]/ul/li/div/div_SEL"
18,20220329234219,True,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
19,20220330235315,True,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
20,20220331234519,True,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
21,20220401233632,True,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
22,20220402235213,True,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
23,20220403232459,True,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
24,20220404233956,True,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False
25,20220405225717,True,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False
26,20220406234223,True,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False
27,20220407212347,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False
28,20220408231240,True,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False
29,20220409232403,True,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False
30,20220410192039,True,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False
31,20220411224929,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,20220412210316,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
33,20220413215254,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
34,20220414213534,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
35,20220415224318,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
36,20220416232146,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
37,20220417235612,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
38,20220418205615,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
39,20220419224929,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
40,20220420235406,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
41,20220421225702,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
42,20220422225939,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
43,20220423235544,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
44,20220424234908,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
45,20220425215813,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
46,20220426230934,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
47,20220427213257,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
48,20220428222347,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
49,20220429233919,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
50,20220430225621,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
51,20220501233145,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
52,20220502233103,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
53,20220503224313,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
54,20220504225122,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
55,20220505190659,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
56,20220506235106,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
57,20220507203329,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
58,20220508224141,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,20220509231025,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
60,20220510234918,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
61,20220511235306,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
62,20220512232903,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
63,20220513232958,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,20220514222012,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
65,20220515222112,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
66,20220516225621,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
67,20220517234723,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
68,20220518215209,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
