,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" icon-service "")]_RELOC",class nameiconfont_SEL,"xpath//*[@id=""hw-navbar""]/ul/li[2]/div/div/div[4]/div/div/div[2]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" copy-text "")]/ul[1]/li[3]_RELOC",xpath//html/body/footer/div[2]/div/div/ul/li[3]_SEL,"//*[@onclick=""ga('send','event', 'corp_hp_clicks', 'box_row2_right', 'watch_gt3');""]/div[1]/div[1]_RELOC",class namemask_SEL,xpath//html/body/div[4]/div[2]/div[3]/div[4]/a/div/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" new-font-box "")]/div[1]/div[1]/ul[1]/li[6]_RELOC",class namecol-md-3_SEL,"xpath//*[@id=""hw-navbar""]/ul/li/div/div/div[3]/div/div/div/ul/li[6]_SEL","//*[@data-target=""#header-list-5""]/div[1]_RELOC",class nameline_SEL,"xpath//*[@id=""hw-navbar""]/ul/li[3]/div/div/div[3]/div/div[2]/h3/div_SEL","//*[@id=""header-list-6""]/ul[1]/li[3]_RELOC","xpath//*[@id=""header-list-6""]/ul/li[3]_SEL","//*[@id=""header-list-10""]/ul[1]/li[2]_RELOC","xpath//*[@id=""header-list-10""]/ul/li[2]_SEL",//button[1]/span[3]_RELOC,class nameicon-bar_SEL,xpath//html/body/header/div/div/div/button/span[3]_SEL,"//*[@id=""header-list-14""]/ul[1]/li[3]_RELOC","xpath//*[@id=""header-list-14""]/ul/li[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" worldwide-contact "")]/ul[1]/li[8]_RELOC","xpath//*[@id=""worldwide""]/div/ul/li[8]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" js-search-keyword-pc "")]/ul[1]/li[3]_RELOC",xpath//html/body/div[3]/div[2]/ul/li[3]_SEL,"//*[@id=""header-list-8""]_RELOC",class namelist-nav_SEL,idheader-list-8_SEL,"xpath//*[@id=""header-list-8""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" worldwide-contact "")]/ul[1]/li[3]_RELOC","xpath//*[@id=""worldwide""]/div/ul/li[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" btn-shop "")]/div[1]/span[3]_RELOC",xpath//html/body/header/div/div/div[3]/div/div/span[3]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-container "")]_RELOC",class namecontainer_SEL,xpath//html/body/header/div/div_SEL,"//*[@id=""header-list-9""]/ul[1]/li[6]_RELOC","xpath//*[@id=""header-list-9""]/ul/li[6]_SEL","//*[@id=""footer-search""]_RELOC",class namesearch-box_SEL,idfooter-search_SEL,"xpath//*[@id=""footer-search""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" worldwide-contact "")]/ul[1]/li[18]/span[1]_RELOC","xpath//*[@id=""worldwide""]/div/ul/li[18]/span_SEL","//*[@onclick=""ga('send', 'event', 'corp_hp_clicks', 'box_row3_left', 'global_recruitment');""]/div[1]/div[1]_RELOC",xpath//html/body/div[4]/div[2]/div[3]/div[5]/a/div/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" navbar-nav "")]/li[6]/div[1]/div[1]_RELOC",class namenav-ani_SEL,"xpath//*[@id=""hw-navbar""]/ul/li[6]/div/div_SEL"
15,20220406215655,1,22,3,1,1,1,15,5,1,9,10,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
16,20220407230618,1,22,3,1,1,1,15,5,1,9,10,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
17,20220408223611,1,22,3,1,1,1,15,5,1,9,10,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
18,20220409062337,1,22,3,1,1,1,15,5,1,9,10,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
19,20220411152403,1,22,3,1,1,1,15,5,1,9,10,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
20,20220412221555,1,22,3,1,1,1,15,5,1,9,10,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
21,20220413211057,1,22,3,1,1,1,15,5,1,9,10,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
22,20220414144757,1,22,3,1,1,1,15,5,1,9,10,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
23,20220415235732,1,22,3,1,1,1,15,5,1,9,10,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
24,20220416082028,1,22,3,1,1,1,15,5,1,9,10,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
25,20220418223741,1,22,3,1,1,1,15,5,1,9,10,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
26,20220420161658,1,22,3,1,1,1,15,5,1,9,10,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
27,20220421092317,1,22,3,1,1,1,15,5,1,9,10,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
28,20220422152646,1,22,3,1,1,1,15,5,1,9,10,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
29,20220423213227,1,22,3,1,1,1,15,5,1,9,10,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
30,20220424010056,1,22,3,1,1,1,15,5,1,9,10,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
31,20220425130750,1,22,3,1,1,1,15,5,1,9,10,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
32,20220426152450,1,22,3,1,1,1,15,5,1,9,10,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
33,20220427184707,1,22,3,1,1,1,15,5,1,9,10,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
34,20220428213612,1,22,3,1,1,1,15,5,1,9,10,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
35,20220429133749,1,22,3,1,1,1,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
36,20220430092635,1,22,3,1,1,1,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
37,20220501014110,1,22,3,1,1,1,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
38,20220504224248,1,22,3,1,1,1,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
39,20220505015249,1,22,3,1,1,1,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
40,20220506141209,1,22,3,1,1,1,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
41,20220507103334,1,22,3,1,1,1,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
42,20220510234421,1,22,3,1,1,1,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
43,20220511084955,1,22,3,1,1,1,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
44,20220512180404,1,22,3,1,1,1,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
45,20220513145030,1,22,3,1,1,1,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
46,20220514150056,1,22,3,1,1,1,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
47,20220515142615,1,22,3,1,1,1,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
48,20220516124206,1,22,3,1,1,1,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
49,20220517115623,1,22,3,1,1,1,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
50,20220519215350,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
51,20220520203230,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
52,20220521173740,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
53,20220522182441,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
54,20220523174610,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
55,20220524210708,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
56,20220525142953,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
57,20220526000139,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
58,20220527085721,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
59,20220528132202,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
60,20220529082843,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
61,20220530175233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,20220531020551,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
63,20220601081817,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
64,20220602212501,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
65,20220603170124,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
66,20220604185223,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
67,20220605155141,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
68,20220606212348,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
69,20220607092304,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
70,20220608085321,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
71,20220609132559,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
72,20220610223943,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
73,20220611041536,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
74,20220612180737,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
75,20220613120702,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
76,20220614122451,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
77,20220615063714,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
78,20220618042708,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
79,20220619092152,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
80,20220620185241,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
81,20220621075934,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
82,20220622163745,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
83,20220624010545,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
84,20220625234951,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
85,20220626223915,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
86,20220627021118,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
87,20220628053939,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
88,20220701030153,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
89,20220702222447,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
90,20220703182106,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
91,20220704180720,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
92,20220705173810,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
93,20220706135338,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
94,20220707193512,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
95,20220708140811,1,22,3,1,1,0,15,5,1,9,8,1,18,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,6,1
