,Timestamp,"//*[@style=""height:24px;width:97px""]_RELOC","xpath//*[@id=""__cond-75152""]/div/div[2]/footer/div/div[4]/div/div/div/div/a/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" iUiZBt "")]/li[6]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ojwc4z-0 "")][1]/div[2]_RELOC",class nameojwc4z-1_SEL,"xpath//*[@id=""__cond-75152""]/div/div/div[3]/div[2]/ul/li[6]/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" eOjPxb "")]/li[3]/div[1]_RELOC",class nameo7qeou-3_SEL,"xpath//*[@id=""__cond-75152""]/div/div/div[8]/ul/li[3]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" eOjPxb "")]/li[2]_RELOC",class nameo7qeou-0_SEL,"xpath//*[@id=""__cond-75152""]/div/div/div[8]/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" deuuwy "")]_RELOC",class namesc-1pc5grg-1_SEL,"xpath//*[@id=""__cond-75162""]/div/div_SEL","//*[@id=""__cond-75164""]_RELOC",id__cond-75164_SEL,"xpath//*[@id=""__cond-75164""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" cwIPWO "")]/li[3]_RELOC",class namesc-1lxvzhd-0_SEL,"xpath//*[@id=""__cond-75152""]/div/div/div[6]/div[2]/ul/li[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ckHxed "")]_RELOC",class namesc-1sjqft3-1_SEL,"xpath//*[@id=""__cond-75152""]/div/div/div[2]/div/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ckYImm "")]_RELOC",class namesc-2xfn8l-0_SEL,"xpath//*[@id=""__cond-75152""]/div/div[2]/footer/div[2]/div/div/div/div[2]/div[5]/div/div/div[2]/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" glIZQf "")]/div[1]/div[4]/div[5]/div[1]/div[1]_RELOC",class namesc-1wj22sv-4_SEL,"xpath//*[@id=""__cond-75152""]/div/div/div[4]/div[5]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" eOjPxb "")]/li[5]/p[1]_RELOC",class nameo7qeou-2_SEL,"xpath//*[@id=""__cond-75152""]/div/div/div[8]/ul/li[5]/p_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" iUiZBt "")]/li[3]/div[1]/p[1]_RELOC",class nameojwc4z-5_SEL,"xpath//*[@id=""__cond-75152""]/div/div/div[3]/div[2]/ul/li[3]/div/p_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" jKUqLc "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sc-1p2sah-0 "")][2]_RELOC",class namesc-1p2sah-0_SEL,"xpath//*[@id=""__cond-75152""]/div/div[2]/footer/div/div[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" glIZQf "")]/div[1]/div[4]/div[3]/div[2]_RELOC",class namesc-1wj22sv-5_SEL,"xpath//*[@id=""__cond-75152""]/div/div/div[4]/div[3]/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" gOHQQL "")]/li[1]_RELOC",class namebs2e71-0_SEL,"xpath//*[@id=""__cond-75152""]/div/div[2]/footer/div[2]/div/div/div/div[2]/div[5]/div/div/div[2]/div/ul/li_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" fPnIVd "")]_RELOC",class nameyue4at-0_SEL,"xpath//*[@id=""__cond-75152""]/div/div/div[2]/div/div/div/div[2]/div[5]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" glIZQf "")]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" pvbp07-0 "")][2]/div[2]//*[@style=""width:24px;height:24px""]_RELOC",class namesc-1gyxcpm-0_SEL,"xpath//*[@id=""__cond-75152""]/div/div/div[4]/div[2]/div/div/div/a/div/div/div_SEL","//*[@id=""wm-media-curtain""]_RELOC",idwm-media-curtain_SEL,"xpath//*[@id=""wm-media-curtain""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" lipXJb "")]_RELOC",class namesc-119uko5-1_SEL,"xpath//*[@id=""__cond-75166""]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" eVbyJm "")]_RELOC",class namesc-1q7ufon-1_SEL,"xpath//*[@id=""__cond-75152""]/div/div/div[5]/div_SEL"
17,20220124153235,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False
18,20220125081441,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False
19,20220126152231,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False
20,20220127125311,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False
21,20220128141240,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
22,20220129234454,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
23,20220130141415,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
24,20220131041435,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
25,20220201162403,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False
26,20220202173633,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
27,20220203220806,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
28,20220204145247,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
29,20220205122622,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
30,20220207054754,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False
31,20220208214530,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
32,20220209134837,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
33,20220210175408,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
34,20220211063651,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False
35,20220214202820,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
36,20220215123803,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
37,20220216135432,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
38,20220217220141,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
39,20220222190207,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
40,20220224221758,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False
41,20220225211858,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
42,20220227194155,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False
43,20220228161834,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False
44,20220301065604,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
45,20220302235733,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
46,20220303194626,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
47,20220305161003,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False
48,20220306214732,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
49,20220307145615,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
50,20220308222746,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
51,20220309134558,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
52,20220311101452,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False
53,20220312232642,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
54,20220313230127,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
55,20220314110048,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False
56,20220315231043,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
57,20220316222007,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
58,20220317150205,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False
59,20220318185903,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
60,20220319130101,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False
61,20220320133139,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False
62,20220321165754,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
63,20220322164744,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
64,20220323112850,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
65,20220324201038,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
66,20220325192739,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
67,20220326223557,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False
68,20220327122756,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
69,20220328125720,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False
70,20220329232514,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
71,20220330203631,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
72,20220331215845,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
73,20220401221250,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False
74,20220403135929,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False
