,Timestamp,"//*[@id=""product-search-data""]/a[43]/li[1]/div[1]/span[1]_RELOC",class namecenter-search-block-left-decription_SEL,"xpath//*[@id=""product-search-data""]/a[43]/li/div/span_SEL","//*[@id=""dropdown-menu-0-5""]/ul[1]/li[7]_RELOC","xpath//*[@id=""dropdown-menu-0-5""]/ul/li[7]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-body"")]/li[9]/ul[1]/li[1]/ul[1]/li[8]_RELOC",class namelevel-3_SEL,"xpath//*[@id=""nav-mobile""]/ul/li[9]/ul/li/ul/li[8]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-body"")]/li[5]/ul[1]/li[9]/ul[1]/li[1]/ul[1]//*[@data-spm-click=""gostr=/alicloud;locaid=dnavproductdatasearch3;""]/div[1]/div[1]_RELOC",class namerow_SEL,"xpath//*[@id=""nav-mobile""]/ul/li[5]/ul/li[9]/ul/li/ul/li[4]/a/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" searchs"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" searchlist"")][1]/div[1]_RELOC",class nameitemss_SEL,"xpath//*[@id=""links""]/div/div[2]/div[4]/div_SEL","//*[@id=""solution-search-data""]/a[105]/li[1]/div[1]/div[1]_RELOC",class namecenter-search-block-left-title_SEL,"xpath//*[@id=""solution-search-data""]/a[105]/li/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" rd--product-explorer--list"")]/*[@data-product=""1""][1]_RELOC",class namerd--product-explorer--list-item_SEL,"xpath//*[@id=""J_6241640810""]/section/div/div/div/aside/ul/li_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-body"")]//*[@data-spm-click=""gostr=/alicloud;locaid=dnavproductiot2;""]/div[1]_RELOC",class namecontainer_SEL,"xpath//*[@id=""nav-mobile""]/ul/li[5]/ul/li[15]/ul/ul/li[2]/a/div_SEL","//*[@type=""button""]/span[2]_RELOC",class nameicon-bar_SEL,"xpath//*[@id=""J_6791778070""]/header/div/div/div/button/span[2]_SEL","//*[@id=""product-search-data""]/a[191]/li[1]_RELOC",class namecenter-search-block-li_SEL,"xpath//*[@id=""product-search-data""]/a[191]/li_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-body"")]/li[5]/ul[1]/li[4]/ul[1]/li[5]/ul[1]/li[1]_RELOC",class namelevel-4_SEL,"xpath//*[@id=""nav-mobile""]/ul/li[5]/ul/li[4]/ul/li[5]/ul/li_SEL","//*[@id=""js-product-height""]/*[@data-product=""3""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rd--product-slider-wrapper"")][1]/div[1]/div[1]/div[1]_RELOC",class namecol-xs-12_SEL,"xpath//*[@id=""js-product-height""]/div[3]/div/div/div/div_SEL","//*[@id=""solution-search-data""]/a[133]/li[1]/div[2]_RELOC",class namecenter-search-block-right_SEL,"xpath//*[@id=""solution-search-data""]/a[133]/li/div[2]_SEL","//*[@id=""product-search-data""]/a[15]/li[1]/div[1]_RELOC",class namecenter-search-block-left_SEL,"xpath//*[@id=""product-search-data""]/a[15]/li/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-body"")]/li[9]/ul[1]/li[1]/ul[1]/li[14]_RELOC","xpath//*[@id=""nav-mobile""]/ul/li[9]/ul/li/ul/li[14]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-body"")]/li[5]/ul[1]/li[6]/a[1]/div[1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" fa"")][1]_RELOC",class namefa_SEL,"xpath//*[@id=""nav-mobile""]/ul/li[5]/ul/li[6]/a/div/div/span[2]_SEL","//*[@id=""product-search-data""]/a[144]/li[1]/div[2]_RELOC","xpath//*[@id=""product-search-data""]/a[144]/li/div[2]_SEL","//*[@id=""dropdown-menu-sol-4""]/div[1]/ul[7]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sceTitle"")][1]_RELOC",class namesceTitle_SEL,"xpath//*[@id=""dropdown-menu-sol-4""]/div/ul[7]/li_SEL","//*[@id=""solution-search-data""]/a[50]/li[1]/div[1]/div[1]_RELOC","xpath//*[@id=""solution-search-data""]/a[50]/li/div/div_SEL","//*[@id=""dropdown-menu-0-0""]/ul[1]/li[3]_RELOC","xpath//*[@id=""dropdown-menu-0-0""]/ul/li[3]_SEL"
18,20220219224900,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
19,20220220235041,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
20,20220221234116,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
21,20220222063226,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
22,20220223224801,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
23,20220224231604,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
24,20220225104614,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
25,20220226000048,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
26,20220227231026,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
27,20220228221931,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
28,20220301234753,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
29,20220302234956,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
30,20220303105700,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
31,20220304215223,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
32,20220305222758,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
33,20220306233601,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
34,20220307232420,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
35,20220308133051,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
36,20220309235721,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
37,20220310235444,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
38,20220311165129,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
39,20220313232350,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
40,20220314233126,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True
41,20220315223154,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
42,20220316090043,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
43,20220317233023,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
44,20220318210824,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,20220319220643,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
46,20220320232610,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
47,20220321231323,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
48,20220322224622,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
49,20220323220816,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
50,20220324234219,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
51,20220325232417,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,20220326221349,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
53,20220327230944,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
54,20220328201917,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
55,20220329233117,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
56,20220330223914,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
57,20220331234248,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
58,20220401232438,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
59,20220402212822,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
60,20220403080755,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
61,20220404211604,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
62,20220405224817,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
63,20220406232437,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
64,20220407222301,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
65,20220408230648,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
66,20220409221312,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
67,20220410173703,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
68,20220411175747,True,False,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,True,True
69,20220412221521,True,False,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,True,True
70,20220413184803,True,False,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,True,True
71,20220414191155,True,False,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,True,True
72,20220415231235,True,False,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,True,True
73,20220416234940,True,False,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,True,True
74,20220417235849,True,False,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,True,True
75,20220418221237,True,False,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,True,True
76,20220419230925,True,False,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,True,True
77,20220420235801,True,False,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,True,True
78,20220421231305,True,False,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,True,True
79,20220422232612,True,False,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,True,True
80,20220423233527,True,False,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,True,True
