,Timestamp,//main[1]/div[1]/div[18]/div[1]/div[1]/ul[1]/li[1]/div[1]/div[1]/div[1]/div[2]/div[1]/dl[1]/div[1]_RELOC,class namessrcss-8d0yke-MetadataStripItem_SEL,"xpath//*[@id=""main-content""]/div/div[18]/div/div/ul/li/div/div/div/div[2]/div/dl/div_SEL",//main[1]/div[1]/div[18]/div[1]/div[1]/ul[1]/li[1]/div[1]_RELOC,class namessrcss-lhuji8-Promo_SEL,"xpath//*[@id=""main-content""]/div/div[18]/div/div/ul/li/div_SEL",//main[1]/div[1]/div[4]/div[1]/div[1]/div[1]/div[1]/h2[1]/a[1]/span[1]_RELOC,class namessrcss-1j1oyxe-IconContainer_SEL,"xpath//*[@id=""main-content""]/div/div[4]/div/div/div/div/h2/a/span_SEL","//main[1]/div[1]/div[6]/div[1]/div[1]/ul[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ssrcss-1r7nvnf-ListItem"")][3]/div[1]/div[1]/div[1]/div[2]/div[1]/dl[1]/div[1]/dd[1]/span[1]_RELOC",class namessrcss-8g95ls-MetadataSnippet_SEL,"xpath//*[@id=""main-content""]/div/div[6]/div/div/ul/li[3]/div/div/div/div[2]/div/dl/div/dd/span_SEL",//main[1]/div[1]/div[15]/div[1]/div[1]/ul[1]/li[1]/div[1]/div[1]/div[2]/div[1]/div[1]_RELOC,class namessrcss-1wsf921-PageTypeWrapper_SEL,"xpath//*[@id=""main-content""]/div/div[15]/div/div/ul/li/div/div/div[2]/div/div_SEL","//main[1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ssrcss-1ediodu-Container"")][2]/div[1]/div[1]/ul[1]/li[2]/div[1]/div[1]/div[2]/div[1]/div[1]/span[1]_RELOC",class namessrcss-o5pw9a-Placeholder_SEL,"xpath//*[@id=""main-content""]/div/div[8]/div/div/ul/li[2]/div/div/div[2]/div/div/span_SEL",//header[1]/div[3]_RELOC,"xpath//*[@id=""header-content""]/div[3]_SEL",//main[1]/div[1]/div[19]/div[1]/div[1]/ul[1]/li[1]/div[1]/div[1]/div[1]/div[1]/a[1]/span[1]_RELOC,"xpath//*[@id=""main-content""]/div/div[19]/div/div/ul/li/div/div/div/div/a/span_SEL","//main[1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ssrcss-17f6w9v-Container"")][7]/div[1]/div[1]/ul[1]/li[3]/div[1]/div[1]_RELOC",class namessrcss-y4q8z6-PromoSwitchLayoutAtBreakpoints_SEL,"xpath//*[@id=""main-content""]/div/div[12]/div/div/ul/li[3]/div/div_SEL",//main[1]/div[1]/div[4]/div[1]/div[1]/ul[1]/li[3]/div[1]/div[1]/div[1]/div[2]/div[1]_RELOC,"xpath//*[@id=""main-content""]/div/div[4]/div/div/ul/li[3]/div/div/div/div[2]/div_SEL","//main[1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ssrcss-s9xgpu-StaticLinks"")][3]/div[1]/nav[1]/div[1]/ul[1]/li[5]/div[1]/div[1]/div[1]/div[1]/a[1]/span[1]/p[1]_RELOC",class namessrcss-6arcww-PromoHeadline_SEL,"xpath//*[@id=""main-content""]/div/div[23]/div/nav/div/ul/li[5]/div/div/div/div/a/span/p_SEL",//main[1]/div[1]/div[3]/div[1]/div[1]/ul[1]/li[2]/div[1]/div[1]/div[2]/div[1]/div[1]/span[1]_RELOC,"xpath//*[@id=""main-content""]/div/div[3]/div/div/ul/li[2]/div/div/div[2]/div/div/span_SEL","//main[1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ssrcss-1ediodu-Container"")][1]/div[1]/div[1]/ul[1]/li[2]/div[1]/div[1]/div[1]/div[1]_RELOC",class namessrcss-1cbga70-Stack_SEL,"xpath//*[@id=""main-content""]/div/div[2]/div/div/ul/li[2]/div/div/div/div_SEL","//main[1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ssrcss-1ediodu-Container"")][2]/div[1]/div[1]/ul[1]/li[1]/div[1]/div[1]/div[2]_RELOC",class namessrcss-z60stg-PromoImageContainer_SEL,"xpath//*[@id=""main-content""]/div/div[8]/div/div/ul/li/div/div/div[2]_SEL","//main[1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ssrcss-17f6w9v-Container"")][7]/div[1]/div[1]/ul[1]/li[3]/div[1]_RELOC","xpath//*[@id=""main-content""]/div/div[12]/div/div/ul/li[3]/div_SEL","//main[1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ssrcss-1ediodu-Container"")][1]/div[1]/div[1]/ul[1]/li[1]/div[1]/div[1]/div[1]_RELOC",class namessrcss-1gi6l8c-PromoContent_SEL,"xpath//*[@id=""main-content""]/div/div[2]/div/div/ul/li/div/div/div_SEL",//main[1]/div[1]/div[5]/div[1]/div[1]/ul[1]/li[2]/div[1]/div[1]/div[1]/div[1]/a[1]/span[1]/p[1]/span[1]_RELOC,"xpath//*[@id=""main-content""]/div/div[5]/div/div/ul/li[2]/div/div/div/div/a/span/p/span_SEL","//main[1]/div[1]/div[13]/div[1]/div[1]/ul[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ssrcss-rs7w2i-ListItem"")][1]/div[1]/div[1]/div[1]/div[2]/div[1]/dl[1]/div[2]/dd[1]/span[1]_RELOC","xpath//*[@id=""main-content""]/div/div[13]/div/div/ul/li/div/div/div/div[2]/div/dl/div[2]/dd/span_SEL",//main[1]/div[1]/div[5]/div[1]/div[1]/ul[1]/li[1]/div[1]/div[1]/div[1]/div[1]/a[1]/span[1]/p[1]_RELOC,"xpath//*[@id=""main-content""]/div/div[5]/div/div/ul/li/div/div/div/div/a/span/p_SEL",//main[1]/div[1]/div[7]/div[1]/div[1]/ul[1]/li[1]/div[1]/div[1]/div[2]/div[1]/div[1]_RELOC,class namessrcss-fec6qv-ImageWrapper_SEL,"xpath//*[@id=""main-content""]/div/div[7]/div/div/ul/li/div/div/div[2]/div/div_SEL"
26,20211225233627,1,54,3,1,56,3,1,5,1,0,54,1,1,8,3,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,3
27,20211226231622,1,53,3,1,56,3,1,5,1,0,53,1,1,7,6,1,56,1,1,1,1,3,0,56,1,1,1,1,56,0,1,1,1,125,3,1,56,3,0,1,1,56,6,0,0,0,0,0,0,1,56,4
28,20211227235652,1,54,3,1,56,3,1,5,1,0,54,1,1,8,3,1,56,1,1,1,1,3,0,56,1,1,1,1,56,0,1,1,1,125,3,1,56,3,0,1,1,56,6,0,0,0,0,0,0,1,56,3
29,20211228233037,1,57,3,1,58,3,1,5,1,0,57,1,0,11,0,1,58,1,1,1,1,3,0,56,1,1,1,1,58,0,1,1,1,129,3,1,58,3,0,1,1,58,6,0,0,0,0,0,0,1,58,4
30,20211229235637,1,53,3,1,56,3,1,5,1,0,53,1,1,8,4,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,3
31,20211230234607,1,54,3,1,56,3,1,5,1,0,54,1,1,8,4,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,3
32,20211231231623,1,55,3,1,58,3,0,5,0,0,55,0,0,8,0,1,58,1,1,1,1,3,0,56,1,1,1,1,58,0,0,0,1,129,3,1,58,3,0,1,1,58,6,1,1,0,0,1,3,1,58,3
33,20220101235256,1,54,3,1,56,3,1,5,1,0,54,1,1,12,3,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,4
34,20220102231610,1,53,3,1,56,3,1,5,1,0,53,1,1,10,3,1,56,1,1,1,1,3,0,56,1,1,1,1,56,0,1,1,1,125,3,1,56,3,0,1,1,56,6,0,0,0,0,0,0,1,56,3
35,20220103235515,1,55,3,1,56,3,1,5,1,0,55,1,1,9,4,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,3
36,20220104231728,1,54,3,1,56,3,1,5,1,0,54,1,1,6,3,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,4
37,20220105231855,1,54,3,1,56,3,1,5,1,0,54,1,1,6,4,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,3
38,20220106224717,1,55,3,1,56,3,1,5,1,0,55,1,1,8,4,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,3
39,20220107233042,1,55,3,1,56,3,1,5,1,0,55,1,1,10,4,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,3
40,20220108231642,1,53,3,1,56,3,1,5,1,0,53,1,1,10,5,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,4
41,20220109234515,1,54,3,1,56,3,1,5,1,0,54,1,1,15,4,1,56,1,1,1,1,3,0,56,1,1,1,1,56,0,1,1,1,125,3,1,56,3,0,1,1,56,6,0,0,0,0,0,0,1,56,4
42,20220110231703,1,56,3,1,56,3,1,5,1,0,56,1,1,13,6,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,4
43,20220111235721,1,59,3,1,56,3,1,5,1,0,59,1,1,10,3,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,2,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,4
44,20220112233114,1,55,3,1,56,3,1,5,1,0,55,1,1,9,4,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,3
45,20220113231639,1,57,3,1,56,3,1,5,1,0,57,1,1,7,3,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,3
46,20220114233900,1,52,3,1,56,3,1,5,1,0,52,1,1,12,3,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,4
47,20220115235621,1,54,3,1,56,3,1,5,1,0,54,1,1,9,3,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,4
48,20220116231719,1,53,3,1,56,3,1,5,1,0,53,1,1,13,3,1,56,1,1,1,1,3,0,56,1,1,1,1,56,0,1,1,1,125,3,1,56,3,0,1,1,56,6,0,0,0,0,0,0,1,56,4
49,20220117232521,1,52,3,1,56,3,1,5,1,0,52,1,1,11,3,1,56,1,1,1,1,3,0,56,1,1,1,1,56,0,1,1,1,125,3,1,56,3,0,1,1,56,6,0,0,0,0,0,0,1,56,3
50,20220118232447,1,57,3,1,56,3,1,5,1,0,57,1,1,11,4,1,57,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,4
51,20220119230014,1,55,3,1,56,3,1,5,1,0,55,1,1,10,4,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,3
52,20220120235054,1,57,3,1,56,3,1,5,1,0,57,2,1,10,4,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,3
53,20220121234315,1,56,3,1,56,3,1,5,1,0,56,1,1,12,4,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,3
54,20220122235612,1,58,4,1,56,3,1,5,1,0,58,1,1,10,4,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,3
55,20220123232943,1,53,4,1,56,3,1,5,1,0,53,1,1,14,3,1,56,1,1,1,1,3,0,56,1,1,1,1,56,0,1,1,1,125,3,1,56,3,0,1,1,56,6,0,0,0,0,0,0,1,56,4
56,20220124235519,1,56,3,1,56,3,1,5,1,0,56,2,1,10,5,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,3
57,20220125235255,1,57,3,1,56,3,1,5,1,0,57,2,1,8,3,1,56,1,1,1,1,3,0,56,1,1,1,1,56,0,1,1,1,125,3,1,56,3,0,1,1,56,6,0,0,0,0,0,0,1,56,4
58,20220126235150,1,53,3,1,56,3,1,5,1,0,53,1,1,11,5,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,3
59,20220127231827,1,53,3,1,56,3,1,5,1,0,53,1,1,11,4,1,57,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,3
60,20220128231832,1,56,3,1,56,3,1,5,1,0,56,1,1,9,3,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,3
61,20220129235427,1,53,3,1,56,3,1,5,1,0,53,1,1,10,4,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,3
62,20220130235154,1,54,5,1,56,3,1,5,1,0,54,1,1,9,3,1,56,1,1,1,1,3,0,56,1,1,1,1,56,0,1,2,1,125,3,1,56,3,0,1,1,56,6,0,0,0,0,0,0,1,56,3
63,20220131234925,1,55,3,1,56,3,1,5,1,0,55,1,1,11,5,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,3
64,20220201235935,1,54,3,1,56,3,1,5,1,0,54,1,1,13,4,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,3
65,20220202235059,1,54,3,1,56,3,1,5,1,0,54,1,1,7,3,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,3
66,20220203233648,1,58,3,1,56,3,1,5,1,0,58,1,1,12,5,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,3
67,20220204235903,1,57,3,1,56,3,1,5,1,0,57,1,1,11,3,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,0,0,0,0,0,0,1,56,4
68,20220205231708,1,58,3,1,58,3,1,5,1,0,58,1,1,12,3,1,58,1,1,1,1,3,0,56,0,1,1,1,58,0,1,2,1,129,3,1,58,3,0,0,1,58,6,1,1,0,0,1,3,0,58,0
69,20220206231755,1,57,3,1,56,3,0,5,0,0,57,2,1,10,4,1,56,0,1,1,1,3,0,56,1,0,0,1,56,0,1,1,1,125,3,1,56,0,0,1,1,56,6,1,1,0,0,1,3,1,56,3
70,20220207233924,1,53,3,1,56,3,1,5,1,0,53,1,1,6,4,1,56,1,1,1,1,3,0,56,0,1,1,1,56,0,1,1,1,125,3,1,56,3,0,0,1,56,6,1,1,0,0,1,3,0,56,0
