,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" central-featured "")]_RELOC",class namecentral-featured_SEL,"xpath//*[@id=""www-wikipedia-org""]/div[2]_SEL","//*[@id=""js-link-box-pl""]/small[1]/span[1]_RELOC","xpath//*[@id=""js-link-box-pl""]/small/span_SEL","//*[@id=""js-lang-lists""]/*[@data-el-section=""secondary links""][4]/ul[1]/li[90]_RELOC","xpath//*[@id=""js-lang-lists""]/div[4]/ul/li[90]_SEL","//*[@id=""js-lang-lists""]/*[@data-el-section=""secondary links""][4]/ul[1]/li[7]_RELOC","xpath//*[@id=""js-lang-lists""]/div[4]/ul/li[7]_SEL","//*[@id=""js-lang-lists""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" langlist-large "")][2]/ul[1]/li[7]_RELOC","xpath//*[@id=""js-lang-lists""]/div[2]/ul/li[7]_SEL","//*[@id=""portalBanner_en6C_2021a_txt_2""]_RELOC",class namebanner_SEL,idportalBanner_en6C_2021a_txt_2_SEL,"xpath//*[@id=""portalBanner_en6C_2021a_txt_2""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" other-projects "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" other-project "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" other-project-link "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" other-project-text "")][1]_RELOC",class nameother-project-text_SEL,"xpath//*[@id=""www-wikipedia-org""]/div[11]/div[3]/div/a/div[2]_SEL","//*[@id=""js-lang-lists""]/*[@data-el-section=""secondary links""][4]/ul[1]/li[49]_RELOC","xpath//*[@id=""js-lang-lists""]/div[4]/ul/li[49]_SEL","//*[@id=""js-lang-lists""]/*[@data-el-section=""secondary links""][4]/ul[1]/li[85]_RELOC","xpath//*[@id=""js-lang-lists""]/div[4]/ul/li[85]_SEL","//*[@data-jsl10n=""wikiquote.slogan""]_RELOC",class nameother-project-tagline_SEL,"xpath//*[@id=""www-wikipedia-org""]/div[11]/div[3]/div[8]/a/div[2]/span[2]_SEL","//*[@id=""js-lang-lists""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" langlist-large "")][2]/ul[1]/li[19]_RELOC","xpath//*[@id=""js-lang-lists""]/div[2]/ul/li[19]_SEL","//*[@id=""js-lang-lists""]/*[@data-el-section=""secondary links""][3]/ul[1]/li[53]_RELOC","xpath//*[@id=""js-lang-lists""]/div[3]/ul/li[53]_SEL","//*[@id=""js-lang-lists""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" langlist-large "")][2]/ul[1]/li[22]_RELOC","xpath//*[@id=""js-lang-lists""]/div[2]/ul/li[22]_SEL","//*[@id=""js-lang-lists""]/*[@data-el-section=""secondary links""][3]/ul[1]/li[30]_RELOC","xpath//*[@id=""js-lang-lists""]/div[3]/ul/li[30]_SEL","//*[@id=""js-lang-lists""]/*[@data-el-section=""secondary links""][3]/ul[1]/li[49]_RELOC","xpath//*[@id=""js-lang-lists""]/div[3]/ul/li[49]_SEL","//*[@id=""js-lang-lists""]/*[@data-el-section=""secondary links""][3]/ul[1]/li[69]_RELOC","xpath//*[@id=""js-lang-lists""]/div[3]/ul/li[69]_SEL","//*[@id=""js-lang-lists""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" langlist-large "")][2]/ul[1]/li[2]_RELOC","xpath//*[@id=""js-lang-lists""]/div[2]/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" langlist-tiny "")]/ul[1]/li[28]_RELOC","xpath//*[@id=""js-lang-lists""]/div[5]/ul/li[28]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" other-projects "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" other-project "")][9]/*[contains(concat("" "", normalize-space(@class), "" ""), "" other-project-link "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" other-project-icon "")][1]_RELOC",class nameother-project-icon_SEL,"xpath//*[@id=""www-wikipedia-org""]/div[11]/div[3]/div[9]/a/div_SEL","//*[@id=""js-lang-lists""]/*[@data-el-section=""secondary links""][3]/ul[1]/li[58]_RELOC","xpath//*[@id=""js-lang-lists""]/div[3]/ul/li[58]_SEL"
21,20220204232825,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
22,20220205211622,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
23,20220206231340,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
24,20220207235156,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
25,20220208232756,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
26,20220209234527,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
27,20220210235840,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
28,20220211233003,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
29,20220212224504,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
30,20220213220245,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
31,20220214234259,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
32,20220215234846,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
33,20220216235557,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
34,20220217233449,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
35,20220218235331,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
36,20220219235415,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
37,20220220233755,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
38,20220221235032,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
39,20220222235151,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
40,20220223235701,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
41,20220224210033,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
42,20220225214950,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
43,20220226232409,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
44,20220227235617,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
45,20220228235641,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
46,20220301235559,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
47,20220302235311,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
48,20220303224514,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
49,20220304235709,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
50,20220305224643,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
51,20220306233628,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
52,20220307235949,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
53,20220308234255,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
54,20220309234648,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
55,20220310235434,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
56,20220311235209,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
57,20220312223710,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
58,20220313215905,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
59,20220314235227,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
60,20220315235723,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
61,20220316235232,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
62,20220317234712,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
63,20220318225655,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
64,20220319234436,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
65,20220320230654,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
66,20220321233634,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
67,20220322232226,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
68,20220323234030,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
69,20220324235258,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
70,20220325235154,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
71,20220326205214,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
72,20220327235853,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
73,20220328230723,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
74,20220329232235,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
75,20220330220430,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
76,20220331235606,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
77,20220401235333,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
78,20220402225522,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
79,20220403223441,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
80,20220404235044,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
81,20220405231823,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
82,20220406233822,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
83,20220407212732,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
84,20220408202018,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
85,20220409233651,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
86,20220410205243,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
87,20220411220650,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
88,20220412235335,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
89,20220413184144,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
90,20220414225619,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
91,20220415210815,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
92,20220416220051,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
93,20220417221347,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
94,20220418235825,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
95,20220419222251,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
96,20220420200857,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
