,Timestamp,"//*[@about=""/node/41276""]/span[1]_RELOC","xpath//*[@id=""block-box-shiny-content""]/div[8]/div/div/div[2]/div/div/div[3]/div/a/span_SEL","//*[@id=""block-menu-v2-submenu-row--7""]/div[2]_RELOC",class namemain-nav--subgroup_SEL,"xpath//*[@id=""block-menu-v2-submenu-row--7""]/div[2]_SEL","//*[@id=""block-menu-v2-submenu-row--5""]/div[2]/ul[1]/li[3]_RELOC",class namemain-nav--item_SEL,"xpath//*[@id=""block-menu-v2-submenu-row--5""]/div[2]/ul/li[3]_SEL","//*[@data-glide-dir=""=0""]_RELOC",class nameglide__bullet_SEL,"xpath//*[@id=""block-box-shiny-content""]/div[8]/div[2]/button_SEL","//*[@id=""block-menu-v2-submenu-row--5""]/div[2]_RELOC","xpath//*[@id=""block-menu-v2-submenu-row--5""]/div[2]_SEL","//*[@id=""block-menu-v2-submenu-row""]/div[1]/ul[2]/li[1]/a[1]/div[1]/span[1]_RELOC",class namemain-nav--child-item--title_SEL,"xpath//*[@id=""block-menu-v2-submenu-row""]/div/ul[2]/li/a/div/span_SEL","//*[@about=""/node/76306""]_RELOC",class namemodule-76306_SEL,"xpath//*[@id=""block-box-shiny-content""]/div[7]_SEL","//*[@aria-label=""Solutions""]_RELOC",class namemain-nav--primary-item_SEL,"xpath//*[@id=""block-menu-v2-item--2""]/button_SEL","//*[@style=""background-color: #FFFFFF;""]/div[1]/div[1]/div[1]/div[1]_RELOC",class namenavigation-spotlight--content_SEL,"xpath//*[@id=""block-menu-v2-submenu--6""]/div/div/div/div_SEL","//*[@aria-labelledby=""footer-mobile""]/li[1]_RELOC",class namefooter--mobile__column_SEL,"xpath//*[@id=""block-box-shiny-footerlinks-v2-mobile""]/div/ul/li_SEL","//*[@id=""block-box-shiny-footerlinks-v2""]/li[5]/ul[1]/li[1]/ul[1]/li[9]_RELOC","xpath//*[@id=""block-box-shiny-footerlinks-v2""]/li[5]/ul/li/ul/li[9]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" logo-stripe--row "")]/div[5]/div[1]_RELOC",class nameanim-wrapper_SEL,"xpath//*[@id=""block-box-shiny-content""]/div[2]/div/div[2]/div[5]/div_SEL","//*[@id=""block-menu-v2-submenu-row--2""]/div[2]/ul[1]/li[5]/a[1]/div[1]_RELOC","xpath//*[@id=""block-menu-v2-submenu-row--2""]/div[2]/ul/li[5]/a/div_SEL","//*[@aria-labelledby=""footer-mobile""]/li[1]/ul[1]/ul[1]/li[6]_RELOC","xpath//*[@id=""block-box-shiny-footerlinks-v2-mobile""]/div/ul/li/ul/ul/li[6]_SEL","//*[@id=""block-box-shiny-footerlinks-v2""]/li[3]/ul[1]/li[1]/ul[1]/li[1]_RELOC","xpath//*[@id=""block-box-shiny-footerlinks-v2""]/li[3]/ul/li/ul/li_SEL","//*[@id=""block-menu-v2-submenu-row--7""]_RELOC",idblock-menu-v2-submenu-row--7_SEL,class namemain-nav--row_SEL,"xpath//*[@id=""block-menu-v2-submenu-row--7""]_SEL","//*[@id=""block-menu-v2-submenu-row""]_RELOC",idblock-menu-v2-submenu-row_SEL,"xpath//*[@id=""block-menu-v2-submenu-row""]_SEL","//*[@id=""block-menu-v2-submenu-row--2""]/div[2]/ul[1]/li[4]/a[1]/div[1]_RELOC","xpath//*[@id=""block-menu-v2-submenu-row--2""]/div[2]/ul/li[4]/a/div_SEL","//*[@aria-labelledby=""footer-mobile""]/li[1]/ul[1]/ul[1]/li[7]_RELOC","xpath//*[@id=""block-box-shiny-footerlinks-v2-mobile""]/div/ul/li/ul/ul/li[7]_SEL","//*[@aria-labelledby=""footer-mobile""]/li[1]/ul[1]/ul[1]/li[2]_RELOC","xpath//*[@id=""block-box-shiny-footerlinks-v2-mobile""]/div/ul/li/ul/ul/li[2]_SEL"
17,20220330224508,1,2,1,8,1,1,39,1,1,2,2,1,1,1,39,8,1,1,1,1,3,1,0,2,4,1,2,2,1,1,1,9,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
18,20220331230008,1,2,1,8,1,1,39,1,1,2,2,1,1,1,39,8,1,1,1,1,3,1,0,2,4,1,2,2,1,1,1,9,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
19,20220401183646,1,2,1,8,1,1,39,1,1,2,2,1,1,1,39,8,1,1,1,1,3,1,0,2,4,1,2,2,1,1,1,9,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
20,20220402185931,1,2,1,8,1,1,39,1,1,2,2,1,1,1,39,8,1,1,1,1,3,1,0,2,4,1,2,2,1,1,1,9,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
21,20220403234059,1,2,1,8,1,1,39,1,1,2,2,1,1,1,39,8,1,1,1,1,3,1,0,2,4,1,2,2,1,1,1,9,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
22,20220404174318,1,2,1,8,1,1,39,1,1,2,2,1,1,1,39,8,1,1,1,1,3,1,0,2,4,1,2,2,1,1,1,9,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
23,20220407185922,1,2,1,8,1,1,39,1,1,2,2,1,1,1,39,8,1,1,1,1,3,1,0,2,4,1,2,2,1,1,1,9,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
24,20220408230645,1,2,1,8,1,1,39,1,1,2,2,1,1,1,39,8,1,1,1,1,3,1,0,2,4,1,2,2,1,1,1,9,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
25,20220409194357,1,2,1,8,1,1,39,1,1,2,2,1,1,1,39,8,1,1,1,1,3,1,0,2,4,1,2,2,1,1,1,9,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
26,20220410193249,1,2,1,8,1,1,39,1,1,2,2,1,1,1,39,8,1,1,1,1,3,1,0,2,4,1,2,2,1,1,1,9,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
27,20220411222851,1,2,1,8,1,1,39,1,1,2,2,1,1,1,39,8,1,1,1,1,3,1,0,2,4,1,2,2,1,1,1,9,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
28,20220413211349,1,2,1,8,1,1,39,1,1,2,2,1,1,1,39,8,1,1,1,1,3,1,0,2,4,1,2,2,1,1,1,9,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
29,20220415235047,1,2,1,8,1,1,39,1,1,2,2,1,1,1,39,8,1,1,1,1,3,1,0,2,4,1,2,2,1,1,1,9,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
30,20220416220020,1,2,1,8,1,1,39,1,1,2,2,1,1,1,39,8,1,1,1,1,3,1,0,2,4,1,2,2,1,1,1,9,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
31,20220417224406,1,2,1,8,1,1,39,1,1,2,2,1,1,1,39,8,1,1,1,1,3,1,0,2,4,1,2,2,1,1,1,9,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
32,20220418231134,1,2,1,8,1,1,39,1,1,2,2,1,1,1,39,8,1,1,1,1,3,1,0,2,4,1,2,2,1,1,1,9,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
33,20220419235355,1,2,1,8,1,1,39,1,1,2,2,1,1,1,39,8,1,1,1,1,3,1,0,2,4,1,2,2,1,1,1,11,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
34,20220420203713,1,0,1,8,1,1,39,1,1,2,0,1,1,1,39,8,0,7,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
35,20220421224356,1,0,1,8,1,1,39,1,1,2,0,1,1,1,39,8,0,7,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
36,20220422190107,1,0,1,8,1,1,39,1,1,2,0,1,1,1,39,8,0,7,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
37,20220423230931,1,0,1,8,1,1,39,1,1,2,0,1,1,1,39,8,0,7,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
38,20220424231403,1,0,1,8,1,1,39,1,1,2,0,1,1,1,39,8,0,7,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
39,20220425151315,1,0,1,8,1,1,39,1,1,2,0,1,1,1,39,8,0,7,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
40,20220426210243,1,0,1,8,1,1,39,1,1,2,0,1,1,1,39,8,0,7,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
41,20220427191010,1,0,1,8,1,1,39,1,1,2,0,1,1,1,39,8,0,7,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
42,20220429165720,1,0,1,8,1,1,39,1,1,2,0,1,1,1,39,8,0,7,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
43,20220430135931,1,0,1,8,1,1,39,1,1,2,0,1,1,1,39,8,0,7,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
44,20220506235234,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
45,20220507205940,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
46,20220509181823,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
47,20220510190617,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
48,20220511175641,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
49,20220512214521,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
50,20220513223451,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
51,20220514225440,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
52,20220515234038,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
53,20220517190531,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
54,20220520213251,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
55,20220521200641,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
56,20220522190601,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
57,20220523075258,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
58,20220524111418,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
59,20220526173715,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,10,1,1,1,1,1,2,1,2,1,2
60,20220527190627,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
61,20220528170031,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
62,20220529122128,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
63,20220530140004,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
64,20220531205957,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
65,20220602201122,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
66,20220603204020,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
67,20220604231025,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
68,20220605225132,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
69,20220606221711,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
70,20220607223526,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
71,20220608231413,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
72,20220609235201,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
73,20220612033619,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
74,20220613114652,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
75,20220614100311,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
76,20220618130829,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
77,20220619162251,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
78,20220620144143,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
79,20220621190940,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
80,20220622173326,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
81,20220624232253,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
82,20220625223810,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
83,20220626191104,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
84,20220627203430,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
85,20220628202043,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
86,20220629202810,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
87,20220701191140,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
88,20220702144642,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
89,20220703182020,1,0,1,8,1,1,38,1,1,4,0,1,1,1,38,8,0,9,1,1,3,1,0,2,4,1,2,2,1,1,1,19,1,1,2,1,2,1,6,1,1,2,1,1,1,1,1,2,1,2,1,2
