,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" otherprojects "")]/div[12]_RELOC",class nameotherprojects-item_SEL,"xpath//*[@id=""www-wikimedia-org""]/div[2]/div[12]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" otherprojects "")]/div[1]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div_SEL","//*[@title=""Wikimedia Commons â Shared media repository""]/span[1]_RELOC",class nameicon_SEL,"xpath//*[@id=""www-wikimedia-org""]/div[2]/div[11]/a/span_SEL","//*[@title=""Meta-Wiki â Wikimedia project coordination""]/span[1]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div[13]/a/span_SEL","//*[@id=""footer""]_RELOC",idfooter_SEL,"xpath//*[@id=""footer""]_SEL","//*[@title=""Wikinews â Free content news source""]/span[1]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div[6]/a/span_SEL","//*[@title=""Wikimedia Incubator â For language versions in development""]/span[1]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div[14]/a/span_SEL","//*[@style=""text-align: right;""]_RELOC","xpath//*[@id=""intro""]/p[3]_SEL","//*[@id=""intro""]/p[2]_RELOC","xpath//*[@id=""intro""]/p[2]_SEL",//ul[1]/li[2]_RELOC,"xpath//*[@id=""footer""]/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" otherprojects "")]/div[3]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div[3]_SEL","//*[@title=""Wikipedia â The free encyclopedia""]/span[1]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div/a/span_SEL","//*[@title=""Wiktionary â The free dictionary""]/span[1]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div[2]/a/span_SEL","//*[@title=""Wikimedia Foundation public relations""]/span[1]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div[16]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" otherprojects "")]/div[11]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div[11]_SEL","//*[@title=""Wikiversity â Open learning community""]/span[1]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div[7]/a/span_SEL","//*[@id=""intro""]_RELOC",idintro_SEL,"xpath//*[@id=""intro""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" otherprojects "")]/div[7]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div[7]_SEL","//*[@title=""Wikivoyage â The free, worldwide travel guide""]/span[1]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div[12]/a/span_SEL","//*[@id=""intro""]/p[1]_RELOC","xpath//*[@id=""intro""]/p_SEL"
14,20220319222018,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
15,20220320130718,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
16,20220321184541,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
17,20220322212201,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
18,20220323163550,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
19,20220324210031,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
20,20220325191748,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
21,20220326204059,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
22,20220327215232,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
23,20220328224651,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
24,20220329230032,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
25,20220330205851,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
26,20220331225747,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
27,20220401170225,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
28,20220402234805,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
29,20220403203701,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
30,20220404213128,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
31,20220405234756,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
32,20220406223647,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
33,20220407202411,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
34,20220408230902,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
35,20220409221609,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
36,20220410225754,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
37,20220411234257,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
38,20220412234156,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
39,20220413171011,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
40,20220414204706,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
41,20220415183041,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
42,20220416221713,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
43,20220417185940,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
44,20220418175046,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
45,20220419214315,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
46,20220420212546,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
47,20220421204617,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
48,20220422200301,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
49,20220423205423,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
50,20220424235139,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
51,20220425165110,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
52,20220426212357,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
53,20220427233133,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
54,20220428231901,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
55,20220429210743,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
56,20220430232140,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
57,20220501175816,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
58,20220502231633,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
59,20220503152615,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
60,20220504232159,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
61,20220505224033,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
62,20220506211137,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
63,20220507222555,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
64,20220508234241,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
65,20220509202230,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
66,20220510215702,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
67,20220511224516,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
68,20220512235016,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
69,20220513233356,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
70,20220514220739,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
71,20220515221022,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
72,20220516224046,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
73,20220517232516,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
74,20220518235614,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
75,20220519204123,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
76,20220520195533,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
77,20220521221139,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
78,20220522203414,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
79,20220523212435,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
80,20220524230032,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
81,20220525150652,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
82,20220526181111,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
83,20220527203100,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
84,20220528190148,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
85,20220529200412,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
86,20220530214318,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
87,20220531151024,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
88,20220601233635,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
89,20220602204641,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
90,20220603232942,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
91,20220604232329,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
92,20220605222622,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
93,20220606232430,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
94,20220607104854,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
95,20220608132241,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
96,20220609162039,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
97,20220610230615,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
98,20220611183329,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
99,20220612235433,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
100,20220613185450,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
101,20220614220727,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
102,20220615213547,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
103,20220616233014,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
104,20220617195511,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
105,20220618224241,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
106,20220619223805,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
107,20220620230211,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
108,20220621193809,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
109,20220622222631,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
110,20220623215255,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
111,20220624233041,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
112,20220625230414,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
113,20220626234441,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
114,20220627235240,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
115,20220628224640,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
