,Timestamp,"//*[@id=""globalbar""]_RELOC",idglobalbar_SEL,"xpath//*[@id=""globalbar""]_SEL","//*[@data-url=""https://pse.is/39vfy3""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" media-body "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" media-footer "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" list-unstyled "")][1]/li[1]_RELOC","xpath//*[@id=""banner-1_1""]/div/div[3]/div/div/div[2]/ul/li_SEL","//*[@data-slide-to=""0""]_RELOC",class nameactive_SEL,"xpath//*[@id=""banner-1_1""]/ol/li_SEL","//*[@id=""banner-1_2""]/*[@data-slide=""next""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sr-only "")][1]_RELOC",class namesr-only_SEL,"xpath//*[@id=""banner-1_2""]/a[2]/span[2]_SEL","//*[@id=""banner-1_1""]/*[@data-slide=""prev""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" carousel-control-prev-icon "")][1]_RELOC",class namecarousel-control-prev-icon_SEL,"xpath//*[@id=""banner-1_1""]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" col-10 "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-3 "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" list-unstyled "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" text-gray-40 "")][2]_RELOC",class nametext-gray-40_SEL,xpath//html/body/footer/div/div/div[2]/div[3]/div/div/ul/li[5]_SEL,"//*[@id=""sel_loc_name9""]_RELOC",idsel_loc_name9_SEL,namesel_loc_name9_SEL,"xpath//*[@id=""sel_loc_name9""]_SEL","//*[@id=""jobcat1""]_RELOC",idjobcat1_SEL,namejobcat1_SEL,"xpath//*[@id=""jobcat1""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" col-8 "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" list-inline "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" list-inline-item "")][5]_RELOC",class namelist-inline-item_SEL,xpath//html/body/footer/div/div/div[2]/div/div/div/ul/li[5]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" col-10 "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-3 "")][3]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" list-unstyled "")][1]/li[1]_RELOC",xpath//html/body/footer/div/div/div[2]/div[3]/div[3]/div/ul/li_SEL,"//*[@data-url=""https://bit.ly/2KqPumb""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" media-body "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" media-content "")][1]_RELOC",class namemedia-content_SEL,"xpath//*[@id=""banner-1_1""]/div/div/div/div/div_SEL","//*[@data-url=""http://www.104.com.tw/cfdocs/project/adpda08/ad20210226_25333.htm""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" media-body "")][1]_RELOC",class namemedia-body_SEL,"xpath//*[@id=""banner-1_1""]/div/div[2]/div/div_SEL","//*[@id=""jobcat3""]_RELOC",idjobcat3_SEL,namejobcat3_SEL,"xpath//*[@id=""jobcat3""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" js-job-search-content_link_category "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" list-unstyled "")][1]/li[2]_RELOC",xpath//html/body/article/div/div/div[2]/div[2]/ul/li[2]_SEL,"//*[@id=""sel_main_jobcat1""]_RELOC",idsel_main_jobcat1_SEL,namesel_main_jobcat1_SEL,"xpath//*[@id=""sel_main_jobcat1""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" col-8 "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" list-inline "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" list-inline-item "")][8]_RELOC",xpath//html/body/footer/div/div/div[2]/div/div/div/ul/li[8]_SEL,"//*[@id=""banner-1_1""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" carousel-inner "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" carousel-item "")][4]/*[contains(concat("" "", normalize-space(@class), "" ""), "" media "")][1]_RELOC",class namemedia_SEL,"xpath//*[@id=""banner-1_1""]/div/div[4]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" js-job-search-content_keyword "")]_RELOC",class named-flex_SEL,xpath//html/body/article/div/div/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" fade "")]_RELOC",class namemodal_SEL,idoutsideLinkModal_SEL,"xpath//*[@id=""outsideLinkModal""]_SEL","//*[@data-slide-to=""1""]_RELOC","xpath//*[@id=""banner-1_1""]/ol/li[2]_SEL"
20,20210427235733,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
21,20210428232632,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
22,20210429130731,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
23,20210501215206,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
24,20210503232427,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
25,20210504041514,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
26,20210506145117,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
27,20210507173130,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
28,20210508232007,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
29,20210509152155,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
30,20210513125933,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
31,20210516202142,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
32,20210518044436,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
33,20210521012431,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
34,20210524062000,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
35,20210525024521,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
36,20210530214242,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
37,20210606224622,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
38,20210609181208,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
39,20210610054825,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
40,20210614001126,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
41,20210619144017,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
42,20210621010451,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
43,20210624130850,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
44,20210626145659,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
45,20210628020119,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
46,20210703064934,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
47,20210704172323,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
48,20210705025052,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
49,20210712035443,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
50,20210719143848,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
51,20210726045527,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
52,20210809070006,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
53,20210811185009,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
54,20210812103602,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
55,20210814010731,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
56,20210816124104,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
57,20210817125500,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
58,20210818200102,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
59,20210820065119,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
60,20210823092840,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
61,20210824180236,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
62,20210830100947,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
63,20210907104013,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
64,20210913145849,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,20210915133212,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
66,20210917144108,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
67,20210924120653,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
68,20210927011848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
