,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" start-page "")]/span[1]_RELOC",class namesr-only_SEL,"xpath//*[@id=""mountId""]/div/main/section/div/div/span/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer-room__home-smart-buttons "")]/div[2]/div[1]_RELOC",class namefooter-room__home-smart-button-glow_SEL,"xpath//*[@id=""mountId""]/footer/div[2]/div/div[2]/div[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer-content "")]/div[3]_RELOC",class namefooter-content__column_SEL,"xpath//*[@id=""mountId""]/footer/div/div/div[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" svelte-1501524 "")]/a[2]/div[2]/p[1]_RELOC",class namesvelte-10yoal6_SEL,"xpath//*[@id=""mountId""]/div/main/section[2]/a[2]/div[2]/p_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" svelte-1501524 "")]/a[4]/div[2]/span[1]_RELOC",class namearrow-holder_SEL,"xpath//*[@id=""mountId""]/div/main/section[2]/a[4]/div[2]/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer__room "")]/div[1]_RELOC",class namefooter-room_SEL,"xpath//*[@id=""mountId""]/footer/div[2]/div_SEL","//*[@tabindex=""0""]/span[2]_RELOC","xpath//*[@id=""mountId""]/div/nav/div/button/span[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer-room__home-smart-buttons "")]/div[1]/div[1]_RELOC","xpath//*[@id=""mountId""]/footer/div[2]/div/div[2]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer-room__home-smart-buttons "")]_RELOC",class namefooter-room__home-smart-buttons_SEL,"xpath//*[@id=""mountId""]/footer/div[2]/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer-room__home-smart-buttons "")]/div[3]/button[1]_RELOC",class namefooter-room__home-smart-button_SEL,"xpath//*[@id=""mountId""]/footer/div[2]/div/div[2]/div[3]/button_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer-room__home-smart-buttons "")]/div[2]/button[1]_RELOC","xpath//*[@id=""mountId""]/footer/div[2]/div/div[2]/div[2]/button_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer-room__home-smart-buttons "")]/div[3]/button[1]/span[1]_RELOC","xpath//*[@id=""mountId""]/footer/div[2]/div/div[2]/div[3]/button/span_SEL","//*[@id=""mountId""]/div[2]_RELOC",class nameregion-links_SEL,"xpath//*[@id=""mountId""]/div[2]_SEL","//*[@tabindex=""0""]_RELOC",class namesvelte-1cgqpdj_SEL,"xpath//*[@id=""mountId""]/div/nav/div/button_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" svelte-1501524 "")]/a[3]/div[2]/p[1]_RELOC","xpath//*[@id=""mountId""]/div/main/section[2]/a[3]/div[2]/p_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" sub "")]/div[1]_RELOC",class nameholder_SEL,"xpath//*[@id=""mountId""]/div/main/section/div[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer-room__home-smart-buttons "")]/div[3]/div[1]_RELOC","xpath//*[@id=""mountId""]/footer/div[2]/div/div[2]/div[3]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" svelte-1501524 "")]/a[2]/div[2]_RELOC",class namecontent_SEL,"xpath//*[@id=""mountId""]/div/main/section[2]/a[2]/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer-room__home-smart-buttons "")]/div[1]/button[1]/span[1]_RELOC","xpath//*[@id=""mountId""]/footer/div[2]/div/div[2]/div/button/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" tablet-max "")]_RELOC",class namevideo-container_SEL,"xpath//*[@id=""mountId""]/div/main/section[2]/a/div/div[2]/div_SEL"
17,20220220222303,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
18,20220221232323,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
19,20220222234447,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
20,20220223191050,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
21,20220224230833,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
22,20220225235803,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
23,20220226235828,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
24,20220227225824,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
25,20220228233421,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
26,20220301223948,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
27,20220302204416,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
28,20220303225634,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
29,20220304233117,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
30,20220305232835,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
31,20220306234829,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
32,20220307235515,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
33,20220308235715,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
34,20220309173324,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
35,20220310190521,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
36,20220311224256,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
37,20220312151252,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
38,20220313232519,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
39,20220314235016,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
40,20220315224951,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
41,20220316224819,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
42,20220317233144,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
43,20220318222211,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
44,20220319220602,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
45,20220320210826,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
46,20220321221244,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
47,20220322234840,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
48,20220323230439,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
49,20220324213341,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
50,20220325225216,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
51,20220326200015,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
52,20220327191704,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
53,20220328200326,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
54,20220329235954,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
55,20220330224906,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
56,20220331231712,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
57,20220401233150,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
58,20220402234616,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
59,20220403235737,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
60,20220404233012,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
61,20220405200436,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
62,20220406221950,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
63,20220407225130,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
64,20220408094352,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
65,20220409232358,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
66,20220410100642,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
67,20220411162038,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
68,20220412142402,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
69,20220413113957,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
70,20220414164947,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
71,20220415123925,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
72,20220416233926,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
73,20220417230125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
74,20220418142221,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
75,20220419200739,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
76,20220420173103,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
77,20220421193042,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
78,20220422203347,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
79,20220423194505,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
80,20220424191118,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
81,20220425194020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
82,20220426203934,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
83,20220427210910,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
84,20220428224734,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
85,20220429222220,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
86,20220430221818,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
87,20220501231719,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
