,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" box"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rightbox"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" hotbox"")][1]//*[@style=""margin-left:40px;""]_RELOC",xpath//html/body/div[3]/div/div[3]/div[13]/div[2]/div/ul/li_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" box"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rightbox"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" guanggao"")][13]_RELOC",class nameguanggao_SEL,xpath//html/body/div[3]/div/div[3]/div[17]_SEL,"//*[@id=""container""]/ul[1]/li[33]/div[1]//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_box"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_text"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" footer_bar"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" fl"")][2]_RELOC",class namefl_SEL,"xpath//*[@id=""container""]/ul/li[33]/div/div[2]/div/div[2]/span_SEL","//*[@id=""menu_con""]/*[@style=""display:none""][1]/ol[1]/li[2]_RELOC","xpath//*[@id=""menu_con""]/div[2]/ol/li[2]_SEL","//*[@id=""menu_con""]/*[@style=""display:none""][4]/ol[1]/li[1]_RELOC","xpath//*[@id=""menu_con""]/div[5]/ol/li_SEL","//*[@id=""container""]/ul[1]/li[45]/div[1]_RELOC",class namearticle_item_SEL,"xpath//*[@id=""container""]/ul/li[45]/div_SEL","//*[@id=""menu_con""]/*[@style=""display:none""][2]/ol[1]/li[7]_RELOC","xpath//*[@id=""menu_con""]/div[3]/ol/li[7]_SEL","//*[@id=""container""]/ul[1]/li[13]/div[1]//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_box"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_text"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" article_title"")][1]_RELOC",class namearticle_title_SEL,"xpath//*[@id=""container""]/ul/li[13]/div/div[2]/div/div_SEL","//*[@id=""container""]/ul[1]/li[20]/div[1]//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_box"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_text"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" footer_bar"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" fl"")][2]_RELOC","xpath//*[@id=""container""]/ul/li[20]/div/div[2]/div/div[2]/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-list"")]/ul[1]/li[8]/ul[1]/li[3]_RELOC","xpath//*[@id=""float""]/div[2]/div/ul/li[8]/ul/li[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" aboutus"")]/ul[1]/li[7]_RELOC",xpath//html/body/div[3]/div/div[3]/div[18]/div[2]/ul/li[7]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-list"")]/ul[1]/li[3]/ul[1]/li[3]_RELOC","xpath//*[@id=""float""]/div[2]/div/ul/li[3]/ul/li[3]_SEL","//*[@id=""AdLayer""]_RELOC",idAdLayer_SEL,"xpath//*[@id=""AdLayer""]_SEL","//*[@id=""container""]/ul[1]/li[43]/div[1]_RELOC","xpath//*[@id=""container""]/ul/li[43]/div_SEL","//*[@id=""container""]/ul[1]/li[15]/div[1]//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_box"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" article_text"")][1]_RELOC",class namearticle_text_SEL,"xpath//*[@id=""container""]/ul/li[15]/div/div[2]/div_SEL","//*[@id=""container""]/ul[1]/li[3]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" article_img"")][1]_RELOC",class namearticle_img_SEL,"xpath//*[@id=""container""]/ul/li[3]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" box"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rightbox"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rightlist_text"")][3]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rlist_con"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" img_text"")][2]_RELOC",class nameimg_text_SEL,xpath//html/body/div[3]/div/div[3]/div[6]/div[2]/div[2]_SEL,"//*[@id=""container""]/ul[1]/li[13]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" article_img"")][1]_RELOC","xpath//*[@id=""container""]/ul/li[13]/div/div_SEL","//*[@id=""container""]/ul[1]/li[1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" article_box"")][1]_RELOC",class namearticle_box_SEL,"xpath//*[@id=""container""]/ul/li/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-list"")]/ul[1]/li[3]/ul[1]/li[6]_RELOC","xpath//*[@id=""float""]/div[2]/div/ul/li[3]/ul/li[6]_SEL"
57,20200215162257,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
58,20200216211803,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
59,20200306074131,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
60,20200307195728,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True
61,20200401052821,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
62,20200406013216,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
63,20200429173506,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
64,20200430055600,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
65,20200501033101,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
66,20200508041407,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
67,20200513204858,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
68,20200515115208,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
69,20200530005944,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
70,20200601103535,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
71,20200602131552,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
72,20200605191725,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True
73,20200619111227,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
74,20200708055929,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
75,20200712041001,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
76,20200719093552,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
77,20200726020802,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,True
78,20200807185448,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False,True,True,False,False,False,True
79,20200815061712,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,True
80,20200819110515,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True
81,20200912100804,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,True
82,20200925222820,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True
83,20200926161722,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,True
84,20201003170058,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,True
