,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" topLeft "")]_RELOC",class nametopLeft_SEL,xpath//html/body/div/div/div/div/div/div_SEL,"//*[@id=""aRmsDefer""]_RELOC",idaRmsDefer_SEL,"xpath//*[@id=""aRmsDefer""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" musCardCont "")]/div[2]_RELOC","xpath//*[@id=""vs_cont""]/div/div/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" hp_body "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" hpl "")][5]_RELOC",class namehpl_SEL,xpath//html/body/div/div/div[6]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" show_none "")]_RELOC",class namescroll_cont_SEL,idscroll_cont_SEL,"xpath//*[@id=""scroll_cont""]_SEL","//*[@data-h=""ID=HpApp,12020.1""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" icon "")][1]_RELOC",class nameicon_SEL,"xpath//*[@id=""calendar""]/a/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" musCardCont "")]_RELOC",class namemusCardCont_SEL,"xpath//*[@id=""vs_cont""]/div/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" hp_body "")]/div[4]_RELOC",xpath//html/body/div/div/div[4]_SEL,"//*[@id=""images""]_RELOC",class namescope_SEL,idimages_SEL,"xpath//*[@id=""images""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" show "")]_RELOC",class namecarousel_SEL,idcarousel_SEL,"xpath//*[@id=""carousel""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" hr "")]_RELOC",class namehr_SEL,"xpath//*[@id=""vs_cont""]/div/div/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" hp_body "")]/div[5]_RELOC",xpath//html/body/div/div/div[5]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" hp_media_container "")]_RELOC",class namehp_media_container_SEL,xpath//html/body/div/div/div/div[2]_SEL,"//*[@id=""sb_form_go""]_RELOC",idsb_form_go_SEL,namesearch_SEL,"xpath//*[@id=""sb_form_go""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" scope_cont "")]_RELOC",class namescope_cont_SEL,"xpath//*[@id=""hdr""]/div/div_SEL","//*[@id=""nc_iid""]_RELOC",idnc_iid_SEL,"xpath//*[@id=""nc_iid""]_SEL","//*[@id=""local""]_RELOC",class nameoverflow_item_SEL,idlocal_SEL,"xpath//*[@id=""local""]_SEL","//*[@id=""id_s""]_RELOC",idid_s_SEL,"xpath//*[@id=""id_s""]_SEL","//*[@id=""outlook""]_RELOC",idoutlook_SEL,"xpath//*[@id=""outlook""]_SEL","//*[@data-h=""ID=HpApp,27763.1""]/div[1]_RELOC","xpath//*[@id=""vs_cont""]/div/div/div[2]/div/a/div_SEL"
11,20220126233933,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
12,20220127231013,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
13,20220128234627,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
14,20220129234314,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True
15,20220130235929,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
16,20220131235816,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True
17,20220201234901,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
18,20220202231141,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
19,20220203232713,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
20,20220204233757,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
21,20220205233445,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
22,20220206232410,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
23,20220207235810,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True
24,20220208234918,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
25,20220209234003,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True
26,20220210235515,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
27,20220211235629,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True
28,20220212235844,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True
29,20220213234628,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
30,20220214235350,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
31,20220215235642,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
32,20220216235603,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
33,20220217235109,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
34,20220218234000,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
35,20220219233950,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
36,20220220234841,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
37,20220221235624,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
38,20220222234423,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
39,20220223235658,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
40,20220224235636,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
41,20220225235900,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
42,20220226233818,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
43,20220227231249,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
44,20220228235644,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
45,20220301235713,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
46,20220302234822,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
47,20220303224606,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
48,20220304235226,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
49,20220305235919,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
50,20220306235744,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
51,20220307235914,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
52,20220308235844,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True
53,20220309234810,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True
54,20220310230109,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
55,20220311232610,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
56,20220312233816,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
57,20220313234557,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
58,20220314234239,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
59,20220315235943,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
60,20220316235234,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
61,20220317234902,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
62,20220318233359,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
63,20220319231840,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
64,20220320235508,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
65,20220321235720,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
66,20220322235705,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
67,20220323234510,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
68,20220324234211,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
69,20220325234749,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
70,20220326234149,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
71,20220327235136,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
72,20220328231537,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
73,20220329224922,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
74,20220330235033,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
75,20220331235604,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
76,20220401235039,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True
77,20220402232401,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
78,20220403235548,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
79,20220404235754,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
80,20220405234547,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
81,20220406234848,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
82,20220407232132,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
83,20220408232821,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
84,20220409234122,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
