,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" central-featured "")]_RELOC",class namecentral-featured_SEL,"xpath//*[@id=""www-wikipedia-org""]/div[2]_SEL","//*[@id=""js-link-box-pl""]/small[1]/span[1]_RELOC","xpath//*[@id=""js-link-box-pl""]/small/span_SEL","//*[@id=""js-lang-lists""]/*[@data-el-section=""secondary links""][4]/ul[1]/li[90]_RELOC","xpath//*[@id=""js-lang-lists""]/div[4]/ul/li[90]_SEL","//*[@id=""js-lang-lists""]/*[@data-el-section=""secondary links""][4]/ul[1]/li[7]_RELOC","xpath//*[@id=""js-lang-lists""]/div[4]/ul/li[7]_SEL","//*[@id=""js-lang-lists""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" langlist-large "")][2]/ul[1]/li[7]_RELOC","xpath//*[@id=""js-lang-lists""]/div[2]/ul/li[7]_SEL","//*[@id=""portalBanner_en6C_2021a_txt_2""]_RELOC",class namebanner_SEL,idportalBanner_en6C_2021a_txt_2_SEL,"xpath//*[@id=""portalBanner_en6C_2021a_txt_2""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" other-projects "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" other-project "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" other-project-link "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" other-project-text "")][1]_RELOC",class nameother-project-text_SEL,"xpath//*[@id=""www-wikipedia-org""]/div[11]/div[3]/div/a/div[2]_SEL","//*[@id=""js-lang-lists""]/*[@data-el-section=""secondary links""][4]/ul[1]/li[49]_RELOC","xpath//*[@id=""js-lang-lists""]/div[4]/ul/li[49]_SEL","//*[@id=""js-lang-lists""]/*[@data-el-section=""secondary links""][4]/ul[1]/li[85]_RELOC","xpath//*[@id=""js-lang-lists""]/div[4]/ul/li[85]_SEL","//*[@data-jsl10n=""wikiquote.slogan""]_RELOC",class nameother-project-tagline_SEL,"xpath//*[@id=""www-wikipedia-org""]/div[11]/div[3]/div[8]/a/div[2]/span[2]_SEL","//*[@id=""js-lang-lists""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" langlist-large "")][2]/ul[1]/li[19]_RELOC","xpath//*[@id=""js-lang-lists""]/div[2]/ul/li[19]_SEL","//*[@id=""js-lang-lists""]/*[@data-el-section=""secondary links""][3]/ul[1]/li[53]_RELOC","xpath//*[@id=""js-lang-lists""]/div[3]/ul/li[53]_SEL","//*[@id=""js-lang-lists""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" langlist-large "")][2]/ul[1]/li[22]_RELOC","xpath//*[@id=""js-lang-lists""]/div[2]/ul/li[22]_SEL","//*[@id=""js-lang-lists""]/*[@data-el-section=""secondary links""][3]/ul[1]/li[30]_RELOC","xpath//*[@id=""js-lang-lists""]/div[3]/ul/li[30]_SEL","//*[@id=""js-lang-lists""]/*[@data-el-section=""secondary links""][3]/ul[1]/li[49]_RELOC","xpath//*[@id=""js-lang-lists""]/div[3]/ul/li[49]_SEL","//*[@id=""js-lang-lists""]/*[@data-el-section=""secondary links""][3]/ul[1]/li[69]_RELOC","xpath//*[@id=""js-lang-lists""]/div[3]/ul/li[69]_SEL","//*[@id=""js-lang-lists""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" langlist-large "")][2]/ul[1]/li[2]_RELOC","xpath//*[@id=""js-lang-lists""]/div[2]/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" langlist-tiny "")]/ul[1]/li[28]_RELOC","xpath//*[@id=""js-lang-lists""]/div[5]/ul/li[28]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" other-projects "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" other-project "")][9]/*[contains(concat("" "", normalize-space(@class), "" ""), "" other-project-link "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" other-project-icon "")][1]_RELOC",class nameother-project-icon_SEL,"xpath//*[@id=""www-wikipedia-org""]/div[11]/div[3]/div[9]/a/div_SEL","//*[@id=""js-lang-lists""]/*[@data-el-section=""secondary links""][3]/ul[1]/li[58]_RELOC","xpath//*[@id=""js-lang-lists""]/div[3]/ul/li[58]_SEL"
21,20220204232825,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,12,12,1,1,1,1,1,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2,1,1
22,20220205211622,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,12,12,1,1,1,1,1,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2,1,1
23,20220206231340,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,12,12,1,1,1,1,1,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2,1,1
24,20220207235156,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,12,12,1,1,1,1,1,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2,1,1
25,20220208232756,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,12,12,1,1,1,1,1,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2,1,1
26,20220209234527,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,12,12,1,1,1,1,1,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2,1,1
27,20220210235840,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
28,20220211233003,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,12,12,1,1,1,1,1,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2,1,1
29,20220212224504,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,12,12,1,1,1,1,1,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2,1,1
30,20220213220245,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,12,12,1,1,1,1,1,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2,1,1
31,20220214234259,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
32,20220215234846,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
33,20220216235557,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
34,20220217233449,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
35,20220218235331,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
36,20220219235415,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
37,20220220233755,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
38,20220221235032,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
39,20220222235151,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
40,20220223235701,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
41,20220224210033,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
42,20220225214950,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
43,20220226232409,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
44,20220227235617,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
45,20220228235641,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
46,20220301235559,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
47,20220302235311,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
48,20220303224514,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
49,20220304235709,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
50,20220305224643,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
51,20220306233628,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
52,20220307235949,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
53,20220308234255,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
54,20220309234648,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
55,20220310235434,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
56,20220311235209,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
57,20220312223710,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
58,20220313215905,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
59,20220314235227,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
60,20220315235723,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
61,20220316235232,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
62,20220317234712,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
63,20220318225655,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
64,20220319234436,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
65,20220320230654,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
66,20220321233634,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
67,20220322232226,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
68,20220323234030,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
69,20220324235258,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
70,20220325235154,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
71,20220326205214,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
72,20220327235853,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
73,20220328230723,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
74,20220329232235,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
75,20220330220430,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
76,20220331235606,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
77,20220401235333,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
78,20220402225522,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
79,20220403223441,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
80,20220404235044,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
81,20220405231823,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
82,20220406233822,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
83,20220407212732,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
84,20220408202018,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
85,20220409233651,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
86,20220410205243,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
87,20220411220650,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
88,20220412235335,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
89,20220413184144,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
90,20220414225619,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
91,20220415210815,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
92,20220416220051,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
93,20220417221347,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
94,20220418235825,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
95,20220419222251,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
96,20220420200857,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,12,0,1,1,1,1,1,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,1
