,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-menu "")]/li[6]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sub-menu "")][1]/li[2]_RELOC","xpath//*[@id=""container""]/div/div[2]/div/div/div/div[2]/ul/li[6]/ul/li[2]_SEL","//footer[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" container "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" pure-g "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" pure-u-sm-1-2 "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" menu-footer "")][1]/li[5]_RELOC","xpath//*[@id=""container""]/footer/div/div/div[2]/ul/li[5]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ad-half-page-left "")]_RELOC",class namea-container_SEL,"xpath//*[@id=""container""]/div/div[3]/div/div/div/div/div/div[2]/div_SEL","//*[@data-view-instance-placeholder=""lowerboardContent""]_RELOC","xpath//*[@id=""container""]/div/div[3]/div/div/div/div[2]/div[5]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-menu "")]/li[2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sub-menu "")][1]/li[1]_RELOC","xpath//*[@id=""container""]/div/div[2]/div/div/div/div[2]/ul/li[2]/ul/li_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" main-row "")]_RELOC",class namespeedtest-container_SEL,"xpath//*[@id=""container""]/div/div[3]/div/div/div/div[2]/div[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" masthead-dark "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" container "")][1]_RELOC",class namecontainer_SEL,"xpath//*[@id=""container""]/div/div[2]/div_SEL","//*[@data-view-instance-placeholder=""lowerContent""]_RELOC","xpath//*[@id=""container""]/div/div[4]/div_SEL","//*[@id=""change-locale-list""]/li[14]_RELOC","xpath//*[@id=""change-locale-list""]/li[14]_SEL","//*[@data-view-instance-placeholder=""notifications""]_RELOC","xpath//*[@id=""container""]/div/div[3]/div/div/div/div[2]/div/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" start-text "")]_RELOC",class namestart-text_SEL,"xpath//*[@id=""container""]/div/div[3]/div/div/div/div[2]/div[3]/div/a/span[4]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-menu "")]/li[7]_RELOC","xpath//*[@id=""container""]/div/div[2]/div/div/div/div[2]/ul/li[7]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" top-horizontal "")]_RELOC",class nametop-horizontal_SEL,"xpath//*[@id=""container""]/div/div[3]/div/div/div/div[2]/div[2]/div/div/div_SEL","//footer[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" container "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" pure-g "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" pure-u-sm-1-2 "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" menu-footer "")][2]/li[2]_RELOC","xpath//*[@id=""container""]/footer/div/div/div/ul[2]/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-menu "")]/li[3]_RELOC","xpath//*[@id=""container""]/div/div[2]/div/div/div/div[2]/ul/li[3]_SEL","//footer[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" container "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" pure-g "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" pure-u-sm-1-2 "")][3]/*[contains(concat("" "", normalize-space(@class), "" ""), "" menu-footer "")][1]/li[2]_RELOC","xpath//*[@id=""container""]/footer/div/div/div[3]/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-menu "")]/li[7]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sub-menu "")][1]/li[4]_RELOC","xpath//*[@id=""container""]/div/div[2]/div/div/div/div[2]/ul/li[7]/ul/li[4]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-menu "")]/li[6]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sub-menu "")][1]/li[1]_RELOC","xpath//*[@id=""container""]/div/div[2]/div/div/div/div[2]/ul/li[6]/ul/li_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" pure-u-custom-speedtest "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" u-c "")][1]_RELOC",class nameu-c_SEL,"xpath//*[@id=""container""]/div/div[3]/div/div/div/div[2]/div_SEL","//footer[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" container "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" pure-g "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" pure-u-sm-1-2 "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" menu-footer "")][1]/li[4]_RELOC","xpath//*[@id=""container""]/footer/div/div/div/ul/li[4]_SEL"
24,20220228234438,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
25,20220301234726,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
26,20220302202715,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
27,20220303224956,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
28,20220304235111,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
29,20220305231829,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
30,20220306235807,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
31,20220307235126,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
32,20220308222117,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
33,20220309232637,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
34,20220310230517,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
35,20220311230010,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
36,20220312235947,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
37,20220313233022,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
38,20220314232431,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
39,20220315225734,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
40,20220316235922,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
41,20220317230745,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
42,20220318193745,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
43,20220319234913,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
44,20220320235323,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
45,20220321234053,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
46,20220322232654,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
47,20220323230951,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
48,20220324235810,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
49,20220325232741,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
50,20220326233509,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
51,20220327224709,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
52,20220328202223,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
53,20220329235145,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
54,20220330214002,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
55,20220331231841,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
56,20220401231552,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
57,20220402232848,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
58,20220403232622,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
59,20220404224013,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
60,20220405222439,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
61,20220406222227,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
62,20220407210801,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
63,20220408235758,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
64,20220409134507,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
65,20220410221555,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
66,20220411220525,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
67,20220412133954,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
68,20220413234756,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
69,20220414194142,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
70,20220415215843,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
71,20220416202727,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
72,20220417235956,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
73,20220418235708,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
74,20220419233759,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
75,20220420234156,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
76,20220421221548,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
77,20220422202343,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
78,20220423232700,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
79,20220424233951,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
80,20220425230601,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
81,20220426230221,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
82,20220427235449,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
83,20220428222539,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
84,20220429235634,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
85,20220430232621,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
86,20220501232925,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
87,20220502235314,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
88,20220503232528,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
89,20220504225016,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False
