,Timestamp,"//*[@data-cell-index=""26""]_RELOC",class namecell-container_SEL,"xpath//*[@id=""container""]/div[28]_SEL","//*[@title=""Netlabels""]//*[@id=""items-text""]_RELOC",iditems-text_SEL,class namestyle-scope_SEL,"xpath//*[@id=""items-text""]_SEL","//*[@title=""Community Spirituality and Religion""]//*[@id=""collection-title""]_RELOC",idcollection-title_SEL,"xpath//*[@id=""collection-title""]_SEL","//*[@title=""Videos""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" media-count"")][2]_RELOC",class namemedia-count_SEL,"xpath//*[@id=""mediacount-icon-container""]/a[3]/div[2]_SEL","//*[@title=""Electric Sheep""]//*[@id=""item-count-image-container""]_RELOC",iditem-count-image-container_SEL,"xpath//*[@id=""item-count-image-container""]_SEL","//*[@title=""Live Music Archive""]//*[@id=""item-count-image-container""]_RELOC","//*[@id=""announcements-container""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" style-scope"")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" style-scope"")][3]_RELOC","xpath//*[@id=""announcements-container""]/ul/li[3]_SEL","//primary-nav[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" style-scope"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" branding"")][1]_RELOC",class namebranding_SEL,xpath//html/body/app-root/header/ia-topnav/div/primary-nav/nav/div_SEL,"//*[@data-cell-index=""14""]_RELOC","xpath//*[@id=""container""]/div[16]_SEL","//*[@title=""Live Music Archive""]//*[@id=""items-text""]_RELOC","//*[@style=""background-color: #55A183""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" logo-icon"")][2]_RELOC",class namelogo-icon_SEL,xpath//html/body/app-root/modal-manager/div/modal-template/div/div/header/div_SEL,"//*[@title=""Community Spirituality and Religion""]//*[@id=""items-text""]_RELOC","//*[@id=""search_options""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" style-scope"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" style-scope"")][1]/*[@type=""radio""][1]_RELOC",namesin_SEL,"xpath//*[@id=""search_options""]/fieldset/label/input_SEL","//*[@data-cell-index=""39""]_RELOC","xpath//*[@id=""container""]/div[41]_SEL","//*[@title=""Movies""]//*[@id=""item-count-image-container""]_RELOC","//*[@title=""Arts & Music""]//*[@id=""item-count-image-container""]_RELOC","//*[@title=""Television Archive""]//*[@id=""item-count-stacked-text""]_RELOC",iditem-count-stacked-text_SEL,"xpath//*[@id=""item-count-stacked-text""]_SEL","//*[@data-event-click-tracking=""TopNav|NavMenuMore""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" icon"")][1]_RELOC",class nameicon_SEL,xpath//html/body/app-root/header/ia-topnav/div/primary-nav/nav/media-menu/div/div/nav/div/media-button[8]/a/span_SEL,"//desktop-subnav[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" style-scope"")][1]/li[7]_RELOC",xpath//html/body/app-root/header/ia-topnav/desktop-subnav/ul/li[7]_SEL,"//*[@title=""United States Patent and Trademark Office documents""]//*[@id=""collection-title""]_RELOC"
15,20220216235949,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
16,20220217233610,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
17,20220218235505,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
18,20220219234223,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
19,20220220235832,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
20,20220221235348,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
21,20220222235932,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,20220223235718,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
23,20220224234835,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,20220225233158,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
25,20220226225409,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
26,20220227234452,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,20220228235927,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
28,20220301235537,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
29,20220302235613,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
30,20220303234036,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
31,20220304235819,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
32,20220305235724,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
33,20220306235247,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
34,20220307234925,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
35,20220308235801,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
36,20220309235211,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
37,20220310234108,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
38,20220311231433,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
39,20220312235007,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
40,20220313232939,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
41,20220314231737,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
42,20220315235635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,20220316231558,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
44,20220317235726,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
45,20220318234240,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
46,20220319233407,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
47,20220320232228,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
48,20220321235759,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
49,20220322235412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,20220323235416,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
51,20220324235901,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
52,20220325235508,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
53,20220326231559,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
54,20220327234908,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
55,20220328232734,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,20220329234718,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
57,20220330232546,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
58,20220331234627,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
59,20220401235720,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
60,20220402235606,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
61,20220403235923,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
62,20220404234020,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
63,20220405230512,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
64,20220406234555,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
65,20220407234815,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
66,20220408235047,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
67,20220410232724,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
68,20220411225102,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
69,20220412225802,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
70,20220413233948,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
71,20220414231948,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
72,20220415234628,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
73,20220416235210,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,20220417235820,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
75,20220418232513,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
76,20220419235835,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
77,20220420235805,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
78,20220421233735,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
79,20220422234225,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
80,20220423232154,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
81,20220424235142,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
82,20220425233749,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
83,20220426235859,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
84,20220427235215,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,20220428234819,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,20220429235130,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
87,20220430233706,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
88,20220501235441,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
89,20220502230609,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
90,20220503234049,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
91,20220504232624,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
92,20220505235944,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
93,20220506233807,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True
94,20220507235733,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
95,20220508231343,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
96,20220509225740,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
97,20220510230003,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
98,20220511235007,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
99,20220512234234,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
100,20220513233937,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
101,20220514231534,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
102,20220515233352,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
103,20220516235455,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
104,20220517235724,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
105,20220518232829,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
106,20220519235256,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
107,20220520235559,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
108,20220521233913,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
109,20220522235146,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
110,20220523235555,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
