,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer__module-footer__section--container"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" footer__module-footer__section--tiles"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" seo-content"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" seocontent"")][2]//*[@aria-hidden=""true""]_RELOC",class namefooter__module-footer__section--tile__icon_SEL,xpath//html/body/div/footer/div/div[2]/div/div/div[2]/div/div/div[2]/div/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" header-navigation__contact--links"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" header-navigation__contact--link"")][3]_RELOC",class nameheader-navigation__contact--link_SEL,xpath//html/body/div/noscript/div/div/div/header/section[2]/section/section[2]/nav/ul/li[3]_SEL,"//*[@id=""product-customer-service""]//*[@data-pt-name=""hd_sm_fs_findatm""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sidemenunav__secondary__prim--title"")][1]_RELOC",class namesidemenunav__secondary__prim--title_SEL,"xpath//*[@id=""product-customer-service""]/div/ul[2]/li[3]/a/p_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" homepageheader"")]_RELOC",class namehomepageheader_SEL,xpath//html/body/div/noscript/div/div/div_SEL,"//*[@id=""product-sidenav-3""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sidemenunav__secondary__prim"")][1]/ul[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sidemenunav__secondary__prim--link"")][7]_RELOC",class namesidemenunav__secondary__prim--link_SEL,"xpath//*[@id=""product-sidenav-3""]/div/ul/li[7]_SEL","//*[@id=""contact-2""]/*[@role=""menu""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" header-navigation__dropdown--last-link"")][1]_RELOC",class nameheader-navigation__dropdown--last-link_SEL,"xpath//*[@id=""contact-2""]/ul/li[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" country-banner__wrapper__text"")]_RELOC",class namecountry-banner__wrapper__text_SEL,xpath//html/body/div/div[2]/div/div/div/div/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" country-banner__wrapper__dismiss--btn"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" accessible-text"")][1]_RELOC",class nameaccessible-text_SEL,xpath//html/body/div/div[2]/div/div/div/div[2]/a/span[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" disclosuremodal"")]_RELOC",class namedisclosuremodal_SEL,xpath//html/body/div/div[6]_SEL,"//*[@id=""product-sidenav-1""]//*[@data-pt-name=""hd_sm_fs_compsav""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sidemenunav__secondary__prim--title"")][1]_RELOC","xpath//*[@id=""product-sidenav-1""]/div/ul/li[2]/a/p_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" browser-message__content--supported"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" browser-message__desc"")][1]_RELOC",class namebrowser-message__desc_SEL,xpath//html/body/div/div/div/div/div/div/div[2]/div[2]_SEL,"//*[@id=""product-sidenav-1""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sidemenunav__secondary__prim"")][1]/ul[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sidemenunav__secondary__prim--link"")][1]_RELOC","xpath//*[@id=""product-sidenav-1""]/div/ul/li[3]_SEL","//*[@data-id=""product-customer-service""]_RELOC",class namesidemenunav__prim--links_SEL,"xpath//*[@id=""side-menu-header""]/section[4]/div[2]/ul/li[2]/button_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer__module-footer__section--container"")]_RELOC",class namefooter__module-footer__section--container_SEL,xpath//html/body/div/footer/div/div[2]/div/div/div[2]_SEL,"//*[@data-speedbump-type=""default""]_RELOC",class nameglobal-overlay_SEL,xpath//html/body/div/div[7]/div_SEL,"//footer[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" footer"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" feature-container"")][2]_RELOC",class namefeature-container_SEL,xpath//html/body/div/footer/div/div[3]_SEL,"//*[@id=""side-menu-header""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sidemenunav__section"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sidemenunav__prim"")][1]/ul[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sidemenunav__prim--link"")][1]_RELOC",class namesidemenunav__prim--link_SEL,"xpath//*[@id=""side-menu-header""]/section[3]/div/ul/li_SEL","//*[@id=""product-customer-service""]_RELOC",idproduct-customer-service_SEL,class namesidemenunav__secondary--section__submenu_SEL,"xpath//*[@id=""product-customer-service""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer__module-footer__section__followus--links"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" footer__module-footer__section__followus--link"")][2]_RELOC",class namefooter__module-footer__section__followus--link_SEL,xpath//html/body/div/footer/div/div/div/div/div[2]/ul/li[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer__module-footer__section--footer-links"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" footer__module-footer__section--footer-link"")][7]_RELOC",class namefooter__module-footer__section--footer-link_SEL,xpath//html/body/div/footer/div/div[3]/div/div/div/ul/li[7]_SEL
21,20220403192044,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
22,20220404222915,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
23,20220405231128,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
24,20220406232309,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
25,20220407225812,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
26,20220408230313,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
27,20220409191058,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
28,20220410224321,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
29,20220411234509,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
30,20220412202921,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
31,20220413223459,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
32,20220414200123,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
33,20220415221727,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
34,20220416191220,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
35,20220417215744,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
36,20220418214221,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
37,20220419223322,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
38,20220420220127,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
39,20220421231817,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
40,20220422230506,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
41,20220423220714,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
42,20220424180728,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
43,20220425212111,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
44,20220426224345,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
45,20220427205733,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
46,20220428163310,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
47,20220429214138,True,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,True
48,20220430232009,True,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,True
49,20220501155826,True,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,True
50,20220502191502,True,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,True
51,20220503215558,True,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,True
52,20220504185350,True,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,True
53,20220505170334,True,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,True
54,20220506210807,True,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,True
55,20220507222012,True,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,True
56,20220508223703,True,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,True
57,20220509202237,True,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,True
58,20220510220611,True,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,True
59,20220511231522,True,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,True
60,20220512234002,True,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,True
61,20220513232521,True,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,True
62,20220514232536,True,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,True
63,20220515203649,True,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,True
64,20220516232347,True,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,True
65,20220517235435,True,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,True
66,20220518235047,True,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,True
67,20220519203434,True,True,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,True
