,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" l-banner-wrapper "")]_RELOC",class namel-banner-wrapper_SEL,xpath//html/body/div/div/header/div[2]_SEL,"//*[@about=""/field-collection/field-slide-field-collection/56""]/div[2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" homeslide-more-button "")][1]_RELOC",class namehomeslide-more-button_SEL,"xpath//*[@id=""flexslider-1""]/ul/li[2]/div/div[2]/p[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" tab-wrapper-healthinfo "")]/div[2]/div[2]/ul[1]/li[2]/a[1]/span[1]_RELOC",class nameminibadge-text_SEL,xpath//html/body/div/div/div/nav/ul/li[2]/div[2]/div[2]/ul/li[2]/a/span_SEL,"//*[@onclick=""location.href='https://web.archive.org/web/20220307215654/https://www.niddk.nih.gov/health-information/community-health-outreach/national-kidney-month'""]_RELOC",class nameds-1col_SEL,"xpath//*[@id=""flexslider-1""]/ul/li[2]/div/div_SEL","//*[@about=""/block/nih-at-a-glance-block""]/div[1]/div[2]/div[1]/div[1]_RELOC",class namemedia_SEL,"xpath//*[@id=""block-bean-nih-at-a-glance-block""]/div/div/div/div[2]/div/div_SEL","//*[@about=""/block/nih-at-a-glance-block""]/div[1]/div[4]/div[1]_RELOC",class nameteaser-thumbnail_SEL,"xpath//*[@id=""block-bean-nih-at-a-glance-block""]/div/div/div/div[4]/div_SEL",//footer[1]/ul[1]/li[5]_RELOC,xpath//html/body/div/div/div[3]/footer/ul/li[5]_SEL,"//*[@id=""file-361""]_RELOC",idfile-361_SEL,class namefile_SEL,"xpath//*[@id=""file-361""]_SEL","//*[@about=""/field-collection/field-slide-field-collection/13176""]/div[2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" homeslide-more-button "")][1]_RELOC","xpath//*[@id=""flexslider-1""]/ul/li[5]/div/div[2]/p[2]_SEL","//*[@id=""block-bean-home-slideshow-2l-block""]/div[1]_RELOC",class nameblock__content_SEL,"xpath//*[@id=""block-bean-home-slideshow-2l-block""]/div_SEL",//footer[1]/ul[1]/li[6]_RELOC,xpath//html/body/div/div/div[3]/footer/ul/li[6]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" l-connect "")]_RELOC",class namel-connect_SEL,"xpath//*[@id=""page-content""]/div[3]/div_SEL","//*[@about=""/block/nih-at-a-glance-block""]/div[1]/div[4]/div[1]/div[1]_RELOC","xpath//*[@id=""block-bean-nih-at-a-glance-block""]/div/div/div/div[4]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" tab-wrapper-research "")]/div[2]/div[2]_RELOC",class namemegamenu-col_SEL,xpath//html/body/div/div/div/nav/ul/li[5]/div[2]/div[2]_SEL,//footer[1]/p[2]_RELOC,xpath//html/body/div/div/div[3]/footer/p[2]_SEL,"//*[@about=""/block/featured-resources--initiatives""]/div[1]/div[1]/div[1]/p[1]_RELOC",class nameteaser-description_SEL,"xpath//*[@id=""block-bean-featured-resources-initiatives""]/div/div/div/div/div/p_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" slides "")]/li[2]_RELOC","xpath//*[@id=""flexslider-1""]/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" tab-wrapper-healthinfo "")]/div[2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" megamenu-leftcol "")][1]/ul[1]/li[1]_RELOC",xpath//html/body/div/div/div/nav/ul/li[2]/div[2]/div/ul/li_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" field-group-html-element "")]/div[4]/div[1]_RELOC","xpath//*[@id=""block-bean-itn-block""]/div/div/div/div[4]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" field-group-html-element "")]/div[4]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" teaser-thumbnail "")][1]_RELOC","xpath//*[@id=""block-bean-itn-block""]/div/div/div/div[4]/div/p_SEL"
30,20220406235844,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
31,20220407214100,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
32,20220408231018,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
33,20220409214048,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
34,20220410214037,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
35,20220411231920,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
36,20220412202236,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
37,20220413212247,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
38,20220414193901,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
39,20220415193851,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
40,20220416215133,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
41,20220417232141,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
42,20220418231724,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
43,20220419220023,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
44,20220420224706,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
45,20220421205743,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
46,20220422210001,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
47,20220423214828,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
48,20220424204826,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
49,20220425233731,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
50,20220426230029,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
51,20220427231750,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
52,20220428214722,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
53,20220429235707,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
54,20220430233414,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
55,20220501233801,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
56,20220502233723,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
57,20220503225139,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
58,20220504230705,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
59,20220505234545,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
60,20220506232410,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
61,20220507232633,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
62,20220508230055,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
63,20220509234312,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
64,20220510220153,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
65,20220511222743,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
66,20220512205504,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
67,20220513193844,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
68,20220514234112,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
69,20220515193911,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
70,20220516232119,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
71,20220517222649,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
72,20220518212356,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
73,20220519191234,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
74,20220520192539,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
75,20220521215433,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
76,20220522192414,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
77,20220523215645,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
78,20220524232551,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
79,20220525213721,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
80,20220526233353,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
81,20220527231753,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
82,20220528215038,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
83,20220529205310,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
84,20220530233557,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
85,20220531195907,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
86,20220601203040,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
87,20220602142717,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
88,20220603204537,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False
