,Timestamp,"//*[@aria-label=""Apple Directory""]/div[5]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section"")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section-list"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section-item"")][6]_RELOC",class nameac-gf-directory-column-section-item_SEL,"xpath//*[@id=""ac-globalfooter""]/div/nav/div[5]/div[2]/ul/li[6]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-sosumi"")]/ul[1]/li[9]_RELOC","xpath//*[@id=""ac-globalfooter""]/div/section/ul/li[9]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-sosumi"")]/ul[1]/li[5]_RELOC","xpath//*[@id=""ac-globalfooter""]/div/section/ul/li[5]_SEL","//*[@id=""ac-gf-directory-column-section-state-services""]_RELOC",class nameac-gf-directory-column-section-state_SEL,idac-gf-directory-column-section-state-services_SEL,"xpath//*[@id=""ac-gf-directory-column-section-state-services""]_SEL","//*[@id=""ac-gn-searchform-src""]_RELOC",idac-gn-searchform-src_SEL,namesrc_SEL,"xpath//*[@id=""ac-gn-searchform-src""]_SEL","//*[@id=""ac-gn-searchform-reset""]_RELOC",idac-gn-searchform-reset_SEL,class nameac-gn-searchform-reset_SEL,"xpath//*[@id=""ac-gn-searchform-reset""]_SEL","//*[@id=""ac-gn-bag""]//*[@aria-hidden=""true""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gn-bag-badge-separator"")][1]_RELOC",class nameac-gn-bag-badge-separator_SEL,"xpath//*[@id=""ac-gn-bag""]/div/span/span_SEL","//*[@aria-label=""Apple Directory""]/div[2]/div[1]/a[1]/span[1]_RELOC",class nameac-gf-directory-column-section-anchor-label_SEL,"xpath//*[@id=""ac-globalfooter""]/div/nav/div[2]/div/a/span_SEL","//*[@aria-label=""Apple Directory""]/div[1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section-list"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section-item"")][4]_RELOC","xpath//*[@id=""ac-globalfooter""]/div/nav/div/div/ul/li[4]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-sosumi"")]/ul[1]/li[9]/span[1]_RELOC","xpath//*[@id=""ac-globalfooter""]/div/section/ul/li[9]/span_SEL","//*[@aria-label=""Apple Directory""]/div[5]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section"")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section-list"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section-item"")][3]_RELOC","xpath//*[@id=""ac-globalfooter""]/div/nav/div[5]/div[2]/ul/li[3]_SEL","//*[@data-unit-id=""watch-series-7""]/div[1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" unit-copy-wrapper"")][1]_RELOC",class nameunit-copy-wrapper_SEL,xpath//html/body/main/section[2]/div[3]/div/div/div_SEL,"//*[@data-unit-id=""apple-fitness-plus-winter""]/div[1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" unit-copy-wrapper"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" cta-links"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" icon"")][1]_RELOC",class nameicon_SEL,xpath//html/body/main/section[3]/div/div/div/div/div/span_SEL,"//*[@aria-label=""Apple Directory""]/div[4]/div[2]/ul[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section-item"")][3]_RELOC","xpath//*[@id=""ac-globalfooter""]/div/nav/div[4]/div[2]/ul/li[3]_SEL","//*[@aria-label=""Apple Directory""]/div[2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section-list"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section-item"")][6]_RELOC","xpath//*[@id=""ac-globalfooter""]/div/nav/div[2]/div/ul/li[6]_SEL","//*[@aria-label=""Apple Directory""]/div[4]/div[4]_RELOC",class nameac-gf-directory-column-section_SEL,"xpath//*[@id=""ac-globalfooter""]/div/nav/div[4]/div[4]_SEL","//*[@data-unit-id=""tv-plus-macbeth""]/div[1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" unit-copy-wrapper"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" logo-image"")][1]/span[1]_RELOC",class namevisuallyhidden_SEL,xpath//html/body/main/section[3]/div[7]/div/div/div/h4/span_SEL,"//*[@data-unit-id=""iphone-13""]/div[1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" unit-copy-wrapper"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" cta-links"")][1]_RELOC",class namecta-links_SEL,xpath//html/body/main/section[2]/div[2]/div/div/div/div_SEL,"//*[@id=""ac-gn-menuanchor-open""]/span[1]_RELOC",class nameac-gn-menuanchor-label_SEL,"xpath//*[@id=""ac-gn-menuanchor-open""]/span_SEL","//*[@data-unit-id=""watch-series-7""]/div[1]/div[1]_RELOC",class nameunit-wrapper_SEL,xpath//html/body/main/section[2]/div[3]/div/div_SEL
22,20220210234516,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
23,20220211235442,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
24,20220212235350,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
25,20220213234050,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
26,20220214235416,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
27,20220215235939,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
28,20220216235455,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
29,20220217235756,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
30,20220218235646,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
31,20220219233447,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
32,20220220235642,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
33,20220221235540,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
34,20220222235457,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
35,20220223235907,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
36,20220224235832,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
37,20220225235936,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
38,20220226235806,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
39,20220227235816,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
40,20220228235312,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
41,20220301235842,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
42,20220302235228,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
43,20220303235942,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
44,20220304235825,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
45,20220305235539,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
46,20220306235941,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
47,20220307235847,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
48,20220308234952,True,False,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
49,20220309235456,True,False,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
50,20220310235308,True,False,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
51,20220311234633,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False,True
52,20220312235148,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False,True
53,20220313232705,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False,True
54,20220314235212,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False,True
55,20220315234823,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False,True
56,20220316235456,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False,True
57,20220317234808,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False,True
58,20220318233312,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False,True
59,20220319235143,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False,True
60,20220320235447,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False,True
61,20220321235238,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False,True
62,20220322235208,True,False,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
63,20220323233143,True,False,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
64,20220324235933,True,False,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
65,20220325234004,True,False,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
66,20220326233748,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
67,20220327234606,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
68,20220328234956,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
69,20220329235125,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
70,20220330234023,True,False,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True
