,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios "")]/li[12]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[1]/li[12]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios "")]/li[18]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[1]/li[18]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" Mid "")]_RELOC",class nameMid_SEL,xpath//html/body/div[3]/header/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes "")]/li[10]/article/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description "")][1]/p[2]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[10]/article/div/p[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListSdbr "")]/li[34]_RELOC",xpath//html/body/div[3]/div/div/div/aside/div/div[2]/ul/li[34]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes "")]/li[11]/article/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description "")][1]/p[2]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[11]/article/div/p[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes "")]/li[16]/article/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description "")][1]_RELOC",class nameDescription_SEL,xpath//html/body/div[3]/div/div/div/main/ul[2]/li[16]/article/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios "")]/li[13]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[1]/li[13]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes "")]/li[15]/article/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description "")][1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[15]/article/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes "")]/li[18]/article/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description "")][1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[18]/article/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios "")]/li[5]/a/*[contains(concat("" "", normalize-space(@class), "" ""), "" Capi "")][1]_RELOC",class nameCapi_SEL,xpath//html/body/div[3]/div/div/div/main/ul[1]/li[5]/a/span[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" Body "")]_RELOC",class nameBody_SEL,xpath//html/body/div[3]/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes "")]/li[1]/article/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description "")][1]/p[1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[1]/article/div/p[1]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes "")]/li[4]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[4]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios "")]/li[12]/a/*[contains(concat("" "", normalize-space(@class), "" ""), "" Capi "")][1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[1]/li[12]/a/span[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes "")]/li[12]/article/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description "")][1]/p[1]/span[2]_RELOC",class nameVts_SEL,xpath//html/body/div[3]/div/div/div/main/ul[2]/li[12]/article/div/p[1]/span[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes "")]/li[17]/article/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description "")][1]/p[2]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[17]/article/div/p[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes "")]/li[4]/article/a/*[contains(concat("" "", normalize-space(@class), "" ""), "" Estreno "")][1]/span_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[4]/article/a/span/span_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes "")]/li[4]/article/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description "")][1]/p[1]/span[1]_RELOC",class nameType_SEL,xpath//html/body/div[3]/div/div/div/main/ul[2]/li[4]/article/div/p[1]/span[1]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListSdbr "")]/li[11]_RELOC",xpath//html/body/div[3]/div/div/div/aside/div/div[2]/ul/li[11]_SEL
23,20211104200958,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
24,20211105030810,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
25,20211106094504,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,20211107004346,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
27,20211109063117,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
28,20211110074154,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
29,20211113083524,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
30,20211114043308,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
31,20211115230039,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
32,20211117224925,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
33,20211122215914,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
34,20211123165614,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
35,20211124133258,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
36,20211126122353,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
37,20211128000903,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
38,20211129030420,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
39,20211130145158,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
40,20211201234847,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
41,20211203154921,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
42,20211205233813,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
43,20211206161650,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
44,20211208022224,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
45,20211210235511,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True
46,20211213233146,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True
47,20211215213043,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True
48,20211216014226,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True
49,20211218002859,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True
50,20211219014300,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True
51,20211221050315,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True
52,20211223181221,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True
53,20211225231031,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True
54,20211228090727,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True
55,20211229045620,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True
56,20211231044513,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True
57,20220101145030,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
58,20220104022720,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
59,20220105192123,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
60,20220106075737,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
61,20220108070818,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
62,20220109220228,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
63,20220110182048,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
64,20220111163126,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
65,20220112195612,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
66,20220113235643,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
67,20220114022547,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
68,20220115064341,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
69,20220116230827,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
70,20220117184413,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
71,20220118210202,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
72,20220119201550,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
73,20220121211854,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
74,20220122172117,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
75,20220123183853,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
76,20220124193406,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
77,20220125182732,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
78,20220127222002,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
79,20220128184115,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
80,20220129180153,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
81,20220130055111,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
82,20220131215705,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
83,20220201184410,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
84,20220202210637,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
85,20220204153500,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
86,20220205203302,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
87,20220206213001,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
88,20220207201646,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
89,20220208231349,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
90,20220209205510,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
91,20220211162051,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
92,20220212204000,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
