,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-list "")]/li[5]/div[1]/ul[2]/ul[2]/li[6]_RELOC","xpath//*[@id=""g-navigation""]/div/nav/ul/li[5]/div/ul[2]/ul[2]/li[6]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" qt-nav "")]/div[1]/ul[1]/li[11]/a[1]/p[1]_RELOC","xpath//*[@id=""g-navigation""]/div/nav/ul/li/div/ul/li[11]/a/p_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" utility-links "")]_RELOC",class nameutility-links_SEL,idutility-header_SEL,"xpath//*[@id=""utility-header""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" featured-usps "")]/div[1]/div[4]/div[2]_RELOC",class namecol-lg-5_SEL,xpath//html/body/div[6]/div/div[4]/div[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" tool-international-labels "")]_RELOC",class nametool-international-labels_SEL,"xpath//*[@id=""g-navigation""]/div/nav/ul/li[6]/div/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" last "")]_RELOC",class namelang-option_SEL,"xpath//*[@id=""utility-header""]/div/ul/li[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-list "")]/li[5]/div[1]_RELOC",class namerepos_SEL,"xpath//*[@id=""g-navigation""]/div/nav/ul/li[5]/div_SEL","//*[@id=""global-header--search-track-international""]/div[1]_RELOC",class nameautocorrect_SEL,"xpath//*[@id=""global-header--search-track-international""]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" tool-informed "")]_RELOC",class nametool-informed_SEL,"xpath//*[@id=""g-navigation""]/div/nav/ul/li[3]/div/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" qt-nav "")]/div[1]/ul[1]/li[7]_RELOC","xpath//*[@id=""g-navigation""]/div/nav/ul/li/div/ul/li[7]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-list "")]/li[6]/div[1]/ul[2]/ul[1]/li[2]_RELOC","xpath//*[@id=""g-navigation""]/div/nav/ul/li[6]/div/ul[2]/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-list "")]/li[4]/div[1]/form[1]/span[1]/input[2]_RELOC",class nameinput--search_SEL,"xpath//*[@id=""g-navigation""]/div/nav/ul/li[4]/div/form/span/input[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" show "")]/div[1]/div[1]/div[1]_RELOC",class namecol-4_SEL,"xpath//*[@id=""collapseExample""]/div/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-list "")]/li[5]/div[1]/ul[3]/li[2]_RELOC","xpath//*[@id=""g-navigation""]/div/nav/ul/li[5]/div/ul[3]/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" show "")]/div[1]/div[1]/div[1]/div[1]_RELOC",class namearticle_SEL,"xpath//*[@id=""collapseExample""]/div/div/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-list "")]/li[4]/div[1]_RELOC","xpath//*[@id=""g-navigation""]/div/nav/ul/li[4]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" qt-nav "")]/div[1]/ul[1]/li[6]_RELOC","xpath//*[@id=""g-navigation""]/div/nav/ul/li/div/ul/li[6]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" carouselslide "")]/div[1]_RELOC",class namecontainer-fluid_SEL,xpath//html/body/div[8]/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-list "")]/li[5]/div[1]/ul[2]/ul[2]/li[3]_RELOC","xpath//*[@id=""g-navigation""]/div/nav/ul/li[5]/div/ul[2]/ul[2]/li[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" international-addition "")]_RELOC",class namedesktop-only_SEL,"xpath//*[@id=""g-navigation""]/div/nav/ul/li[6]/div/ul/div_SEL"
17,20220216210722,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
18,20220217213227,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
19,20220218231624,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
20,20220219231648,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
21,20220220231647,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
22,20220221232355,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
23,20220222223914,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
24,20220223231547,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
25,20220224231653,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
26,20220225232817,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
27,20220226231610,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
28,20220227231639,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
29,20220228195334,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
30,20220301234403,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
31,20220302231733,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
32,20220303232232,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
33,20220304221453,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
34,20220305235701,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
35,20220306231655,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
36,20220307231621,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
37,20220308231736,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
38,20220309231551,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
39,20220310231733,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
40,20220311225331,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
41,20220312232459,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,False,True,True,True,True,True
42,20220313231903,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
43,20220314195114,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,False,True,True,True,True,True
44,20220315234756,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
45,20220316115302,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,False,True,True,True,True,True
46,20220317223811,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
47,20220318183157,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
48,20220319223602,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
49,20220320234413,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
50,20220321215840,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
51,20220322231252,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
52,20220323224518,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
53,20220324232618,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
54,20220325231715,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
55,20220326231658,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
56,20220327231558,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
57,20220328231615,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
58,20220329231742,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
59,20220330222738,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
60,20220331233752,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
61,20220401231707,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
62,20220402231559,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
63,20220403231601,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
64,20220404231622,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
65,20220405231625,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
66,20220406232428,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
67,20220407172105,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
68,20220408232117,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,False,True,True,True,True,True
69,20220409231554,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,False,True,True,True,True,True
70,20220410231553,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
71,20220411231624,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
72,20220412231654,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
73,20220413231555,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
74,20220414231546,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
75,20220415235656,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,False,True,True,True,True,True
76,20220416231555,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,False,True,True,True,True,True
77,20220417231813,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
78,20220418231602,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
79,20220419214256,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
80,20220420152334,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
81,20220421225309,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,False,True,True,True,True,True
82,20220422230916,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
83,20220423231614,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
84,20220424231606,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
85,20220425231552,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
86,20220426223249,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True
