,Timestamp,"//*[@about=""/node/41276""]/span[1]_RELOC","xpath//*[@id=""block-box-shiny-content""]/div[8]/div/div/div[2]/div/div/div[3]/div/a/span_SEL","//*[@id=""block-menu-v2-submenu-row--7""]/div[2]_RELOC",class namemain-nav--subgroup_SEL,"xpath//*[@id=""block-menu-v2-submenu-row--7""]/div[2]_SEL","//*[@id=""block-menu-v2-submenu-row--5""]/div[2]/ul[1]/li[3]_RELOC",class namemain-nav--item_SEL,"xpath//*[@id=""block-menu-v2-submenu-row--5""]/div[2]/ul/li[3]_SEL","//*[@data-glide-dir=""=0""]_RELOC",class nameglide__bullet_SEL,"xpath//*[@id=""block-box-shiny-content""]/div[8]/div[2]/button_SEL","//*[@id=""block-menu-v2-submenu-row--5""]/div[2]_RELOC","xpath//*[@id=""block-menu-v2-submenu-row--5""]/div[2]_SEL","//*[@id=""block-menu-v2-submenu-row""]/div[1]/ul[2]/li[1]/a[1]/div[1]/span[1]_RELOC",class namemain-nav--child-item--title_SEL,"xpath//*[@id=""block-menu-v2-submenu-row""]/div/ul[2]/li/a/div/span_SEL","//*[@about=""/node/76306""]_RELOC",class namemodule-76306_SEL,"xpath//*[@id=""block-box-shiny-content""]/div[7]_SEL","//*[@aria-label=""Solutions""]_RELOC",class namemain-nav--primary-item_SEL,"xpath//*[@id=""block-menu-v2-item--2""]/button_SEL","//*[@style=""background-color: #FFFFFF;""]/div[1]/div[1]/div[1]/div[1]_RELOC",class namenavigation-spotlight--content_SEL,"xpath//*[@id=""block-menu-v2-submenu--6""]/div/div/div/div_SEL","//*[@aria-labelledby=""footer-mobile""]/li[1]_RELOC",class namefooter--mobile__column_SEL,"xpath//*[@id=""block-box-shiny-footerlinks-v2-mobile""]/div/ul/li_SEL","//*[@id=""block-box-shiny-footerlinks-v2""]/li[5]/ul[1]/li[1]/ul[1]/li[9]_RELOC","xpath//*[@id=""block-box-shiny-footerlinks-v2""]/li[5]/ul/li/ul/li[9]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" logo-stripe--row "")]/div[5]/div[1]_RELOC",class nameanim-wrapper_SEL,"xpath//*[@id=""block-box-shiny-content""]/div[2]/div/div[2]/div[5]/div_SEL","//*[@id=""block-menu-v2-submenu-row--2""]/div[2]/ul[1]/li[5]/a[1]/div[1]_RELOC","xpath//*[@id=""block-menu-v2-submenu-row--2""]/div[2]/ul/li[5]/a/div_SEL","//*[@aria-labelledby=""footer-mobile""]/li[1]/ul[1]/ul[1]/li[6]_RELOC","xpath//*[@id=""block-box-shiny-footerlinks-v2-mobile""]/div/ul/li/ul/ul/li[6]_SEL","//*[@id=""block-box-shiny-footerlinks-v2""]/li[3]/ul[1]/li[1]/ul[1]/li[1]_RELOC","xpath//*[@id=""block-box-shiny-footerlinks-v2""]/li[3]/ul/li/ul/li_SEL","//*[@id=""block-menu-v2-submenu-row--7""]_RELOC",idblock-menu-v2-submenu-row--7_SEL,class namemain-nav--row_SEL,"xpath//*[@id=""block-menu-v2-submenu-row--7""]_SEL","//*[@id=""block-menu-v2-submenu-row""]_RELOC",idblock-menu-v2-submenu-row_SEL,"xpath//*[@id=""block-menu-v2-submenu-row""]_SEL","//*[@id=""block-menu-v2-submenu-row--2""]/div[2]/ul[1]/li[4]/a[1]/div[1]_RELOC","xpath//*[@id=""block-menu-v2-submenu-row--2""]/div[2]/ul/li[4]/a/div_SEL","//*[@aria-labelledby=""footer-mobile""]/li[1]/ul[1]/ul[1]/li[7]_RELOC","xpath//*[@id=""block-box-shiny-footerlinks-v2-mobile""]/div/ul/li/ul/ul/li[7]_SEL","//*[@aria-labelledby=""footer-mobile""]/li[1]/ul[1]/ul[1]/li[2]_RELOC","xpath//*[@id=""block-box-shiny-footerlinks-v2-mobile""]/div/ul/li/ul/ul/li[2]_SEL"
26,20220410193249,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
27,20220411222851,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
28,20220413211349,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
29,20220415235047,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
30,20220416220020,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
31,20220417224406,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
32,20220418231134,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
33,20220419235355,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
34,20220420203713,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
35,20220421224356,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
36,20220422190107,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
37,20220423230931,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
38,20220424231403,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
39,20220425151315,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
40,20220426210243,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
41,20220427191010,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
42,20220429165720,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
43,20220430135931,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
44,20220506235234,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
45,20220507205940,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
46,20220509181823,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
47,20220510190617,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
48,20220511175641,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
49,20220512214521,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
50,20220513223451,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
51,20220514225440,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
52,20220515234038,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
53,20220517190531,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
54,20220520213251,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
55,20220521200641,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
56,20220522190601,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
57,20220523075258,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
58,20220524111418,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
59,20220526173715,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
60,20220527190627,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
61,20220528170031,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
62,20220529122128,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
63,20220530140004,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
64,20220531205957,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
65,20220602201122,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
66,20220603204020,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
67,20220604231025,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
68,20220605225132,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
69,20220606221711,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
70,20220607223526,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
71,20220608231413,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
72,20220609235201,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
73,20220612033619,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
74,20220613114652,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
75,20220614100311,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
76,20220618130829,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
77,20220619162251,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
78,20220620144143,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
79,20220621190940,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
80,20220622173326,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
81,20220624232253,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
82,20220625223810,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
83,20220626191104,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
84,20220627203430,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
85,20220628202043,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
86,20220629202810,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
87,20220701191140,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
88,20220702144642,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
89,20220703182020,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False
