,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" AssemblyTextButton--inverted "")]/span[1]_RELOC","xpath//*[@id=""TopNavigationReactTarget""]/header/div/div[2]/div[2]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTextCallout-carouselItemDescription "")]_RELOC",class namePrismicTextCallout-carouselItemDescription_SEL,"xpath//*[@id=""PrismicMediaCarouselTarget""]/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTextCallout-carousel "")]_RELOC",class namePrismicTextCallout-carousel_SEL,"xpath//*[@id=""PrismicMediaCarouselTarget""]/div_SEL",//main[1]/section[7]/div[1]/div[1]/div[1]/div[1]_RELOC,class namePrismicTextCallout-title_SEL,"xpath//*[@id=""page""]/section[7]/div/div/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" SiteCreateIconButton-xhp "")]/a[1]/span[1]_RELOC","xpath//*[@id=""TopNavigationReactTarget""]/header/div/div/div[2]/div[3]/a/span_SEL","//*[@onclick=""if(window.logPageAction){window.logPageAction('topic_prismic',{currentUrl:window.location.pathname,nextUrl:'/topic/arts-and-humanities/'});}""]/span[1]_RELOC","xpath//*[@id=""PrismicTopicLinksTarget""]/div[3]/a/span_SEL",//main[1]/section[7]/div[1]_RELOC,class nameUIContainer_SEL,"xpath//*[@id=""page""]/section[7]/div_SEL",//main[1]/section[3]/div[1]/div[1]_RELOC,class namePrismicTextCallout-content_SEL,"xpath//*[@id=""page""]/section[3]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" SiteFooter-socialAndCopyright "")]/div[1]/div[1]/div[1]/span[2]_RELOC",class nameUIIconButton_SEL,xpath//html/body/div[2]/footer/div/div[2]/section/div/div/div/span[2]_SEL,//main[1]/section[9]/div[1]_RELOC,"xpath//*[@id=""page""]/section[9]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTopicSubject--Languages "")]_RELOC",class namePrismicTopicSubject_SEL,"xpath//*[@id=""PrismicTopicLinksTarget""]/div_SEL","//*[@onclick=""if (Quizlet.trackPrismicCTAClick) Quizlet.trackPrismicCTAClick('hero-module-signup');var x=Quizlet.openSignupModal;return !x||!x({""signupOrigin"":""info-page-cta"",""screenName"":""none/homepage""})&&!1""]/span[1]_RELOC",class nameUIButton-wrapper_SEL,"xpath//*[@id=""page""]/section/div/div/div[2]/div[3]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTextCallout--fullCover "")]/div[1]_RELOC","xpath//*[@id=""page""]/section[8]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTextCallout--carousel "")]/div[1]/div[1]_RELOC","xpath//*[@id=""page""]/section/div/div_SEL","//*[@name=""cstoken""]_RELOC",namecstoken_SEL,xpath//html/body/div[2]/footer/div/div/div/div[5]/div/div/div/div/div/form/input_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTextCallout--fullCover "")]/div[1]/div[1]/div[2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTextCallout-title "")][1]_RELOC","xpath//*[@id=""page""]/section[8]/div/div/div[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" TopNavigation-contentLeft "")]_RELOC",class nameTopNavigation-contentLeft_SEL,"xpath//*[@id=""TopNavigationReactTarget""]/header/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" SiteFooter-flexContainer "")]/div[4]/div[1]/div[1]_RELOC",class nameUIRow_SEL,xpath//html/body/div[2]/footer/div/div/div/div[4]/div/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTopicLinks-inner "")]_RELOC",class namePrismicTopicLinks-inner_SEL,"xpath//*[@id=""page""]/section[4]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" SiteNavLoginSection "")]_RELOC",class nameSiteNavLoginSection_SEL,"xpath//*[@id=""TopNavigationReactTarget""]/header/div/div[2]/div[2]_SEL"
21,20210409160128,1,2,1,1,1,1,1,1,1,5,2,1,1,1,1,1,2,1,1,7,1,1,3,1,1,1,1,1,6,0,5,1,1,1,1,8,1,1,2,1,3,1,1,2,1,5,1,1,1,1,1,1,1
22,20210410193207,1,2,1,1,1,1,1,1,1,5,2,1,1,1,1,1,2,1,1,7,1,1,3,1,1,1,1,1,6,0,5,1,1,1,1,8,1,1,2,1,3,1,1,2,1,5,1,1,1,1,1,1,1
23,20210411213113,1,2,1,1,1,1,1,1,1,5,2,1,1,1,1,1,2,1,1,7,1,1,3,1,1,1,1,1,6,0,5,1,1,1,1,8,1,1,2,1,3,1,1,2,1,5,1,1,1,1,1,1,1
24,20210412104904,1,2,1,1,1,1,1,1,0,5,3,1,1,0,0,1,2,1,1,7,1,1,3,1,0,0,0,0,0,0,5,1,1,1,1,7,1,1,2,1,0,1,1,2,1,5,1,0,0,1,1,1,1
25,20210413181513,1,2,1,1,1,1,1,1,0,6,3,1,1,0,1,1,2,1,1,8,1,1,3,1,1,1,1,1,6,0,5,1,1,1,1,9,1,1,2,1,0,1,1,2,1,5,1,1,1,1,1,1,1
26,20210414224233,1,2,1,1,1,1,1,1,1,5,2,1,1,1,1,1,2,1,1,7,1,1,3,0,1,1,1,1,6,0,5,1,1,1,1,8,1,1,0,1,3,1,1,2,1,5,0,1,1,1,1,1,1
27,20210415215722,1,2,1,1,1,1,1,1,1,5,2,1,1,1,1,1,2,1,1,7,1,1,3,1,1,1,1,1,6,0,5,1,1,1,1,8,1,1,2,1,3,1,1,2,1,5,1,1,1,1,1,1,1
28,20210416122450,1,2,1,1,1,1,1,1,1,5,2,1,1,1,1,1,2,1,1,7,1,1,3,1,1,1,1,1,6,0,5,1,1,1,1,8,1,1,2,1,3,1,1,2,1,5,1,1,1,1,1,1,1
29,20210428163358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,20210509215057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,20210527172438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,20210713234914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,20210716211156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,20210719233420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,20210808234727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,20210911224125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,20210916225909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,20210923211632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,20211001224007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,20211103235526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,20211104175809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,20211107224812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,20211115200156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,20211118134725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,20211119225307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,20211220232746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,20220107132754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,20220112052842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,20220120195615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,20220123230823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,20220208201648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,20220213213921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,20220226190030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,20220227185221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,20220310195753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,20220311223924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,20220312235820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,20220313174759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,20220316140025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,20220323232805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,20220328045609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,20220405032645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,20220407182059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,20220408014156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,20220413150442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,20220414011008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,20220415012321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,20220417015521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,20220422012723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,20220425174135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,20220426012233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,20220427235759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,20220428203644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,20220429010013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,20220502044517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,20220503232212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,20220504223149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,20220509152543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,20220510015412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,20220511012001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,20220512104857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,20220517022211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,20220518193446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,20220602223800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,20220603172555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
