,Timestamp,"//*[@style=""background-image: url('http://wayback.archive-it.org/all/20220228073033im_/https://newsinfo.inquirer.net/wp-content/blogs.dir/10/files/2022/02/256229-e1645975281756-300x193.jpeg')""]_RELOC",class namechbox_img_SEL,"xpath//*[@id=""track_regions""]/div[2]/div_SEL","//*[@id=""inqf-more""]_RELOC",idinqf-more_SEL,"xpath//*[@id=""inqf-more""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" swiper-wrapper "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" swiper-slide "")][6]/*[@data-test-source=""inquirer.net""][1]_RELOC",idtr_boxs3_SEL,"xpath//*[@id=""tr_boxs3""]_SEL","//*[@style=""background-image: url(http://wayback.archive-it.org/all/20220228073033im_/https://newsinfo.inquirer.net/files/2022/02/isko-willie.png);""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" flx-l-overlay "")][1]/a/*[contains(concat("" "", normalize-space(@class), "" ""), "" flx-m-cat "")][1]_RELOC",class nameflx-m-cat_SEL,"xpath//*[@id=""flx-gl-left""]/div[1]/div/a/div[1]_SEL","//*[@id=""track_business""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" items "")][1]_RELOC",class nameitems_SEL,"xpath//*[@id=""track_business""]/div[3]_SEL",//footer/section/ul/li[4]/ul/li[1]_RELOC,xpath//html/body/footer/section/ul/li[4]/ul/li[1]_SEL,"//*[@id=""menut_lbl""]_RELOC",idmenut_lbl_SEL,"xpath//*[@id=""menut_lbl""]_SEL","//*[@id=""track_business""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" items "")][3]_RELOC","xpath//*[@id=""track_business""]/div[5]_SEL","//*[@id=""track_entertainment""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" items "")][2]_RELOC","xpath//*[@id=""track_entertainment""]/div[4]_SEL","//*[@id=""track_usa_canada""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ch_more "")][1]_RELOC",class namech_more_SEL,"xpath//*[@id=""track_usa_canada""]/div[6]_SEL",//footer/section/ul/li[1]/ul/li[8]_RELOC,xpath//html/body/footer/section/ul/li[1]/ul/li[8]_SEL,"//*[@id=""wm-media-player-container""]_RELOC",idwm-media-player-container_SEL,"xpath//*[@id=""wm-media-player-container""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" flx-s-desk "")]/*[@id=""newsletter_gallery""][1]_RELOC",idnewsletter_gallery_SEL,class namenewslettershowd_SEL,"xpath//*[@id=""newsletter_gallery""]_SEL","//*[@id=""track_metro""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ch_more "")][1]_RELOC","xpath//*[@id=""track_metro""]/div[6]_SEL","//*[@id=""track_bandera""]_RELOC",idtrack_bandera_SEL,class namechbox_SEL,"xpath//*[@id=""track_bandera""]_SEL",//footer/section/ul/li[1]/ul/li[9]_RELOC,xpath//html/body/footer/section/ul/li[1]/ul/li[9]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" swiper-wrapper "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" swiper-slide "")][10]/*[@data-test-source=""reuters""][3]/h6[2]/span_RELOC","xpath//*[@id=""tr_boxs3""]/h6[2]/span_SEL","//*[@style=""background-image: url(http://wayback.archive-it.org/all/20220228073033im_/https://newsinfo.inquirer.net/files/2022/02/WhatsApp-Image-2022-02-28-at-2.09.17-PM.jpeg);""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" flx-l-overlay "")][1]/a/*[contains(concat("" "", normalize-space(@class), "" ""), "" flx-l-head "")][1]_RELOC",class nameflx-l-head_SEL,"xpath//*[@id=""flx-gl-left""]/div[4]/div/a/div[2]_SEL","//*[@style=""background-image: url(http://wayback.archive-it.org/all/20220228073033im_/https://newsinfo.inquirer.net/files/2022/02/WhatsApp-Image-2022-02-28-at-2.09.17-PM.jpeg);""]_RELOC",class nameflx-leftbox_SEL,"xpath//*[@id=""flx-gl-left""]/div[4]_SEL","//*[@style=""background-image: url(http://wayback.archive-it.org/all/20220228073033im_/https://newsinfo.inquirer.net/files/2022/02/WhatsApp-Image-2022-02-28-at-2.09.17-PM.jpeg);""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" flx-l-overlay "")][1]_RELOC",class nameflx-l-overlay_SEL,"xpath//*[@id=""flx-gl-left""]/div[4]/div_SEL"
18,20220428233515,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
19,20220429214309,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
20,20220502233108,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
21,20220504232825,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
22,20220507232838,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
23,20220511234943,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
24,20220516232807,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
25,20220519233001,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
26,20220523232816,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
27,20220524232825,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
28,20220526232844,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
29,20220527232834,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
30,20220528232829,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
31,20220530232857,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
32,20220531232910,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
33,20220601232850,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
34,20220602232822,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,True,False,False,True
35,20220603232834,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,True,False,False,True
36,20220604232828,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
37,20220605232819,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
38,20220606232828,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
39,20220608234229,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
40,20220609122819,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
41,20220611232814,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
42,20220612232906,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
43,20220613232932,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
44,20220614192822,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
45,20220615120924,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
46,20220616202829,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
47,20220617152837,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
48,20220618223142,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
49,20220619232957,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
50,20220621233719,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
51,20220622232818,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
52,20220623232809,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
53,20220626232821,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
54,20220627222816,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
55,20220629172820,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
56,20220630233714,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
57,20220701123606,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
58,20220702070651,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
59,20220703232038,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,20220704200634,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,20220705225711,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
62,20220707214256,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
63,20220710232806,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
64,20220711220456,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
65,20220712155421,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
66,20220714161456,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
67,20220716144038,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
68,20220718021649,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
69,20220719045026,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
70,20220720175606,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
71,20220727134150,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
72,20220730164528,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
73,20220801163845,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
74,20220803223911,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
75,20220804210052,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
76,20220805203644,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
77,20220806205048,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
78,20220807213603,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
79,20220808203926,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
80,20220810184943,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True
