,Timestamp,"//*[@id=""modalID""]//*[@role=""document""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-body"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-body-content"")][1]/p[1]_RELOC","xpath//*[@id=""modalID""]/div/div[2]/div[2]/div/div[2]/p_SEL","//*[@id=""citi-modal-8240""]/*[@tabindex=""-1""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" cdk-visually-hidden"")][1]_RELOC",class namecdk-visually-hidden_SEL,"xpath//*[@id=""citi-modal-8240""]/div/div_SEL","//app-module-one[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" mod-one"")][1]_RELOC",class namemod-one_SEL,id_SEL,"xpath//*[@id=""""]_SEL","//citi-input[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-xs-12"")][1]/div[1]/div[1]/div[1]_RELOC","xpath//*[@id=""modal""]/div/div[2]/div[2]/div/div[2]/div/div/citi-input/div/div/div/div_SEL","//citi-jamp[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" fillHeight"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" alignmentEl"")][1]_RELOC",class namealignmentEl_SEL,"xpath//*[@id=""maincontent""]/div/div/div/app-landingpage/div/citi-simple-layout/div/app-hero/div/div/nga-login/citi-jamp/div/div_SEL","//*[@id=""maincontent""]/div[1]/div[1]/div[1]_RELOC",class nameappbody_SEL,"xpath//*[@id=""maincontent""]/div/div/div_SEL","//*[@id=""qrCodeModal_Nga""]/*[@tabindex=""-1""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-content"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-footer"")][1]_RELOC",class namemodal-footer_SEL,"xpath//*[@id=""qrCodeModal_Nga""]/div/div[2]/div[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ct-banner-alert-box"")]_RELOC",class namect-banner-alert-box_SEL,"xpath//*[@id=""clearuser-alert-id""]/citi-banner-alert/div/div_SEL","//citi-showcase[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" showcase"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" container-fluid"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" text-center"")][1]/citi-text-header[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" hidden"")][1]_RELOC",class namehidden_SEL,"xpath//*[@id=""threeUpContainer""]/citi-showcase/section/div/div/citi-text-header/span_SEL","//*[@id=""clearUserIdModal""]/*[@tabindex=""-1""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-content"")][1]_RELOC",class namemodal-content_SEL,"xpath//*[@id=""clearUserIdModal""]/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" heroContainer"")]/div[1]_RELOC","xpath//*[@id=""maincontent""]/div/div/div/app-landingpage/div/citi-simple-layout/div/app-hero/div/div_SEL","//*[@id=""qrCodeModal_Nga""]//*[@role=""document""]_RELOC","xpath//*[@id=""qrCodeModal_Nga""]/div/div[2]/div[2]_SEL","//citi-showcase[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" showcase"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" container-fluid"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-xs-12"")][1]_RELOC",class namecol-xs-12_SEL,"xpath//*[@id=""threeUpContainer""]/citi-showcase/section/div/div[2]/div/div[3]_SEL","//*[@role=""main""]_RELOC","xpath//*[@id=""maincontent""]/div/div/div/app-landingpage/div_SEL","//*[@id=""modOneContainer""]_RELOC",idmodOneContainer_SEL,class namecontainer_SEL,"xpath//*[@id=""modOneContainer""]_SEL","//*[@id=""qrCodeModal_Nga""]/*[@tabindex=""-1""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-content"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-header"")][1]_RELOC",class namemodal-header_SEL,"xpath//*[@id=""qrCodeModal_Nga""]/div/div[2]/div_SEL","//*[@id=""citi-modal-8240""]/*[@tabindex=""-1""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-content"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-footer"")][1]_RELOC","xpath//*[@id=""citi-modal-8240""]/div/div[2]/div[3]_SEL","//citi-signon2[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" theme-light"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" username-input"")][1]_RELOC",class nameusername-input_SEL,"xpath//*[@id=""logInForm""]/form/div/citi-signon2/section/div[2]/div_SEL","//*[@idstr=""safeMode""]/div[1]_RELOC","xpath//*[@id=""maincontent""]/div/div/div/app-landingpage/div/citi-simple-layout/div/app-hero/div/div/nga-login/citi-modal[2]/div_SEL","//*[@id=""safeMode""]/*[@tabindex=""-1""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-content"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-header"")][1]_RELOC","xpath//*[@id=""safeMode""]/div/div[2]/div_SEL"
26,20220414232353,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
27,20220415151343,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
28,20220416210048,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
29,20220417233043,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
30,20220418160304,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
31,20220419230404,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
32,20220420145651,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
33,20220421150753,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
34,20220422061059,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
35,20220423210835,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
36,20220424220115,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
37,20220425031328,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
38,20220426122905,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
39,20220427210740,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
40,20220428152536,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
41,20220429072124,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
42,20220430204743,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
43,20220501234353,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
44,20220502072512,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
45,20220503144014,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
46,20220504232428,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
47,20220505204318,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
48,20220506213523,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
49,20220507222723,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
50,20220508233421,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
51,20220509202232,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
52,20220510215909,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
53,20220511224535,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
54,20220512232244,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
55,20220513235348,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
56,20220514120115,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
57,20220515182459,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
58,20220516100925,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
59,20220517161406,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
60,20220518112838,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
61,20220519194140,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
62,20220520172605,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
63,20220521135502,1,1,0,12,0,1,1,0,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,3,0,0,1,1,2,1,1,1,3
64,20220522194222,1,1,0,12,0,0,1,0,4,1,1,0,1,0,1,1,1,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,4,0,0,0,0,7,0,0,0,0,0
65,20220523230738,1,1,0,12,0,0,1,0,4,1,1,0,1,0,1,1,1,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,4,0,0,0,0,7,0,0,0,0,0
66,20220524135447,1,1,0,12,0,0,1,0,4,1,1,0,1,0,1,1,1,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,4,0,0,0,0,7,0,0,0,0,0
67,20220525074400,1,1,0,12,0,0,1,0,4,1,1,0,1,0,1,1,1,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,4,0,0,0,0,7,0,0,0,0,0
68,20220526151849,1,1,0,12,0,0,1,0,4,1,1,0,1,0,1,1,1,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,4,0,0,0,0,7,0,0,0,0,0
69,20220527095120,1,1,0,12,0,0,1,0,4,1,1,0,1,0,1,1,1,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,4,0,0,0,0,7,0,0,0,0,0
70,20220528103514,1,1,0,12,0,0,1,0,4,1,1,0,1,0,1,1,1,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,4,0,0,0,0,7,0,0,0,0,0
71,20220529170355,1,1,0,12,0,0,1,0,4,1,1,0,1,0,1,1,1,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,4,0,0,0,0,7,0,0,0,0,0
72,20220530135426,1,1,0,12,0,0,1,0,4,1,1,0,1,0,1,1,1,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,4,0,0,0,0,7,0,0,0,0,0
73,20220531220850,1,1,0,12,0,0,1,0,4,1,1,0,1,0,1,1,1,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,4,0,0,0,0,7,0,0,0,0,0
