,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" flyout-quick-entry "")]/li[5]_RELOC","xpath//*[@id=""nav-user-account""]/div/ul/li[5]_SEL","//*[@id=""month""]_RELOC",idmonth_SEL,"xpath//*[@id=""month""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" hm-left-store "")]_RELOC",class namehm-left_SEL,"xpath//*[@id=""header""]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" flyout-quick-entry "")]/li[2]_RELOC","xpath//*[@id=""nav-user-account""]/div/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" right-shopcart "")]_RELOC",class nameright-shopcart_SEL,"xpath//*[@id=""header""]/div/div[2]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" search-cate-title "")]_RELOC",class namesearch-cate-title_SEL,"xpath//*[@id=""search-cate""]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ng-sub-title "")]_RELOC",class nameng-sub-title_SEL,"xpath//*[@id=""nav-global""]/div[2]/div/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-cart-box "")]_RELOC",class nameng-item_SEL,"xpath//*[@id=""nav-global""]/div[4]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" top-lighthouse "")]_RELOC",class nametop-lighthouse_SEL,idtop-lighthouse_SEL,"xpath//*[@id=""top-lighthouse""]_SEL","//*[@id=""catId""]_RELOC",idcatId_SEL,namecatId_SEL,"xpath//*[@id=""catId""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" searchbar-operate-box "")]_RELOC",class namesearchbar-operate-box_SEL,"xpath//*[@id=""form-searchbar""]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" user-account-main "")]_RELOC",class nameuser-account-main_SEL,"xpath//*[@id=""nav-user-account""]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" switcher-common "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" switcher-language "")][2]_RELOC",class nameswitcher-language_SEL,"xpath//*[@id=""nav-global""]/div[3]/div/div/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" switcher-currency-c "")]_RELOC",class nameswitcher-currency-c_SEL,"xpath//*[@id=""nav-global""]/div[3]/div/div/div/div[3]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-wishlist "")]_RELOC","xpath//*[@id=""nav-global""]/div[4]/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ng-sub-list "")]/li[1]_RELOC","xpath//*[@id=""nav-global""]/div[2]/div/ul/li_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" flyout-welcome-text "")]_RELOC",class nameflyout-welcome-text_SEL,"xpath//*[@id=""nav-user-account""]/div/div/div/p_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" hot-words "")]_RELOC",class namehot-words_SEL,"xpath//*[@id=""header""]/div/div[3]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ng-setting-proxy "")]_RELOC",class nameng-item-wrap_SEL,"xpath//*[@id=""nav-global""]/div_SEL","//*[@id=""userCountryCode""]_RELOC",iduserCountryCode_SEL,"xpath//*[@id=""userCountryCode""]_SEL"
13,20220201235700,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
14,20220202141234,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
15,20220203192727,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
16,20220204233559,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
17,20220205211316,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
18,20220206232239,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
19,20220207232325,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
20,20220208235028,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
21,20220209221643,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
22,20220210232116,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
23,20220211201205,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
24,20220212233502,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
25,20220213221600,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
26,20220214233322,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
27,20220215235927,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
28,20220216210730,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
29,20220217234812,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
30,20220218214149,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
31,20220219234423,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
32,20220220235248,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
33,20220221232155,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
34,20220222194318,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
35,20220223224600,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
36,20220224231753,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
37,20220225220151,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
38,20220226230737,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
39,20220227215426,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
40,20220228230532,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
41,20220301223108,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
42,20220302215047,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
43,20220304222445,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
44,20220305232426,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,3,1,1,1
45,20220306233557,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
46,20220307235750,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
47,20220308215207,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
48,20220309223504,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
49,20220310233122,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
50,20220311222619,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
51,20220312214956,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
52,20220313202306,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
53,20220314233347,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
54,20220315190331,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
55,20220316225335,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
56,20220317235137,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
57,20220318210610,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
58,20220319225433,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
59,20220320205415,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
60,20220321220116,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
61,20220322233524,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
62,20220323172525,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
63,20220324174732,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
64,20220325232350,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
65,20220326205720,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
66,20220327193645,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,3,1,1,1
67,20220328202030,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
68,20220329204453,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
69,20220330221730,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
70,20220331234446,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
71,20220401233000,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
72,20220402234131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,20220403181322,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
74,20220404203457,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
75,20220405231821,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
76,20220406212509,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
77,20220407201440,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
78,20220408211134,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,3,1,1,1
79,20220409210118,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
80,20220410215902,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
81,20220412222841,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
82,20220413221449,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
83,20220414235113,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
84,20220415213905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
