,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" p-catList_cell--interior- "")]/ul/li[1]_RELOC",class namep-catList_items_item_SEL,xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[4]/div/div/ul[8]/li[1]/a/ul/li[1]_SEL,"//*[@onclick=""onclickcatalyst_togroupsite('waku_top_exp_E_93032_3151');""]/div[2]/p[2]_RELOC",class namec-feed_lines_ttl_SEL,xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[7]/div[1]/div[15]/div[2]/a/div[2]/p[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" p-ranking "")]/ul/*[contains(concat("" "", normalize-space(@class), "" ""), "" p-ranking_cont "")][3]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-positioning "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" p-ranking_-bb-_item "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" p-ranking_-bb-_item_price "")][1]/span[3]_RELOC",class namep-ranking_-bb-_item_price_par_SEL,xpath//html/body/div[1]/div[1]/div[2]/div[2]/div[3]/ul/li[3]/div/div[1]/p[4]/span[3]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_in "")]/div[26]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_cell "")][1]_RELOC",class namec-feed_cell_SEL,xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[7]/div[1]/div[26]/div[1]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_in "")]/div[7]_RELOC",class namec-feed_row_SEL,xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[7]/div[1]/div[7]_SEL,"//*[@onclick=""onclickcatalyst_togroupsite('waku_top_exp_E_92912_3151');""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_lines "")][1]/p[1]_RELOC",class namep-cat_SEL,xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[7]/div[1]/div[22]/div[3]/a/div[2]/p[1]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" p-catList_cell--outdoor- "")]/ul/li[5]_RELOC",xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[4]/div/div/ul[5]/li[2]/a/ul/li[5]_SEL,"//*[@onclick=""onclickcatalyst_togroupsite('waku_top_exp_E_91714_3151');""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_lines "")][1]/p[1]_RELOC",xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[7]/div[1]/div[23]/div[3]/a/div[2]/p[1]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-list2-2column "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-list2_wrap "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-list2_row "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-list2_cell "")][1]_RELOC",class namec-list2_cell_SEL,xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[6]/div[3]/div/ul[2]/li[1]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" p-catList_cell--game- "")]/ul/li[2]_RELOC",xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[4]/div/div/ul[10]/li[1]/a/ul/li[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_in "")]/div[2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_cell "")][1]_RELOC",xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[7]/div[1]/div[2]/div[1]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" p-ranking "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" s-biggerlink "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" p-ranking_wrap "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" p-ranking_cont "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-positioning "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" p-ranking_cont_item "")][1]/p[2]/span[2]_RELOC",class namec-num_SEL,xpath//html/body/div[1]/div[1]/div[2]/div[2]/div[3]/div[2]/ol/li[2]/div/div[1]/p[2]/span[2]_SEL,"//*[@onclick=""onclickcatalyst_togroupsite('waku_top_exp_E_92913_3151');""]/div[2]/p[2]_RELOC",xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[7]/div[1]/div[19]/div[2]/a/div[2]/p[2]_SEL,"//*[@onclick=""onclickcatalyst_togroupsite('waku_top_exp_E_92768_3151');""]/div[2]/p[2]_RELOC",xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[7]/div[1]/div[25]/div[1]/a/div[2]/p[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" p-ranking "")]/ul/*[contains(concat("" "", normalize-space(@class), "" ""), "" p-ranking_cont "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-positioning "")][1]_RELOC",class namec-positioning_SEL,xpath//html/body/div[1]/div[1]/div[2]/div[2]/div[3]/ul/li[1]/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_in "")]/div[16]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_cell "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_item "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_lines "")][1]/p[1]_RELOC",xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[7]/div[1]/div[16]/div[2]/a/div[2]/p[1]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" p-map-outbound "")]/ul/li[3]_RELOC",class namep-inform_item_SEL,xpath//html/body/div[1]/div[1]/div[3]/div[2]/ul/li[3]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" l-h_campaignTtl "")]_RELOC",class namel-h_campaignTtl_SEL,xpath//html/body/div[1]/div[1]/div[1]/div/div[1]/p_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_in "")]/div[12]/div[2]/a/div[2]/div_RELOC",class namec-feed_lines_icons_SEL,xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[7]/div[1]/div[12]/div[2]/a/div[2]/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" p-catList_ttl--contactlens- "")]_RELOC",class namep-catList_ttl_SEL,xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[4]/div/div/ul[9]/li[1]/a/p_SEL
28,20220408214021,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True
29,20220409185456,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True
30,20220412193641,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
31,20220415143534,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
32,20220416212054,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
33,20220418162915,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
34,20220419170300,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
35,20220421185704,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
36,20220422194638,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
37,20220423223539,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True
38,20220425212557,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
39,20220427205308,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True
40,20220428214720,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True
41,20220501225845,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
42,20220502233722,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
43,20220505113113,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
44,20220506102601,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
45,20220507152727,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
46,20220512120447,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
47,20220513125345,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
48,20220514200528,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
49,20220516183833,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
50,20220517081923,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
51,20220519113509,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True
52,20220520110746,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
53,20220521150323,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
54,20220523115631,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
55,20220524164311,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
56,20220525130636,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
57,20220526142007,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
58,20220528181137,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
59,20220531224231,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True
60,20220601231839,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True
61,20220604164230,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
62,20220605191910,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
63,20220607111610,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
