,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" sidemenunav__lang"")]_RELOC",class namesidemenunav__lang_SEL,"xpath//*[@id=""side-menu-header""]/section[6]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" disclosuremodal"")]_RELOC",class namedisclosuremodal_SEL,xpath//html/body/div/div[6]_SEL,"//*[@id=""product-sidenav-1""]_RELOC",idproduct-sidenav-1_SEL,class namesidemenunav__secondary--section__submenu_SEL,"xpath//*[@id=""product-sidenav-1""]_SEL","//*[@id=""product-sidenav-4""]//*[@data-pt-name=""hd_sm_fs_compcl""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sidemenunav__secondary__prim--title"")][1]_RELOC",class namesidemenunav__secondary__prim--title_SEL,"xpath//*[@id=""product-sidenav-4""]/div/ul/li/a/p_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" home__body"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sidemenu__overlay"")][1]_RELOC",class namesidemenu__overlay_SEL,xpath//html/body/div/div[5]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" speedbump"")]_RELOC",class namespeedbump_SEL,xpath//html/body/div/div[7]_SEL,"//*[@id=""product-5""]/_RELOC",class nameheader-navigation__dropdown--last-link_SEL,"xpath//*[@id=""product-5""]/ul/li[6]_SEL","//*[@id=""side-menu-header""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sidemenunav__section"")][3]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sidemenunav__section--title__container"")][1]_RELOC",class namesidemenunav__section--title__container_SEL,"xpath//*[@id=""side-menu-header""]/section[5]/div_SEL","//*[@id=""side-menu-header""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sidemenunav__section"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sidemenunav__prim"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sidemenunav__prim--link"")][3]_RELOC",class namesidemenunav__prim--link_SEL,"xpath//*[@id=""side-menu-header""]/section[3]/div/ul/li[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer__module-footer__section--container"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" seo-content"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" seocontent"")][5]//*[contains(concat("" "", normalize-space(@class), "" ""), "" content"")]_RELOC",xpath//html/body/div/footer/div/div[2]/div/div/div[2]/div/div/div[5]/div/div[2]/p_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer__module-footer__section--container"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" seo-content"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" seocontent"")][7]//*[contains(concat("" "", normalize-space(@class), "" ""), "" content"")]_RELOC",xpath//html/body/div/footer/div/div[2]/div/div/div[2]/div/div/div[7]/div/div[2]/ul/li_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer__module-footer__section--container"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" seo-content"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" seocontent"")][6]/*[contains(concat("" "", normalize-space(@class), "" ""), "" footer__module-footer__section--tile"")][1]_RELOC",class namefooter__module-footer__section--tile_SEL,xpath//html/body/div/footer/div/div[2]/div/div/div[2]/div/div/div[6]/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer__module-footer__section--container"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" seo-content"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" seocontent"")][8]//*[contains(concat("" "", normalize-space(@class), "" ""), "" content"")]_RELOC",xpath//html/body/div/footer/div/div[2]/div/div/div[2]/div/div/div[8]/div/div[2]/p[2]_SEL,"//*[@data-headingid=""disclosureHeadingId""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" accessible-text"")][2]_RELOC",class nameaccessible-text_SEL,xpath//html/body/div/div[6]/div/span[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer__module-footer__section--container"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" seo-content"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" seocontent"")][3]//*[contains(concat("" "", normalize-space(@class), "" ""), "" content"")]_RELOC",class namecontent_SEL,xpath//html/body/div/footer/div/div[2]/div/div/div[2]/div/div/div[3]/div/div[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer__module-footer__section--container"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" seo-content"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" seocontent"")][6]//*[contains(concat("" "", normalize-space(@class), "" ""), "" content"")]_RELOC",xpath//html/body/div/footer/div/div[2]/div/div/div[2]/div/div/div[6]/div/div[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" noscript"")]_RELOC",class namenoscript_SEL,"xpath//*[@id=""main""]/div[2]/div/div_SEL","//*[@id=""product-sidenav-5""]//*[@data-pt-name=""hd_sm_fs_invadv""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sidemenunav__secondary__prim--title"")][1]_RELOC","xpath//*[@id=""product-sidenav-5""]/div/ul/li[2]/a/p_SEL","//*[@data-id=""product-customer-service""]_RELOC",class namesidemenunav__prim--links_SEL,"xpath//*[@id=""side-menu-header""]/section[4]/div[2]/ul/li[2]/button_SEL","//*[@id=""chase-header-logo-hat""]_RELOC",idchase-header-logo-hat_SEL,"xpath//*[@id=""chase-header-logo-hat""]_SEL"
24,20220406232309,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
25,20220407225812,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
26,20220408230313,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
27,20220409191058,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
28,20220410224321,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
29,20220411234509,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
30,20220412202921,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
31,20220413223459,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
32,20220414200123,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
33,20220415221727,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
34,20220416191220,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
35,20220417215744,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
36,20220418214221,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
37,20220419223322,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
38,20220420220127,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
39,20220421231817,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
40,20220422230506,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
41,20220423220714,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
42,20220424180728,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
43,20220425212111,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
44,20220426224345,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
45,20220427205733,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
46,20220428163310,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True
47,20220429214138,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
48,20220430232009,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
49,20220501155826,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
50,20220502191502,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
51,20220503215558,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
52,20220504185350,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
53,20220505170334,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
54,20220506210807,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
55,20220507222012,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
56,20220508223703,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
57,20220509202237,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
58,20220510220611,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
59,20220511231522,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
60,20220512234002,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
61,20220513232521,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
62,20220514232536,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
63,20220515203649,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
64,20220516232347,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
65,20220517235435,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
66,20220518235047,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
67,20220519203434,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
68,20220520234931,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
69,20220521233458,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
