,Timestamp,"//*[@id=""home""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" seo-content"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" popular-links--list"")][8]_RELOC",xpath//html/body/div[8]/ul/li/ul/li[7]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" bl-card"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" bl-flex-container"")][1]_RELOC",class namebl-flex-container_SEL,"xpath//*[@id=""homepage-home-section-app""]/section[3]/div/div[2]/div_SEL","//*[@style=""margin-left:-7.5px;margin-right:-7.5px;transform:translateX(-0px);""]/*[@style=""padding-left:7.5px;padding-right:7.5px;flex:1 0 50%;max-width:50%;""][1]/*[@style=""height:245px;width:100%;border-radius:8px;""][1]_RELOC",class namebl-shimmer_SEL,"xpath//*[@id=""homepage-home-atf""]/section/div/div/div/div/div[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" bl-dope-container__head-content"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" bl-flex-container"")][1]/*[@style=""flex:0 1 100%;""][4]//*[contains(concat("" "", normalize-space(@class), "" ""), "" bl-text"")]_RELOC",class namebl-text_SEL,"xpath//*[@id=""homepage-home-section-app""]/section/div/div/div/div/div/div/div[4]/a/div[2]/p_SEL","//*[@id=""home""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" seo-content"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" popular-links--list"")][4]_RELOC",xpath//html/body/div[4]/ul/li/ul/li[10]_SEL,"//*[@id=""vm__white-header-dweb""]_RELOC",idvm__white-header-dweb_SEL,"xpath//*[@id=""vm__white-header-dweb""]_SEL","//*[@id=""homepage-home-section-app""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" bl-section"")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" bl-container"")][1]_RELOC",class namebl-container_SEL,"xpath//*[@id=""homepage-home-section-app""]/section[2]/div_SEL","//*[@data-testid=""shimmer-container""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" bl-carousel__wrapper"")]_RELOC",class namebl-carousel__wrapper_SEL,"xpath//*[@id=""homepage-home-atf""]/section/div/div/div_SEL","//*[@id=""popular-search""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" bl-container"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" keyword__item"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" bl-selection-block"")][1]_RELOC",class namebl-selection-block_SEL,"xpath//*[@id=""popular-search""]/div/a/div_SEL","//*[@id=""home""]_RELOC",idhome_SEL,"xpath//*[@id=""home""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-footer"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-footer__head"")][1]//*[contains(concat("" "", normalize-space(@class), "" ""), "" u-reset-list"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-socmed-follow__item"")][4]_RELOC",class namec-socmed-follow__item_SEL,xpath//html/body/div[4]/div/div/div/div[2]/ul/li[4]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" bl-section-header__list"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" bl-section-header__list-item"")][2]_RELOC",class namebl-section-header__list-item_SEL,"xpath//*[@id=""homepage-home-section-app""]/section[3]/div/div/div/div[2]/div/div[2]_SEL","//*[@style=""margin-left:;margin-right:;transform:translateX(-0px);""]/*[@style=""padding-left:;padding-right:;flex:1 0 20%;max-width:20%;""][5]//*[contains(concat("" "", normalize-space(@class), "" ""), "" bl-highlighted-brand__body-thumb"")]_RELOC",class namebl-highlighted-brand__body-thumb_SEL,"xpath//*[@id=""homepage-home-section-app""]/section[3]/div/div[2]/div/div[2]/div/div/div/div[5]/a/div[2]/div/div_SEL","//*[@id=""home""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" seo-content"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" popular-links--list"")][1]_RELOC",xpath//html/body/div/ul/li/ul/li[9]_SEL,"//*[@id=""bukalapak-advantages""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" pl-20"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" pl-8"")][1]_RELOC",class namepl-8_SEL,"xpath//*[@id=""bukalapak-advantages""]/div/ul/li_SEL",class namepopular-links--list_SEL,xpath//html/body/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" bl-image-group"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" bl-flex-container"")][1]/*[@style=""flex:0 1 100%;max-width:16.666666666666668%;""][4]//*[contains(concat("" "", normalize-space(@class), "" ""), "" bl-image-group__head"")]_RELOC",class namebl-image-group__head_SEL,"xpath//*[@id=""homepage-home-section-app""]/section[2]/div/div/div/div[4]/a/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-footer"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-footer__content"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" o-container"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" o-layout"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" o-layout__item"")][3]_RELOC",class nameo-layout__item_SEL,xpath//html/body/div[4]/div[2]/div/div/div[4]_SEL,"//*[@id=""home""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" seo-content"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" popular-links--list"")][9]_RELOC",xpath//html/body/div[9]/ul/li/ul/li[4]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" bl-dope-container__head-content"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" bl-flex-container"")][1]/*[@style=""flex:0 1 100%;""][5]//*[contains(concat("" "", normalize-space(@class), "" ""), "" bl-text"")]_RELOC","xpath//*[@id=""homepage-home-section-app""]/section/div/div/div/div/div/div/div[5]/a/div[2]/p_SEL"
25,20211128051556,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
26,20211201000750,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
27,20211202223044,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
28,20211204085859,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
29,20211205114738,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
30,20211213224219,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
31,20211214071743,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
32,20211217164525,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
33,20211220230137,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
34,20211221081034,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
35,20211222070520,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
36,20211223072258,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
37,20211224213411,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
38,20211228072241,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
39,20211229091505,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
40,20211230141439,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
41,20211231143419,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
42,20220101230748,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
43,20220103004008,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
44,20220104075849,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
45,20220107034130,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
46,20220110113245,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
47,20220111092009,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
48,20220112221345,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
49,20220114230103,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
50,20220115072214,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
51,20220117023333,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
52,20220118215939,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
53,20220119143521,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
54,20220121084339,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
55,20220122055513,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
56,20220123104600,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
57,20220124223628,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
58,20220125032508,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
59,20220127004349,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
60,20220130065417,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
61,20220131204206,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
62,20220201151555,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
63,20220206074649,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
64,20220207211200,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
65,20220208200958,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
66,20220209084102,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
67,20220211091003,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
68,20220213034009,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
