,Timestamp,"//*[@data-unit-id=""apple-fitness-plus-winter""]_RELOC",xpath//html/body/main/section[3]/div_SEL,"//*[@data-unit-id=""iphone-switcher""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" module-content"")]_RELOC",class namemodule-content_SEL,xpath//html/body/main/section[3]/div[2]/div_SEL,"//*[@aria-label=""Apple Directory""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section-list"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section-item"")][2]_RELOC",class nameac-gf-directory-column-section-item_SEL,"xpath//*[@id=""ac-globalfooter""]/div/nav/div[2]/div[2]/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gn-searchform-reset-background"")]_RELOC",class nameac-gn-searchform-reset-background_SEL,"xpath//*[@id=""ac-gn-searchform-reset""]/span_SEL","//*[@aria-label=""Apple Directory""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section-anchor-label"")]_RELOC",class nameac-gf-directory-column-section-anchor-label_SEL,"xpath//*[@id=""ac-globalfooter""]/div/nav/div[2]/div[2]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gn-list"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gn-item"")][2]_RELOC",class nameac-gn-item_SEL,"xpath//*[@id=""ac-globalnav""]/div/ul[2]/li[2]_SEL","//*[@data-unit-id=""tv-plus-macbeth""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" unit-copy-wrapper"")]_RELOC",class nameunit-copy-wrapper_SEL,xpath//html/body/main/section[3]/div[7]/div/div/div_SEL,"//*[@data-unit-id=""apple-fitness-plus-winter""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" cta-links"")]_RELOC",class namecta-links_SEL,xpath//html/body/main/section[3]/div/div/div/div/div_SEL,"//*[@aria-label=""Apple Directory""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section-list"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section-item"")]_RELOC","xpath//*[@id=""ac-globalfooter""]/div/nav/div[5]/div/ul/li_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gn-bagview-content"")]_RELOC",class nameac-gn-bagview-content_SEL,idac-gn-bagview-content_SEL,"xpath//*[@id=""ac-gn-bagview-content""]_SEL","//*[@id=""ac-gn-bag""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gn-bag-wrapper"")]/*[@data-analytics-title=""bag""][2]_RELOC",class nameac-gn-bag-badge_SEL,"xpath//*[@id=""ac-gn-bag""]/div/span_SEL","//*[@data-unit-id=""apple-fitness-plus-winter""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" unit-copy-wrapper"")]_RELOC",xpath//html/body/main/section[3]/div/div/div/div_SEL,"//*[@data-analytics-section-engagement=""name:promo-apple-card-january""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" module-content"")]_RELOC",xpath//html/body/main/section[3]/div[6]/div_SEL,"//*[@aria-label=""Apple Directory""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column"")]_RELOC",class nameac-gf-directory-column_SEL,"xpath//*[@id=""ac-globalfooter""]/div/nav/div_SEL","//*[@data-unit-id=""watch-series-7""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" unit-wrapper"")]_RELOC",class nameunit-wrapper_SEL,xpath//html/body/main/section[2]/div[3]/div/div_SEL,"//*[@aria-label=""Apple Directory""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column"")][5]_RELOC","xpath//*[@id=""ac-globalfooter""]/div/nav/div[5]_SEL","//*[@data-unit-id=""iphone-13-pro""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" cta-links"")]_RELOC",xpath//html/body/main/section[2]/div/div/div/div/div_SEL,"//*[@data-unit-id=""tv-plus-macbeth""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" cta-links"")]_RELOC",xpath//html/body/main/section[3]/div[7]/div/div/div/div_SEL,"//*[@data-analytics-section-engagement=""name:promo-apple-card-january""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" unit-copy-wrapper"")]_RELOC",xpath//html/body/main/section[3]/div[6]/div/div/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-footer-shop"")]_RELOC",class nameac-gf-footer-shop_SEL,"xpath//*[@id=""ac-globalfooter""]/div/section[2]/div_SEL"
81,20220410234310,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
82,20220411235952,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
83,20220412235737,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
84,20220413235026,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
85,20220414235745,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
86,20220415233536,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
87,20220416232309,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
88,20220417235909,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
89,20220418235933,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
90,20220419234348,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
91,20220420233342,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
92,20220421235853,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
93,20220422235802,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,False,True,True,True,True,True,False,False,False,False,True,False,False
94,20220423235044,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
95,20220424234523,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
96,20220425235429,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
97,20220426234215,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
98,20220427234725,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
99,20220428235720,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
100,20220429235607,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
101,20220430235335,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
102,20220501235018,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
103,20220502235317,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
104,20220503235329,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
105,20220504235355,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False
106,20220505235432,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
107,20220506235918,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
108,20220507235136,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
109,20220508235031,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
110,20220509235426,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
111,20220510234349,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
112,20220511235742,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
113,20220512235819,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
114,20220513235353,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
115,20220514235813,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
116,20220515235401,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
117,20220516235320,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
118,20220517235851,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
119,20220518235826,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
120,20220519235930,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
121,20220520235850,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
122,20220521234532,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
123,20220522235752,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
124,20220523235744,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
125,20220524235759,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
126,20220525234531,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
127,20220526235843,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
128,20220527234928,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
129,20220528235044,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
130,20220529235117,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
131,20220530235930,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
132,20220531235334,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
133,20220601235725,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
134,20220602235223,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
135,20220603235104,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
136,20220604235937,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
137,20220605235427,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
138,20220606235659,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True
139,20220607235827,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True
140,20220608235952,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True
141,20220609235745,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True
142,20220610235830,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
143,20220611234549,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
144,20220612235639,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
145,20220613235548,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
146,20220614234751,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
147,20220615235834,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,False,False,False,True,True,False,True
148,20220616235453,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,False,False,False,True,True,False,True
149,20220617233957,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
150,20220618235715,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
151,20220619234947,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
152,20220620235930,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
153,20220621235630,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
154,20220622235049,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
155,20220623235329,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
156,20220624232543,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
157,20220625235003,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
158,20220626235859,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
159,20220627231849,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
160,20220628231739,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,False,False,False,True,True,False,True
161,20220629234259,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,False,False,False,True,True,False,True
162,20220630233401,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
163,20220701232614,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
164,20220702234604,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
165,20220703232747,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
166,20220704234722,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
167,20220705224346,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
168,20220706235615,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
169,20220707235420,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
170,20220708233009,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,False,False,False,True,True,False,True
171,20220709235120,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,False,False,False,True,True,False,True
172,20220710231902,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,False,False,False,True,True,False,True
173,20220711235332,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,False,False,False,True,True,False,True
174,20220712235323,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,False,True,False,True,True,False,True
175,20220713225633,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,False,True,False,True,True,False,True
176,20220714233647,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,False,True,False,True,True,False,True
177,20220715234049,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,False,True
178,20220716235904,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,False,True
179,20220717232608,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
180,20220718234927,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
181,20220719235931,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
182,20220720235702,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
