,Timestamp,//main/div/div[15]/div/div/ul/li/div/div/div_RELOC,class namessrcss-1gi6l8c-PromoContent_SEL,"xpath//*[@id=""main-content""]/div/div[15]/div/div/ul/li/div/div/div_SEL",//main/div/div[6]/div/div/ul/li[2]/div/div/div[2]/div/div/span_RELOC,class namessrcss-o5pw9a-Placeholder_SEL,"xpath//*[@id=""main-content""]/div/div[6]/div/div/ul/li[2]/div/div/div[2]/div/div/span_SEL",//main/div/div[15]/div/div/ul/li[2]/div/div/div/div[2]/div/dl/div/dd/span_RELOC,class namessrcss-8g95ls-MetadataSnippet_SEL,"xpath//*[@id=""main-content""]/div/div[15]/div/div/ul/li[2]/div/div/div/div[2]/div/dl/div/dd/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ssrcss-1va5u92-GlobalNavigationContent"")]/div[2]/div/a/span_RELOC",class namessrcss-1tmabzc-IconWrapper_SEL,"xpath//*[@id=""header-content""]/div[2]/nav/div/div/div[2]/div/a/span_SEL",//main/div/div[23]/div/nav/div/ul/li[4]/div/div/div[2]_RELOC,class namessrcss-z60stg-PromoImageContainer_SEL,"xpath//*[@id=""main-content""]/div/div[23]/div/nav/div/ul/li[4]/div/div/div[2]_SEL",//main/div/div[13]/div/div/ul/li[2]/div/div/div/div/a/span/p/span_RELOC,"xpath//*[@id=""main-content""]/div/div[13]/div/div/ul/li[2]/div/div/div/div/a/span/p/span_SEL",//main/div/div[19]/div/div/ul/li[2]/div/div/div/div[2]/div_RELOC,"xpath//*[@id=""main-content""]/div/div[19]/div/div/ul/li[2]/div/div/div/div[2]/div_SEL",//main/div/div[2]/div/div/ul/li/div/div/div[2]/div_RELOC,class namessrcss-17h6w1t-PromoImageContainerInner_SEL,"xpath//*[@id=""main-content""]/div/div[2]/div/div/ul/li/div/div/div[2]/div_SEL",//main/div/div[6]/div/div/ul/li[3]/div/div_RELOC,class namessrcss-y4q8z6-PromoSwitchLayoutAtBreakpoints_SEL,"xpath//*[@id=""main-content""]/div/div[6]/div/div/ul/li[3]/div/div_SEL",//main/div/div[3]/div/div/ul/li[2]/div/div/div/div[2]/div/dl/div_RELOC,class namessrcss-8d0yke-MetadataStripItem_SEL,"xpath//*[@id=""main-content""]/div/div[3]/div/div/ul/li[2]/div/div/div/div[2]/div/dl/div_SEL",//main/div/div[12]/div/div/ul/li/div/div/div/div[2]_RELOC,class namessrcss-1tha3dg-Stack_SEL,"xpath//*[@id=""main-content""]/div/div[12]/div/div/ul/li/div/div/div/div[2]_SEL",//main/div/div[6]/div/div/ul/li[3]/div/div/div/div_RELOC,class namessrcss-1cbga70-Stack_SEL,"xpath//*[@id=""main-content""]/div/div[6]/div/div/ul/li[3]/div/div/div/div_SEL",//main/div/div[15]/div/div/ul/li/div/div/div/div/a/span/p/span[2]_RELOC,"xpath//*[@id=""main-content""]/div/div[15]/div/div/ul/li/div/div/div/div/a/span/p/span[2]_SEL",//main/div/div[8]/div/div/ul/li/div/div/div/div[2]/div/dl/div_RELOC,"xpath//*[@id=""main-content""]/div/div[8]/div/div/ul/li/div/div/div/div[2]/div/dl/div_SEL",//main/div/div[5]/div/div/ul/li[2]/div/div/div[2]/div_RELOC,"xpath//*[@id=""main-content""]/div/div[5]/div/div/ul/li[2]/div/div/div[2]/div_SEL",//main/div/div[6]/div/div/ul/li[3]/div/div/div[2]_RELOC,"xpath//*[@id=""main-content""]/div/div[6]/div/div/ul/li[3]/div/div/div[2]_SEL",//main/div/div[12]/div/div/ul/li/div_RELOC,class namessrcss-lhuji8-Promo_SEL,"xpath//*[@id=""main-content""]/div/div[12]/div/div/ul/li/div_SEL",//main/div/div[15]/div/div/ul/li[2]/div_RELOC,"xpath//*[@id=""main-content""]/div/div[15]/div/div/ul/li[2]/div_SEL",//main/div/div[5]/div/div/ul/li/div/div/div[2]/div/div_RELOC,class namessrcss-fec6qv-ImageWrapper_SEL,"xpath//*[@id=""main-content""]/div/div[5]/div/div/ul/li/div/div/div[2]/div/div_SEL",//main/div/div[2]/div/div/ul/li[2]/div/div/div/div[2]/div/dl/div/dd/span_RELOC,"xpath//*[@id=""main-content""]/div/div[2]/div/div/ul/li[2]/div/div/div/div[2]/div/dl/div/dd/span_SEL"
26,20211225233627,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
27,20211226231622,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True
28,20211227235652,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True
29,20211228233037,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False,False,True,True
30,20211229235637,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
31,20211230234607,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
32,20211231231623,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,True,False,False,True,False,True,False,False,True,False,True,True,True
33,20220101235256,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
34,20220102231610,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True
35,20220103235515,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
36,20220104231728,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
37,20220105231855,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
38,20220106224717,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
39,20220107233042,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
40,20220108231642,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
41,20220109234515,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True
42,20220110231703,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
43,20220111235721,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
44,20220112233114,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
45,20220113231639,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
46,20220114233900,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
47,20220115235621,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
48,20220116231719,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True
49,20220117232521,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True
50,20220118232447,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
51,20220119230014,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
52,20220120235054,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
53,20220121234315,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
54,20220122235612,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
55,20220123232943,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True
56,20220124235519,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
57,20220125235255,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True
58,20220126235150,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
59,20220127231827,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
60,20220128231832,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
61,20220129235427,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
62,20220130235154,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True
63,20220131234925,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
64,20220201235935,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
65,20220202235059,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
66,20220203233648,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
67,20220204235903,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True
68,20220205231708,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True
69,20220206231755,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True
70,20220207233924,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True
71,20220208231724,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True
72,20220209233952,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True
73,20220210235231,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True
74,20220211235036,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True
75,20220212231805,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True,True
76,20220213233358,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True,True
77,20220214231756,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True
78,20220215235418,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True
79,20220216233458,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,False,True,False,True,False,False,True,False,True,True,True
80,20220217235740,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,False,True,False,True,False,False,True,False,True,True,True
81,20220218235239,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True
82,20220219233349,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,False,True,False,True,False,False,True,False,True,True,True
83,20220220233251,True,False,True,False,False,False,True,False,True,True,True,True,False,False,False,False,False,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True
84,20220221232258,True,False,True,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True
85,20220222235401,True,False,True,False,False,False,True,False,True,True,True,True,False,False,False,False,False,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True
86,20220223235926,True,False,True,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True
