,Timestamp,"//*[@id=""menu_con""]/*[@style=""display:none""][4]/ol/li[7]_RELOC","xpath//*[@id=""menu_con""]/div[5]/ol/li[7]_SEL","//*[@id=""container""]/ul//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_item"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer_bar"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" fl"")][3]_RELOC",class namefl_SEL,"xpath//*[@id=""container""]/ul/li/div/div[2]/div/div[2]/span_SEL","//*[@id=""container""]/ul//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_item"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_title"")]_RELOC",class namearticle_title_SEL,"xpath//*[@id=""container""]/ul/li[29]/div/div[2]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" logreg"")]/ul/li_RELOC",xpath//html/body/div[2]/div/div[2]/div/ul/li_SEL,"//*[@id=""container""]/ul//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_item"")]_RELOC",class namearticle_item_SEL,"xpath//*[@id=""container""]/ul/li[35]/div_SEL","//*[@id=""menu_con""]/*[@style=""display:none""][2]/ol/li[10]_RELOC","xpath//*[@id=""menu_con""]/div[3]/ol/li[10]_SEL","//*[@id=""container""]/ul//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_item"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" article_box"")]_RELOC",class namearticle_box_SEL,"xpath//*[@id=""container""]/ul/li[45]/div/div[2]_SEL","//*[@id=""menu_con""]/*[@style=""display:none""][5]/ol/li_RELOC","xpath//*[@id=""menu_con""]/div[6]/ol/li_SEL","//*[@id=""scroll""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rightlist_text"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rlist_con"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rightlist"")]/ul/li/a/span_RELOC","xpath//*[@id=""scroll""]/div/div[2]/div[2]/ul/li/a/span_SEL","//*[@id=""wm-media-button""]_RELOC",idwm-media-button_SEL,"xpath//*[@id=""wm-media-button""]_SEL","//*[@id=""container""]/ul//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_item"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" article_img"")]_RELOC",class namearticle_img_SEL,"xpath//*[@id=""container""]/ul/li[25]/div/div_SEL","//*[@id=""container""]/ul//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_item"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer_bar"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" fl"")][2]_RELOC","xpath//*[@id=""container""]/ul/li[33]/div/div[2]/div/div[2]/span_SEL","xpath//*[@id=""container""]/ul/li[29]/div_SEL","xpath//*[@id=""container""]/ul/li[16]/div/div[2]/div/div_SEL","xpath//*[@id=""container""]/ul/li[40]/div/div[2]/div/div[2]/span_SEL","xpath//*[@id=""container""]/ul/li[9]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" box"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rightbox"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" rightlist"")]/ul/li[2]_RELOC",xpath//html/body/div[3]/div/div[3]/div[9]/div[2]/div[2]/ul/li[2]_SEL,"//*[@type=""submit""]_RELOC",class namesearch_btn_SEL,xpath//html/body/div[3]/div/div[3]/div/form/div/input[2]_SEL,"//*[@id=""container""]/ul//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_item"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer_bar"")]_RELOC",class namefooter_bar_SEL,"xpath//*[@id=""container""]/ul/li[20]/div/div[2]/div/div[2]_SEL","xpath//*[@id=""container""]/ul/li[26]/div/div[2]/div/div[2]/span_SEL"
20,20191213094537,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
21,20191214072857,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,20191216025150,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
23,20191218201354,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
24,20191219015925,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
25,20191222194603,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
26,20191224213925,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
27,20191227013131,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
28,20191229021101,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
29,20191230215147,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
30,20191231200425,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
31,20200101234049,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
32,20200102141515,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,True,True
33,20200105205504,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
34,20200106213643,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
35,20200107193657,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
36,20200109035728,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
37,20200110193938,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
38,20200112180148,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
39,20200113234212,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
40,20200114205849,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
41,20200115213445,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
42,20200117071806,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
43,20200118163358,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
44,20200120044454,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
45,20200121182140,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
46,20200123094723,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
47,20200124023645,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
48,20200130122901,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
49,20200201050117,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
50,20200202194449,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
51,20200204060540,True,True,True,False,True,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
52,20200205032449,True,True,True,False,True,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
53,20200209203213,True,True,True,False,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
54,20200214212720,True,True,True,False,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
55,20200215162257,True,True,True,False,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
56,20200216211803,True,True,True,False,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
57,20200306074131,True,True,True,False,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
58,20200307195728,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,20200401052821,True,True,True,False,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
60,20200406013216,True,True,True,False,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
61,20200429173506,True,True,True,False,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
62,20200430055600,True,True,True,False,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
63,20200501033101,True,True,True,False,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
64,20200508041407,True,True,True,False,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
65,20200513204858,True,True,True,False,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
66,20200530005944,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
67,20200601103535,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
68,20200602131552,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
69,20200603140605,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
70,20200605191725,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,20200617050119,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
72,20200619111227,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
73,20200708055929,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
74,20200712041001,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
75,20200726020802,True,True,True,False,True,True,False,False,True,True,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,True,False,True,True,False,True,False,False,True,False,False,True
76,20200807185448,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,True,True,True,False,True,False,False,True,False,False,True
77,20200810023159,True,True,True,False,True,True,False,False,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,True,True,True,False,True,False,False,True,False,False,True
78,20200815061712,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,False,True,True
79,20200819110515,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,False,True,True,True,False,True,False,False,True,False,True,False
80,20200830104524,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,False,False,True
81,20200912100804,True,True,True,False,True,True,False,False,True,True,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,False,False,True,True,False,True,False,False,True,False,True,True
82,20200925222820,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,False,True,False,True,True,True,False,True,False,False,True,False,True,False
83,20200926161722,True,True,True,False,True,True,False,False,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,False,True,True,False,True,False,False,True,False,False,False
84,20201003170058,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,False,False,False
85,20201010201925,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,False,True,True,True,False,True,False,False,True,False,True,True
86,20201017211048,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
87,20201018193134,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True
88,20201024224434,False,False,True,False,True,True,False,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,False,True,True
89,20201025063429,True,True,True,False,True,True,False,False,True,True,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
90,20201026174217,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,False
91,20201109191256,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,False
92,20201116200910,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,False,True,True,True,False,True,False,False,True,False,False,False
93,20201123211400,False,False,True,False,True,True,False,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,True,False,True,True
94,20201127035113,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,False,False,True,True,False,True,False,False,True,False,True,False
95,20201130221421,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96,20201206025743,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97,20201207225938,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,False,True,True
98,20201214235347,True,True,True,False,True,True,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False,True,True,True,True,False,True,True,False,True,True
99,20201222004749,True,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False
100,20201229015231,True,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True
101,20210116033845,True,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False
102,20210119084813,True,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True
103,20210120075831,True,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,False
104,20210128024352,True,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False
105,20210204040210,True,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
106,20210211051729,True,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,True
107,20210218060814,True,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,False,True,False
