,Timestamp,"//*[@id=""id-1835b3d4722572c833bb04a48b40bab4""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" spectrum-Button"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" spectrum-Button-label"")]_RELOC",class namespectrum-Button-label_SEL,"xpath//*[@id=""id-1835b3d4722572c833bb04a48b40bab4""]/div[2]/a/span_SEL","//*[@id=""id-4e703435b5dcf4893a5da9a491d94e65""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" cmp-text"")]_RELOC",class namecmp-text_SEL,"xpath//*[@id=""id-4e703435b5dcf4893a5da9a491d94e65""]/div/div/div_SEL","//*[@id=""id-854f85f2b7699cc3ffe92dfd99eb0f6c""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aem-Grid"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" position"")][3]_RELOC",class nameposition_SEL,"xpath//*[@id=""id-854f85f2b7699cc3ffe92dfd99eb0f6c""]/div/div[3]_SEL","//*[@id=""id-1338a6a1649c45b7325ea036d177f751""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aem-Grid"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" horizontalRule"")][2]_RELOC",class namehorizontalRule_SEL,"xpath//*[@id=""id-1338a6a1649c45b7325ea036d177f751""]/div/div[2]_SEL","//*[@id=""id-62c96bc393c9f6749b9df57cc26f8552""]_RELOC",idid-62c96bc393c9f6749b9df57cc26f8552_SEL,class namedexter-Position_SEL,"xpath//*[@id=""id-62c96bc393c9f6749b9df57cc26f8552""]_SEL","//*[@id=""id-e1a4fe092f304deb11b6847a90ae5fc6""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" dexter-FlexContainer-Items"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" position"")]_RELOC","xpath//*[@id=""id-e1a4fe092f304deb11b6847a90ae5fc6""]/div/div[2]_SEL","//*[@id=""row1""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" dexter-FlexContainer-Items"")]_RELOC",class namedexter-FlexContainer-Items_SEL,"xpath//*[@id=""row1""]/div_SEL","//*[@id=""id-ed5e366136059f3c5c9c9782258ac343""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" dexter-FlexContainer-Items"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" position"")]_RELOC","xpath//*[@id=""id-ed5e366136059f3c5c9c9782258ac343""]/div/div_SEL","//*[@id=""row6""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" dexter-FlexContainer-Items"")]_RELOC","xpath//*[@id=""row6""]/div_SEL","//body//*[contains(concat("" "", normalize-space(@class), "" ""), "" xf-content-height"")]_RELOC",class namexf-content-height_SEL,xpath//html/body/div/div_SEL,"//*[@id=""id-1ca22076f938b60dfb631d30bf0538a2""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aem-Grid"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" dexter-Cta"")]_RELOC",class namedexter-Cta_SEL,"xpath//*[@id=""id-1ca22076f938b60dfb631d30bf0538a2""]/div/div[7]/div_SEL","//*[@id=""pod2""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" dexter-FlexContainer-Items"")]_RELOC","xpath//*[@id=""pod2""]/div_SEL","//*[@id=""id-255bc257f982fc5a46d633bc442d4d99""]_RELOC",idid-255bc257f982fc5a46d633bc442d4d99_SEL,class namedexter-FlexContainer_SEL,"xpath//*[@id=""id-255bc257f982fc5a46d633bc442d4d99""]_SEL","//*[@id=""id-f55b29be16567479a8760a03795fc918""]_RELOC",idid-f55b29be16567479a8760a03795fc918_SEL,"xpath//*[@id=""id-f55b29be16567479a8760a03795fc918""]_SEL",//ul/li[20]_RELOC,"xpath//*[@id=""languageNavigation""]/nav/ul/li[20]_SEL",//ul/li[38]_RELOC,"xpath//*[@id=""languageNavigation""]/nav/ul/li[38]_SEL",//ul/li[51]_RELOC,"xpath//*[@id=""languageNavigation""]/nav/ul/li[51]_SEL","//*[@id=""id-62c96bc393c9f6749b9df57cc26f8552""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" cta"")]_RELOC",class namecta_SEL,"xpath//*[@id=""id-62c96bc393c9f6749b9df57cc26f8552""]/div/div_SEL","//body//*[contains(concat("" "", normalize-space(@class), "" ""), "" modal"")]_RELOC",class namemodal_SEL,xpath//html/body/div[4]/div_SEL,"//*[@id=""marquee""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" xf-content-height"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aem-Grid"")]_RELOC",class nameaem-Grid_SEL,"xpath//*[@id=""marquee""]/div/div/div/div/div_SEL"
19,20220311232312,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
20,20220312223633,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
21,20220313232133,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
22,20220314224315,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
23,20220315232234,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
24,20220316235915,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
25,20220317233202,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
26,20220318233057,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
27,20220319235045,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
28,20220320235034,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
29,20220321222339,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
30,20220322234022,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
31,20220323233952,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
32,20220324235149,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True
33,20220325234022,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
34,20220326231449,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True
35,20220327235731,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True
36,20220328224354,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
37,20220329225834,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
38,20220330235124,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True
39,20220331235809,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
40,20220401234759,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True
41,20220402224302,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True
42,20220403225444,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True
43,20220404235958,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True
44,20220405224350,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
45,20220406214059,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
46,20220407224224,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
47,20220408234620,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True
48,20220409234947,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
49,20220410235051,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
50,20220411233408,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True
51,20220412234505,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
52,20220413221051,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True
53,20220414233039,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
54,20220415235640,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True
55,20220416210051,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
56,20220417230226,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
57,20220418234612,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
58,20220419232636,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
59,20220420215438,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True
60,20220421234112,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True
61,20220422234848,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True
62,20220423222706,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True
63,20220424232227,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
64,20220425210857,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True
65,20220426212759,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
66,20220427235937,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
67,20220428215457,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
68,20220429234534,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
69,20220430224920,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
70,20220501233351,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
71,20220502235533,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
72,20220503204414,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
73,20220504235934,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
74,20220505233656,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
75,20220506235147,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
76,20220507223059,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
77,20220508232341,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
78,20220509233356,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
