string,html,head,script,meta,link,title,body,div,a,img,ul,li,svg,path,g,rect,form,input,span,h4,select,option,p,figure,figcaption,vc:icon-close,h3,button,noscript,number_of_tags,style,h1,table,tbody,tr,td,strong,defs,use,h2,center,hr,iframe,nav,h5,abbr,label,em,i,h6,base,br,section,b,font
2087,1,1,34,34,9,28,1,431,185,46,1,5,59,63,15,4,2,2,38,45,9,101,42,4,4,1,1,2,1,3256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2126,1,1,32,34,9,28,1,445,192,49,1,5,57,59,13,4,2,2,40,47,9,101,42,4,4,1,1,2,1,3313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,1,1,32,34,9,28,1,440,189,48,1,5,57,59,13,4,2,2,39,46,9,101,42,4,4,1,1,2,1,3281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,1,1,34,34,9,28,1,435,186,47,1,5,59,63,15,4,2,2,38,45,9,101,42,4,4,1,1,2,1,3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2196,1,1,34,34,9,28,1,455,198,51,1,5,61,67,17,4,2,2,43,49,9,101,42,4,4,1,1,2,1,3424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145,1,1,32,34,9,28,1,445,194,48,1,5,59,63,15,4,2,2,41,48,9,101,42,4,4,1,1,2,1,3343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2150,1,1,34,34,9,28,1,446,194,49,1,5,59,63,15,4,2,2,41,48,9,101,42,4,4,1,1,2,1,3352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,1,1,34,34,9,28,1,460,201,52,1,5,61,65,17,6,2,2,43,50,9,101,42,4,4,0,1,2,1,3446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,1,1,32,34,9,28,1,450,195,50,1,5,62,67,18,6,2,2,42,48,9,101,42,4,4,0,1,2,1,3391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,1,1,32,34,9,28,1,450,195,50,1,5,62,67,18,6,2,2,42,48,9,101,42,4,4,0,1,2,1,3391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,1,1,32,34,9,28,1,455,198,51,1,5,62,67,18,6,2,2,42,49,9,101,42,4,4,0,1,2,1,3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,1,1,32,34,9,28,1,455,198,51,1,5,62,67,18,6,2,2,43,49,9,101,42,4,4,0,1,2,1,3423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2183,1,1,32,34,9,28,1,451,197,50,1,5,62,67,18,6,2,2,43,49,9,101,42,4,4,0,1,2,1,3406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,1,1,32,34,9,28,1,451,197,50,1,5,61,65,17,6,2,2,42,49,9,101,42,4,4,0,1,2,1,3393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,1,1,34,34,9,28,1,465,204,53,1,5,61,65,17,6,2,2,44,51,9,101,42,4,4,0,1,2,1,3478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,1,1,34,34,9,28,1,460,201,52,1,5,60,63,16,6,2,2,43,50,9,101,42,4,4,0,1,2,1,3436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2244,1,1,34,34,9,28,1,465,204,53,1,5,63,69,19,6,2,2,45,51,9,101,42,4,4,0,1,2,1,3501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,1,1,34,34,9,28,1,475,209,55,1,5,63,69,19,6,2,2,45,53,9,101,42,4,4,0,1,2,1,3556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,1,1,32,34,9,28,1,475,209,55,1,5,63,69,19,6,2,2,45,53,9,101,42,4,4,0,1,2,1,3552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,1,1,34,34,9,28,1,471,208,54,1,5,62,67,18,6,2,2,45,53,9,101,42,4,4,0,1,2,1,3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,1,1,34,34,8,28,1,490,220,58,1,5,63,69,19,6,2,2,48,56,9,101,42,4,4,0,1,2,1,3656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,1,1,34,34,8,28,1,490,220,58,1,5,65,73,21,6,2,2,48,56,9,101,42,4,4,0,1,2,1,3676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,1,1,34,34,8,28,1,471,210,54,1,5,64,71,20,6,2,2,46,53,9,101,42,4,4,0,1,2,1,3556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,1,1,32,34,8,28,1,461,205,52,1,5,65,73,21,6,2,2,45,51,9,101,42,4,4,0,1,2,1,3504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,1,1,32,34,8,28,1,455,200,51,1,5,63,69,19,6,2,2,43,49,9,101,42,4,4,0,1,2,1,3437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2287,1,1,34,34,8,28,1,475,212,55,1,5,63,69,19,6,2,2,46,53,9,101,42,4,4,0,1,2,1,3566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,1,1,34,34,8,28,1,466,208,53,1,5,63,69,19,6,2,2,45,52,9,101,42,4,4,0,1,2,1,3517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,1,1,34,34,8,28,1,455,200,51,1,5,62,67,18,6,2,2,42,49,9,101,42,4,4,0,1,2,1,3428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,1,1,32,34,8,28,1,465,206,53,1,5,63,69,19,6,2,2,44,51,9,101,42,4,4,0,1,2,1,3498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,1,1,34,34,8,28,1,475,212,55,1,5,63,69,19,6,2,2,45,53,9,101,42,4,4,0,1,2,1,3563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,1,1,34,34,8,28,1,460,203,52,1,5,62,67,18,6,2,2,43,50,9,101,42,4,4,0,1,2,1,3460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,1,1,32,34,8,28,1,455,200,51,1,5,61,65,17,6,2,2,42,49,9,101,42,4,4,0,1,2,1,3414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,1,1,32,34,8,28,1,455,200,51,1,5,61,65,17,6,2,2,42,49,9,101,42,4,4,0,1,2,1,3414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,1,1,32,34,8,28,1,465,206,53,1,5,63,69,19,6,2,2,44,51,9,101,42,4,4,0,1,2,1,3498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,1,1,32,34,8,28,1,475,212,55,1,5,63,69,19,6,2,2,46,53,9,101,42,4,4,0,1,2,1,3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2321,1,1,32,34,8,28,1,485,218,57,1,5,63,69,19,6,2,2,45,55,9,101,42,4,4,0,1,2,1,3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,1,1,34,34,8,28,1,485,218,57,1,5,64,71,20,6,2,2,45,55,9,101,42,4,4,0,1,2,1,3631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2368,1,1,32,34,8,29,1,488,225,66,1,5,65,71,19,6,2,2,51,53,9,101,47,4,4,0,1,2,1,3700,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2128,1,1,32,34,8,28,1,440,191,48,1,5,61,65,17,6,2,2,40,46,9,101,42,4,4,0,1,2,1,3321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,1,1,32,34,8,30,1,474,217,63,1,5,64,67,16,6,2,2,50,50,9,101,47,4,4,0,1,2,1,3597,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139,1,1,34,34,8,28,1,444,192,49,1,5,61,65,17,6,2,2,40,46,9,101,41,4,4,0,1,2,1,3339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,1,1,32,34,8,28,1,450,197,50,1,5,61,65,17,6,2,2,43,48,9,101,41,4,4,0,1,2,1,3385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,1,1,34,34,8,29,1,468,213,62,1,5,62,65,16,6,2,2,51,49,9,101,46,4,4,0,1,2,1,3555,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2249,1,1,34,34,8,29,1,463,210,61,1,5,62,65,16,6,2,2,48,48,9,101,46,4,4,0,1,2,1,3517,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,1,1,32,34,8,28,1,450,197,50,1,5,61,65,17,6,2,2,43,48,9,101,41,4,4,0,1,2,1,3385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,1,1,31,34,8,30,1,449,201,57,1,5,64,67,16,6,2,2,46,45,9,101,45,3,3,0,1,2,1,3421,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,1,1,31,34,8,29,1,458,207,60,1,5,58,57,12,6,2,2,48,47,9,101,46,4,4,0,1,2,1,3442,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,1,8,0,1,1,1,4,10,6,0,0,0,0,0,0,1,4,1,0,0,0,1,0,0,0,0,0,0,182,1,1,3,3,6,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,1,1,32,34,8,13,1,194,139,44,0,0,28,26,7,8,1,1,25,10,0,0,13,0,0,0,14,0,1,1602,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,1,1,32,34,8,13,1,194,139,44,0,0,28,26,7,8,1,1,25,10,0,0,13,0,0,0,14,0,1,1602,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,1,8,0,1,1,1,4,10,6,0,0,0,0,0,0,1,4,1,0,0,0,1,0,0,0,0,0,0,182,1,1,3,3,6,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,1,8,0,1,1,1,4,8,6,0,0,0,0,0,0,1,4,1,0,0,0,1,0,0,0,0,0,0,177,1,1,3,3,6,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,1,1,32,34,9,28,1,431,185,46,1,5,58,61,14,4,2,2,38,45,9,101,42,4,4,1,1,2,1,3242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2108,1,1,34,34,9,28,1,436,188,47,1,5,59,63,15,4,2,2,39,46,9,101,42,4,4,1,1,2,1,3288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,1,1,32,34,9,28,1,431,185,46,1,5,59,63,15,4,2,2,38,45,9,101,42,4,4,1,1,2,1,3252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,1,1,32,34,9,28,1,421,179,44,1,5,59,63,15,4,2,2,36,43,9,101,42,4,4,1,1,2,1,3188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140,1,1,34,34,9,28,1,445,192,49,1,5,59,63,15,4,2,2,40,47,9,101,42,4,4,1,1,2,1,3337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,1,1,32,34,9,28,1,440,189,48,1,5,59,63,15,4,2,2,39,46,9,101,42,4,4,1,1,2,1,3301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,1,1,34,34,9,28,1,430,183,46,1,5,59,63,15,4,2,2,38,44,9,101,42,4,4,1,1,2,1,3244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2114,1,1,34,34,9,28,1,436,188,47,1,5,60,65,16,4,2,2,39,46,9,101,42,4,4,1,1,2,1,3298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,1,1,32,34,9,28,1,435,186,47,1,5,59,63,15,4,2,2,38,45,9,101,42,4,4,1,1,2,1,3269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,1,1,33,34,9,28,1,426,182,45,1,5,59,63,15,4,2,2,37,44,9,101,42,4,4,1,1,2,1,3222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,1,1,32,34,9,28,1,435,186,47,1,5,60,65,16,4,2,2,39,45,9,101,42,4,4,1,1,2,1,3282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,1,1,33,34,9,28,1,426,182,45,1,5,58,61,14,4,2,2,38,44,9,101,42,4,4,1,1,2,1,3215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166,1,1,33,34,9,28,1,450,195,50,1,5,60,65,16,4,2,2,41,48,9,101,42,4,4,1,1,2,1,3377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,1,1,33,34,9,27,1,477,212,55,1,5,61,68,18,4,2,2,47,54,9,101,40,4,4,1,1,2,1,3561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2262,1,1,33,34,9,28,1,470,207,54,1,5,62,69,18,4,2,2,45,52,9,101,42,4,4,1,1,2,1,3525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,1,1,31,34,9,28,1,441,191,48,1,5,60,65,16,4,2,2,41,47,9,101,42,4,4,1,1,2,1,3327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136,1,1,33,34,9,28,1,441,191,48,1,5,60,65,16,4,2,2,41,47,9,101,42,4,4,1,1,2,1,3331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,1,1,33,34,9,28,1,435,186,47,1,5,59,63,15,4,2,2,39,45,9,101,42,4,4,1,1,2,1,3274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,1,1,33,34,9,28,1,435,186,47,1,5,60,65,16,4,2,2,39,45,9,101,42,4,4,1,1,2,1,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,1,1,33,34,9,28,1,475,210,55,1,5,60,65,16,4,2,2,47,53,9,101,42,4,4,1,1,2,1,3540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2292,1,1,31,34,9,28,1,480,213,56,1,5,60,65,16,4,2,2,48,54,9,101,42,4,4,1,1,2,1,3568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,1,1,31,34,9,28,1,465,204,53,1,5,60,65,16,4,2,2,44,51,9,101,42,4,4,1,1,2,1,3469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,1,1,33,34,9,28,1,456,200,51,1,5,60,65,16,4,2,2,43,50,9,101,42,4,4,1,1,2,1,3424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2191,1,1,31,34,9,28,1,455,198,51,1,5,61,67,17,4,2,2,42,49,9,101,42,4,4,1,1,2,1,3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,1,1,31,34,9,28,1,470,207,54,1,5,62,69,18,4,2,2,45,52,9,101,42,4,4,1,1,2,1,3521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136,1,1,33,34,9,28,1,441,191,48,1,5,60,65,16,4,2,2,41,47,9,101,42,4,4,1,1,2,1,3331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,1,1,31,34,9,28,1,436,188,47,1,5,60,65,16,4,2,2,40,46,9,101,42,4,4,1,1,2,1,3295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2132,1,1,31,34,9,28,1,441,191,48,1,5,60,65,16,4,2,2,40,47,9,101,42,4,4,1,1,2,1,3324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,1,1,33,34,9,28,1,441,191,48,1,5,60,65,16,4,2,2,40,47,9,101,42,4,4,1,1,2,1,3328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,1,1,33,34,9,28,1,436,188,47,1,5,60,65,16,4,2,2,39,46,9,101,42,4,4,1,1,2,1,3296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166,1,1,33,34,9,28,1,450,195,50,1,5,60,65,16,4,2,2,41,48,9,101,42,4,4,1,1,2,1,3377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,1,1,31,34,9,28,1,430,183,46,1,5,60,65,16,4,2,2,37,44,9,101,42,4,4,1,1,2,1,3245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2151,1,1,33,34,9,28,1,445,192,49,1,5,61,67,17,4,2,2,40,47,9,101,42,4,4,1,1,2,1,3355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,1,1,32,34,9,28,1,436,188,47,1,5,60,65,16,4,2,2,39,46,9,101,42,4,4,1,1,2,1,3294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,1,1,32,34,9,29,1,498,229,68,1,5,63,69,17,4,2,2,55,55,9,101,47,4,4,1,1,2,1,3753,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,1,1,30,34,9,28,1,460,201,52,1,5,61,67,17,4,2,2,44,50,9,101,42,4,4,1,1,2,1,3448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2244,1,1,30,34,9,28,1,465,204,53,1,5,63,71,19,4,2,2,44,51,9,101,42,4,4,1,1,2,1,3497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2223,1,1,30,34,9,28,1,460,201,52,1,5,63,71,19,4,2,2,43,50,9,101,42,4,4,1,1,2,1,3465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2148,1,1,30,34,9,28,1,445,192,49,1,5,61,67,17,4,2,2,40,47,9,101,42,4,4,1,1,2,1,3349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,1,1,32,34,9,28,1,450,195,50,1,5,59,63,15,4,2,2,41,48,9,101,42,4,4,1,1,2,1,3365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,1,1,32,34,9,28,1,440,189,48,1,5,59,63,15,4,2,2,39,46,9,101,42,4,4,1,1,2,1,3301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138,1,1,32,34,9,28,1,445,192,49,1,5,59,63,15,4,2,2,40,47,9,101,42,4,4,1,1,2,1,3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,1,1,30,34,9,28,1,436,188,47,1,5,60,65,16,4,2,2,39,46,9,101,42,4,4,1,1,2,1,3290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2118,1,1,32,34,9,28,1,436,188,47,1,5,61,67,17,4,2,2,39,46,9,101,42,4,4,1,1,2,1,3304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2177,1,1,32,34,9,28,1,450,195,50,1,5,62,69,18,4,2,2,41,48,9,101,42,4,4,1,1,2,1,3395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2131,1,1,30,34,9,28,1,441,191,48,1,5,60,65,16,4,2,2,40,47,9,101,42,4,4,1,1,2,1,3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,1,1,30,34,9,28,1,455,198,51,1,5,60,65,16,4,2,2,42,49,9,101,42,4,4,1,1,2,1,3403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,1,1,30,34,9,28,1,455,198,51,1,5,60,65,16,4,2,2,42,49,9,101,42,4,4,1,1,2,1,3403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167,1,1,32,34,9,28,1,450,195,50,1,5,60,65,16,4,2,2,42,48,9,101,42,4,4,1,1,2,1,3378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135,1,1,32,34,9,28,1,441,191,48,1,5,60,65,16,4,2,2,41,47,9,101,42,4,4,1,1,2,1,3329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,1,1,30,34,9,28,1,426,182,45,1,5,58,61,14,4,2,2,38,44,9,101,42,4,4,1,1,2,1,3209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,1,1,32,34,9,28,1,435,186,47,1,5,58,61,14,4,2,2,38,45,9,101,42,4,4,1,1,2,1,3259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
